,01.Well Identifier,02.Well Core Analysis Number (Well Core Analysis Line),03.Well Core Analysis Core Number,04.Well Line Interval Depth,05.Well Line Code,06.Well Line Interval Length,07.Well Line Porosity,08.Well Line KMAX,09.Well Line KVERT,10.Well Line K90,11.Well Line Grain Density,12.Well Line Pore Volume Oil,13.Well Line Pore Volume Water,14.Well Line Bulk Density,15.Well Line Lithology
4124,00/16-01-061-22W5/0,33053,2,1889.86,FD,0.18,0.177,6.29,2.91,5.31,2650.0,0.311,0.142,,SS  VF
4125,00/16-01-061-22W5/0,33053,2,1890.04,FD,0.18,0.16,3.65,2.08,3.65,2650.0,0.373,0.121,,SS  VF  SLT
4126,00/16-01-061-22W5/0,33053,2,1890.22,FD,0.18,0.157,2.4,1.39,2.34,2650.0,0.238,0.11,,SS  VF
4127,00/16-01-061-22W5/0,33053,2,1891.9,FD,0.12,0.109,4.93,1.23,4.8,2650.0,0.395,0.145,,SS  VF
4128,00/16-01-061-22W5/0,33053,2,1892.06,FD,0.14,0.095,0.6,0.01,0.58,2650.0,0.446,0.181,,SS  VF
4129,00/16-01-061-22W5/0,33053,2,1892.2,FD,0.16,0.146,1.75,0.58,1.64,2650.0,0.32,0.11,,SS  VF  ARGLSLT
4130,00/16-01-061-22W5/0,33053,2,1891.16,FD,0.16,0.127,0.58,0.24,0.5,2660.0,0.366,0.119,,SS  VF  SLT
4131,00/16-01-061-22W5/0,33053,2,1891.74,FD,0.16,0.142,2.17,0.78,1.92,2660.0,0.326,0.113,,SS  VF  SLT
4132,00/16-01-061-22W5/0,33053,2,1892.71,FD,0.2,0.113,0.41,0.02,0.36,2660.0,0.276,0.328,,SS  VF
4133,00/16-01-061-22W5/0,33053,2,1892.96,FD,0.09,0.107,11.2,0.12,0.84,2670.0,,0.87,,SS  VF  V/F SLT
4134,00/16-01-061-22W5/0,33053,2,1888.03,FD,0.19,0.103,0.06,,,2680.0,0.494,0.218,,SS  VF  SLT
4135,00/16-01-061-22W5/0,33053,2,1888.95,FD,0.21,0.06,0.07,0.01,0.06,2680.0,0.571,0.153,,SS  VF  SLT
4136,00/16-01-061-22W5/0,33053,2,1889.16,FD,0.16,0.056,0.08,0.02,0.07,2680.0,0.256,0.098,,SS  VF  SLT
4137,00/16-01-061-22W5/0,33053,2,1888.22,FD,0.28,0.147,0.03,,,2700.0,0.201,0.066,,SS  VF  SLT
4138,00/16-01-061-22W5/0,33053,2,1890.9,SS,0.16,0.126,0.26,,,2670.0,0.397,0.152,,SS  VF  PRY
4139,00/16-01-061-22W5/0,33053,2,1893.95,SS,0.09,0.079,0.01,,,2670.0,0.141,0.424,,SS  VF  SLT
4140,00/16-01-061-22W5/0,33053,2,1894.25,SS,0.06,0.047,0.01,,,2670.0,0.279,0.399,,SS  VF  ARGLPRY
4141,00/16-01-061-22W5/0,33053,2,1895.36,SS,0.04,0.033,0.01,,,2680.0,0.103,0.473,,SS  VF  PRY
4142,00/16-01-061-22W5/0,33053,3,3418.39,DE,0.22,,,,,,,,,NOT ANALYSED - SHALE
4143,00/16-01-061-22W5/0,33053,3,3419.19,DE,0.63,,,,,,,,,NOT ANALYSED - SHALE
4144,00/16-01-061-22W5/0,33053,3,3420.05,DE,0.1,,,,,,,,,NOT ANALYSED - SHALE
4145,00/16-01-061-22W5/0,33053,3,3418.94,FD,0.25,0.025,24.1,1.3,7.73,2790.0,,,,DOL PEL V   CALC
4146,00/16-01-061-22W5/0,33053,3,3421.68,FD,0.16,0.053,146.0,1.65,135.0,2810.0,,,,DOL V   F
4147,00/16-01-061-22W5/0,33053,3,3420.23,FD,0.25,0.115,13.7,1.2,10.0,2820.0,,,,DOL V   CARB
4148,00/16-01-061-22W5/0,33053,3,3420.57,FD,0.13,0.069,12.9,0.61,1.92,2820.0,,,,DOL P/S F   CALCPRY
4149,00/16-01-061-22W5/0,33053,3,3422.12,FD,0.18,0.055,298.0,60.1,24.9,2820.0,,,,DOL V   V/F
4150,00/16-01-061-22W5/0,33053,3,3423.34,FD,0.26,0.049,14.9,8.58,8.58,2820.0,,,,DOL V   CARB
4151,00/16-01-061-22W5/0,33053,3,3418.61,FD,0.19,0.033,4.85,0.82,4.63,2830.0,,,,DOL PEL V
4152,00/16-01-061-22W5/0,33053,3,3421.23,FD,0.24,0.078,145.0,14.3,16.2,2830.0,,,,DOL PEL V   F
4153,00/16-01-061-22W5/0,33053,3,3421.84,FD,0.28,0.067,5.83,2.88,0.22,2830.0,,,,DOL V   V/F
4154,00/16-01-061-22W5/0,33053,3,3422.3,FD,0.17,0.106,30.3,36.3,8.95,2830.0,,,,DOL V
4155,00/16-01-061-22W5/0,33053,3,3422.72,FD,0.21,0.072,18.6,6.77,7.55,2830.0,,,,DOL V   F
4156,00/16-01-061-22W5/0,33053,3,3422.93,FD,0.15,0.06,29.3,6.92,24.8,2830.0,,,,DOL V   SH
4157,00/16-01-061-22W5/0,33053,3,3418.14,FD,0.25,0.021,0.06,0.01,0.04,2840.0,,,,DOL PP/V
4158,00/16-01-061-22W5/0,33053,3,3418.8,FD,0.14,0.029,4.15,0.29,1.16,2840.0,,,,DOL PEL P/S
4159,00/16-01-061-22W5/0,33053,3,3422.47,FD,0.25,0.074,16.7,7.68,9.11,2840.0,,,,DOL V   F
4160,00/16-01-061-22W5/0,33053,3,3423.08,FD,0.26,0.078,52.3,3.18,22.5,2840.0,,,,DOL V   SH
4161,00/16-01-061-22W5/0,33053,3,3421.47,FD,0.21,0.046,5.52,0.64,1.28,2850.0,,,,DOL P/S F
4162,00/16-01-061-22W5/0,33053,3,3420.7,FD,0.38,0.05,1190.0,7.11,67.1,2860.0,,,,DOL V   SH  CALCPRY
4163,00/16-01-061-22W5/0,33053,3,3420.48,FD,0.09,0.108,320.0,4.21,28.4,2880.0,,,,DOL V   PRY
4164,00/16-01-061-22W5/0,33053,3,3423.6,FD,0.3,0.042,9.34,1.06,7.0,2890.0,,,,DOL V   PRY
4165,00/16-01-061-22W5/0,33053,3,3421.08,FD,0.15,0.031,0.3,0.22,0.19,2910.0,,,,DOL PP/VANHY
4166,00/16-01-061-22W5/0,33053,3,3423.9,LC,12.1,,,,,,,,,LOST CORE
4167,00/16-01-061-22W5/0,33053,3,3418.0,SS,0.14,0.024,4.62,,,2840.0,,,,DOL PP/VF   CALC
4168,00/16-01-061-22W5/0,33053,3,3420.15,SS,0.08,0.031,0.1,,,2840.0,,,,DOL PP/VCARB
4169,00/16-01-061-22W5/0,33053,3,3419.82,SS,0.23,0.01,0.01,,,2850.0,,,,DOL INTR
4170,00/11-14-064-27W5/0,78307,1,1803.05,LC,0.15,,,,,,,,,LOST CORE
4171,00/11-14-064-27W5/0,78307,1,1785.0,,0.71,,,,,,,,,SH SS
4172,00/11-14-064-27W5/0,78307,1,1785.82,,0.22,,,,,,,,,SS SH
4173,00/11-14-064-27W5/0,78307,1,1787.95,,4.46,,,,,,,,,SH SS
4174,00/11-14-064-27W5/0,78307,1,1793.21,,3.48,,,,,,,,,SH SS
4175,00/11-14-064-27W5/0,78307,1,1796.84,,0.33,,,,,,,,,SH SS
4176,00/11-14-064-27W5/0,78307,1,1797.28,,0.09,,,,,,,,,SH
4177,00/11-14-064-27W5/0,78307,1,1798.74,,0.31,,,,,,,,,SH SS
4178,00/11-14-064-27W5/0,78307,1,1799.4,,0.23,,,,,,,,,SH SS
4179,00/11-14-064-27W5/0,78307,1,1801.7,,0.15,,,,,,,,,SH
4180,00/11-14-064-27W5/0,78307,1,1802.3,,0.75,,,,,,,,,SH SS
4181,00/11-14-064-27W5/0,78307,1,1787.57,SS,0.38,0.163,10.1,,,2650.0,0.28,0.188,2220.0,SS VF-FGR CALC
4182,00/11-14-064-27W5/0,78307,1,1787.1,SS,0.04,0.149,6.94,,,2650.0,0.279,0.197,2260.0,SS VF-FGR CALC ASTSP005P
4183,00/11-14-064-27W5/0,78307,1,1787.31,SS,0.26,0.149,6.94,,,2650.0,0.279,0.197,2260.0,SS VF-FGR CALC
4184,00/11-14-064-27W5/0,78307,1,1786.04,SS,0.48,0.116,0.8,,,2660.0,0.155,0.131,2350.0,SS VF-FGR ARG LAM PYR FRAC
4185,00/11-14-064-27W5/0,78307,1,1796.69,SS,0.15,0.114,0.83,,,2660.0,0.142,0.388,2360.0,SS VF-FGR ARG PTG SID
4186,00/11-14-064-27W5/0,78307,1,1800.58,SS,0.56,0.117,0.38,,,2680.0,0.0,0.496,2360.0,SS VF-FGR DOL SID
4187,00/11-14-064-27W5/0,78307,1,1792.41,SS,0.46,0.117,0.41,,,2680.0,0.0,0.385,2370.0,SS VF-FGR ARGPTG DOL PYR
4188,00/11-14-064-27W5/0,78307,1,1785.71,SS,0.11,0.106,0.9,,,2670.0,0.079,0.134,2390.0,SS VF-FGR ARG LAM DOL
4189,00/11-14-064-27W5/0,78307,1,1797.17,SS,0.11,0.089,0.07,,,2660.0,0.0,0.582,2420.0,SS VFFGR LAM DOL ASTSP010P
4190,00/11-14-064-27W5/0,78307,1,1797.37,SS,0.29,0.089,0.07,,,2660.0,0.0,0.582,2420.0,SS VF-FGR LAM DOL
4191,00/11-14-064-27W5/0,78307,1,1786.52,SS,0.35,0.083,0.32,,,2660.0,0.207,0.261,2440.0,SS VF-FGR ARG PTG CALC
4192,00/11-14-064-27W5/0,78307,1,1799.05,SS,0.35,0.106,0.47,,,2740.0,0.0,0.428,2450.0,SS VF-FGR DOL CALC
4193,00/11-14-064-27W5/0,78307,1,1797.66,SS,1.08,0.069,0.03,,,2660.0,0.0,0.541,2480.0,SS VF-FGR ARG DOL PYR
4194,00/11-14-064-27W5/0,78307,1,1792.87,SS,0.34,0.09,0.1,,,2720.0,0.0,0.538,2480.0,SS VF-FGR DOL SID
4195,00/11-14-064-27W5/0,78307,1,1801.14,SS,0.56,0.072,0.02,,,2680.0,0.0,0.654,2490.0,SS VFGR LAM DOL PYR
4196,00/11-14-064-27W5/0,78307,1,1799.97,SS,0.61,0.072,0.06,,,2730.0,0.0,0.594,2530.0,SS VF-FGR CARB PTG DOL SID
4197,00/11-14-064-27W5/0,78307,1,1786.87,SS,0.23,0.051,0.1,,,2670.0,0.001,0.319,2540.0,SS VF-FGR ARG PTG CALC PYR
4198,00/11-14-064-27W5/0,78307,1,1787.14,SS,0.17,0.051,0.1,,,2670.0,0.001,0.319,2540.0,SS VFFGR CALC ASTSP004P
4199,00/11-14-064-27W5/0,78307,1,1801.85,SS,0.45,0.055,0.02,,,2700.0,0.0,0.61,2550.0,SS VFGR LAM DOL SID
4200,00/11-14-064-27W5/0,78307,1,1799.63,SS,0.34,0.046,0.07,,,2730.0,0.0,0.552,2610.0,SS VF-MGR DOL CALC
4201,00/11-14-064-27W5/0,78308,2,2539.7,LC,0.1,,,,,,,,,LOST CORE
4202,00/11-14-064-27W5/0,78308,2,2538.0,,1.7,,,,,,,,,SH
4203,00/11-14-064-27W5/0,78308,3,2539.8,,0.04,,,,,,,,,SH
4204,00/11-14-064-27W5/0,78308,3,2541.86,,0.05,,,,,,,,,SH
4205,00/11-14-064-27W5/0,78308,3,2544.69,,0.05,,,,,,,,,SH SS
4206,00/11-14-064-27W5/0,78308,3,2546.27,,0.13,,,,,,,,,SH SS
4207,00/11-14-064-27W5/0,78308,3,2548.05,,0.65,,,,,,,,,SH SS
4208,00/11-14-064-27W5/0,78308,3,2548.76,,0.16,,,,,,,,,SH SS
4209,00/11-14-064-27W5/0,78308,3,2542.82,SS,0.99,0.093,0.17,,,2710.0,0.13,0.082,2460.0,SS VFGR DOL PYR
4210,00/11-14-064-27W5/0,78308,3,2539.84,SS,0.31,0.11,2.94,,,2760.0,0.342,0.04,2460.0,DOL VFXLN PPVUGS BIT COQ
4211,00/11-14-064-27W5/0,78308,3,2542.27,SS,0.55,0.089,0.09,,,2750.0,0.349,0.182,2510.0,SS VFGR DOL
4212,00/11-14-064-27W5/0,78308,3,2544.74,SS,1.53,0.072,0.1,,,2710.0,0.286,0.249,2520.0,SS VFGR DOL PYR
4213,00/11-14-064-27W5/0,78308,3,2543.81,SS,0.88,0.071,0.1,,,2720.0,0.47,0.226,2530.0,SS VFGR DOL PYR
4214,00/11-14-064-27W5/0,78308,3,2540.15,SS,0.13,0.076,0.24,,,2750.0,0.325,0.051,2540.0,DOL VFXLN VUGS BIT COQ
4215,00/11-14-064-27W5/0,78308,3,2546.4,SS,1.65,0.059,0.05,,,2730.0,0.212,0.443,2570.0,SS VFGR DOL PYR
4216,00/11-14-064-27W5/0,78308,3,2541.17,SS,0.69,0.068,0.25,,,2770.0,0.564,0.066,2590.0,DOL VFXLN PPVUG BIT SDY PY
4217,00/11-14-064-27W5/0,78308,3,2548.7,SS,0.06,0.051,0.02,,,2740.0,0.413,0.235,2600.0,SS VFGR DOL PYR ASTSP013P
4218,00/11-14-064-27W5/0,78308,3,2548.92,SS,0.18,0.051,0.02,,,2740.0,0.413,0.235,2600.0,SS VFGR DOL PYR
4219,00/11-14-064-27W5/0,78308,3,2540.6,SS,0.57,0.054,0.06,,,2770.0,0.471,0.082,2620.0,DOL VFXLN VUGS BIT SDY PYR
4220,00/11-14-064-27W5/0,78308,3,2542.12,SS,0.15,0.054,0.06,,,2770.0,0.471,0.082,2620.0,DOL VFXLN BIT ASTSP005P
4221,00/11-14-064-27W5/0,78308,3,2540.28,SS,0.17,0.047,0.04,,,2770.0,0.4,0.077,2640.0,DOL VFXLN VUGS BIT COQ
4222,00/11-14-064-27W5/0,78308,3,2541.91,SS,0.21,0.047,0.12,,,2780.0,0.41,0.079,2650.0,DOL VFXLN VUGS BIT PYR
4223,00/11-14-064-27W5/0,78308,3,2540.45,SS,0.15,0.038,0.09,,,2770.0,0.299,0.051,2660.0,DOL VFXLN VUGS BIT SDY PYR
4224,00/11-14-064-27W5/0,78295,4,3901.5,,9.5,,,,,,,,,LS;SH
4225,00/11-14-064-27W5/0,78809,5,3941.4,LC,1.0,,,,,,,,,LOST CORE
4226,00/11-14-064-27W5/0,78809,5,3929.0,,3.5,,,,,,,,,LS
4227,00/11-14-064-27W5/0,78809,5,3935.18,FD,0.13,0.067,2.81,0.71,1.73,2690.0,,,2510.0,LS VFXLN VUGS FRACS
4228,00/11-14-064-27W5/0,78809,5,3934.86,FD,0.32,0.049,1.42,0.33,0.64,2700.0,0.001,0.041,2570.0,LS VFXLN VUGS
4229,00/11-14-064-27W5/0,78809,5,3934.21,FD,0.65,0.043,0.34,0.34,0.27,2690.0,,,2580.0,LS VFXLN PPVUGS VFRACS
4230,00/11-14-064-27W5/0,78809,5,3935.49,FD,0.4,0.045,2.28,0.17,1.98,2710.0,0.001,0.075,2580.0,LS VFXLN VUGS
4231,00/11-14-064-27W5/0,78809,5,3936.33,FD,0.15,0.035,3.8,1.31,1.03,2690.0,,,2600.0,LS VFXLN VUGS STYL FRACS
4232,00/11-14-064-27W5/0,78809,5,3936.13,FD,0.2,0.039,2.0,0.26,1.99,2710.0,,,2600.0,LS VFXLN VUGS STYL FRACS
4233,00/11-14-064-27W5/0,78809,5,3937.03,FD,0.28,0.033,0.26,0.17,0.25,2700.0,,,2610.0,LS VFXLN PPVUGS STYL FRACS
4234,00/11-14-064-27W5/0,78809,5,3935.31,FD,0.18,0.039,1.78,0.25,1.58,2710.0,0.001,0.122,2610.0,LS VFXLN VUGS STYL VFRACS
4235,00/11-14-064-27W5/0,78809,5,3938.94,FD,0.2,0.02,0.13,0.09,0.12,2690.0,,,2630.0,LS VFXLN PPVUGS STYL
4236,00/11-14-064-27W5/0,78809,5,3939.43,FD,0.19,0.016,0.02,0.01,0.02,2690.0,,,2640.0,LS VFXLN PPVUGS STYL
4237,00/11-14-064-27W5/0,78809,5,3939.14,FD,0.29,0.022,0.07,0.05,0.06,2700.0,,,2640.0,LS VFXLN PPVUGS STYL
4238,00/11-14-064-27W5/0,78809,5,3933.47,SS,0.19,0.024,23.4,,,2700.0,,,2640.0,LS VFXLN FRAC
4239,00/11-14-064-27W5/0,78809,5,3932.96,FD,0.51,0.014,1.82,1.91,1.04,2690.0,,,2650.0,LS VFXLN PPVUGS STYL FRACS
4240,00/11-14-064-27W5/0,78809,5,3933.66,FD,0.55,0.015,2.56,0.63,1.44,2690.0,,,2650.0,LS VFXLN FRACS
4241,00/11-14-064-27W5/0,78809,5,3935.89,FD,0.24,0.024,1.91,0.39,1.6,2710.0,0.001,0.08,2650.0,LS VFXLN VUGS FRACS
4242,00/11-14-064-27W5/0,78809,5,3937.61,FD,0.26,0.016,0.23,0.03,0.11,2710.0,,,2660.0,LS VFXLN PPVUGS HFRACS
4243,00/11-14-064-27W5/0,78809,5,3938.6,SS,0.34,0.019,0.14,,,2710.0,,,2660.0,LS VFXLN PPVUGS
4244,00/11-14-064-27W5/0,78809,5,3937.87,FD,0.37,0.008,0.02,0.01,0.01,2690.0,,,2670.0,LS VFXLN PPVUGS
4245,00/11-14-064-27W5/0,78809,5,3936.48,FD,0.55,0.015,3.62,0.19,3.47,2710.0,,,2670.0,LS VFXLN PPVUGS STYL FRACS
4246,00/11-14-064-27W5/0,78809,5,3937.31,FD,0.3,0.013,0.18,0.08,0.18,2710.0,,,2670.0,LS VFXLN PPVUGS STYL VFRAC
4247,00/11-14-064-27W5/0,78809,5,3932.5,FD,0.46,0.009,0.12,0.15,0.07,2700.0,,,2680.0,LS VFXLN STYL FRACS
4248,00/11-14-064-27W5/0,78809,5,3938.24,FD,0.36,0.015,0.25,0.08,0.24,2730.0,,,2690.0,LS VFXLN SCAT VUGS PYR
4249,00/11-14-064-27W5/0,78809,5,3939.62,FD,0.56,0.006,0.04,0.03,0.04,2720.0,,,2700.0,LS VFXLN
4250,00/11-14-064-27W5/0,78809,5,3940.18,FD,1.22,0.007,0.06,0.02,0.04,2740.0,,,2720.0,LS VFXLN STYL PYR
4251,00/11-14-064-27W5/0,78809,6,3952.55,LC,0.05,,,,,,,,,LOST CORE
4252,00/11-14-064-27W5/0,78809,6,3951.32,,1.23,,,,,,,,,LS RUBBLE
4253,00/11-14-064-27W5/0,78809,6,3949.14,FD,0.22,0.101,10.5,6.91,9.07,2850.0,0.001,0.033,2560.0,DOL VF-CXLN VUGS PYR
4254,00/11-14-064-27W5/0,78809,6,3949.6,FD,0.33,0.07,20.8,0.39,6.02,2850.0,,,2650.0,DOL VF-CXLN VUGS PYR HFRAC
4255,00/11-14-064-27W5/0,78809,6,3948.27,FD,0.87,0.062,6.33,0.09,4.99,2850.0,,,2680.0,DOL VF-FXLN HFRACS
4256,00/11-14-064-27W5/0,78809,6,3950.29,FD,1.03,0.012,0.13,0.16,0.13,2730.0,,,2690.0,LS VF-FXLN STYL PYR VFRAC
4257,00/11-14-064-27W5/0,78809,6,3944.6,FD,0.24,0.048,34.4,3.11,22.9,2840.0,0.001,0.113,2710.0,DOL VF-CXLN VUGS PYR FRACS
4258,00/11-14-064-27W5/0,78809,6,3945.15,FD,0.16,0.049,12.5,1.11,8.46,2850.0,,,2710.0,DOL VF-CXLN VUGS PYR FRACS
4259,00/11-14-064-27W5/0,78809,6,3949.36,FD,0.24,0.056,5.8,3.03,4.25,2870.0,,,2710.0,DOL VF-CXLN VUGS PYR VFRAC
4260,00/11-14-064-27W5/0,78809,6,3942.4,FD,1.07,0.006,0.03,0.02,0.03,2730.0,,,2720.0,LS VF-MXLN STYL PYR
4261,00/11-14-064-27W5/0,78809,6,3945.56,FD,0.2,0.049,26.4,4.73,22.4,2860.0,0.001,0.076,2720.0,DOL VF-CXLN VUGS PYR FRACS
4262,00/11-14-064-27W5/0,78809,6,3946.7,FD,0.4,0.041,23.2,22.6,17.2,2850.0,,,2730.0,DOL VF-MXLN VUGS PYR FRACS
4263,00/11-14-064-27W5/0,78809,6,3949.93,FD,0.36,0.03,1.81,0.22,1.49,2820.0,,,2740.0,DOL VFCXLN VUGS HFRACS
4264,00/11-14-064-27W5/0,78809,6,3945.31,FD,0.25,0.039,5.92,4.36,3.46,2850.0,,,2740.0,DOL VFMXLN VUGS PYR FRACS
4265,00/11-14-064-27W5/0,78809,6,3944.44,FD,0.16,0.029,3.07,2.38,2.9,2850.0,0.001,0.129,2770.0,DOL VF-CXLN VUGS PYR FRACS
4266,00/11-14-064-27W5/0,78809,6,3947.77,FD,0.37,0.033,3.14,0.95,2.07,2870.0,0.001,0.141,2770.0,DOL VF-FXLN VUGS PYR FRACS
4267,00/11-14-064-27W5/0,78809,6,3945.76,FD,0.94,0.017,0.08,0.02,0.03,2830.0,,,2780.0,DOL VF-FXLN STYL FRACS
4268,00/11-14-064-27W5/0,78809,6,3943.47,SS,0.55,0.028,427.0,,,2860.0,,,2780.0,DOL VF-MXLN PYR FRAC
4269,00/11-14-064-27W5/0,78809,6,3944.02,SS,0.42,0.04,0.45,,,2890.0,,,2780.0,DOL VF-CXLN PPVUG STYL PYR
4270,00/11-14-064-27W5/0,78809,6,3944.84,FD,0.31,0.018,0.19,0.04,0.08,2840.0,,,2790.0,DOL VF-FXLN STYL PYR VFRAC
4271,00/11-14-064-27W5/0,78809,6,3948.14,SS,0.13,0.019,8.26,,,2850.0,,,2790.0,DOL VF-MXLN PPVUG PYR FRAC
4272,00/11-14-064-27W5/0,78809,6,3947.1,FD,0.67,0.015,1.47,0.34,1.43,2850.0,,,2800.0,DOL VF-FXLN PYR FRACS
4273,00/11-14-064-27W5/0,78809,7,3952.6,,0.38,,,,,,,,,LS
4274,00/11-14-064-27W5/0,78809,7,3963.17,,0.03,,,,,,,,,LS
4275,00/11-14-064-27W5/0,78809,7,3960.25,FD,0.72,0.028,234.0,0.13,60.6,2730.0,,,2650.0,LS VF-FXLN FRACS
4276,00/11-14-064-27W5/0,78809,7,3957.37,FD,0.52,0.012,11.1,0.13,8.2,2720.0,,,2680.0,LS VF-FXLN FRACS
4277,00/11-14-064-27W5/0,78809,7,3956.02,FD,1.35,0.005,0.01,0.01,0.01,2720.0,,,2700.0,LS VF-FXLN STYL
4278,00/11-14-064-27W5/0,78809,7,3961.47,FD,1.7,0.005,0.05,0.02,0.04,2720.0,,,2710.0,LS VF-FXLN STYL
4279,00/11-14-064-27W5/0,78809,7,3960.97,FD,0.5,0.005,0.01,0.01,0.01,2730.0,,,2710.0,LS VF-FXLN STYL
4280,00/11-14-064-27W5/0,78809,7,3953.5,FD,0.63,0.011,1.13,0.11,0.53,2740.0,,,2710.0,LS VF-FXLN STYL PYR FRACS
4281,00/11-14-064-27W5/0,78809,7,3954.68,FD,1.34,0.011,0.02,0.01,0.01,2740.0,,,2710.0,LS VF-FXLN STYL DOL
4282,00/11-14-064-27W5/0,78809,7,3952.98,FD,0.27,0.012,0.03,0.02,0.03,2750.0,,,2710.0,LS VF-FXLN STYL PYR
4283,00/11-14-064-27W5/0,78809,7,3954.13,FD,0.55,0.007,0.04,0.03,0.04,2740.0,,,2720.0,LS VF-FXLN PYR VFRAC
4284,00/11-14-064-27W5/0,78809,7,3953.25,FD,0.25,0.008,0.08,0.06,0.08,2750.0,,,2730.0,LS VF-MXLN STYL PYR
4285,00/11-14-064-27W5/0,78809,7,3959.71,FD,0.54,0.014,6.55,0.08,4.92,2790.0,,,2750.0,LS VF-MXLN STYL DOL FRACS
4286,00/11-14-064-27W5/0,78809,7,3957.89,FD,1.82,0.026,7.82,0.17,5.16,2850.0,,,2770.0,DOL VF-MLN VUGS HFRACS
4287,00/08-18-052-14W5/0,31335,1,1799.0,DE,0.08,,,,,,,,,NOT ANALYSED - SHALE
4288,00/08-18-052-14W5/0,31335,1,1799.2,DE,0.13,,,,,,,,,NOT ANALYSED - SHALE
4289,00/08-18-052-14W5/0,31335,1,1799.55,LC,0.25,,,,,,,,,LOST CORE
4290,00/08-18-052-14W5/0,31335,1,1799.43,SS,0.12,0.058,0.1,,,2650.0,0.0,0.383,,SS  F   ARGL
4291,00/08-18-052-14W5/0,31335,1,1799.08,SS,0.12,0.045,0.03,,,2660.0,0.0,0.657,,SS  F
4292,00/08-18-052-14W5/0,31335,1,1799.33,SS,0.1,0.062,0.17,,,2660.0,0.0,0.417,,SS  F
4293,00/08-18-052-14W5/0,31335,1,1799.93,SS,0.12,0.059,0.21,,,2660.0,0.23,0.396,,SS  M/C F   SH  ARGL
4294,00/08-18-052-14W5/0,31335,1,1799.8,SS,0.13,0.059,0.06,,,2690.0,0.222,0.285,,SS  F
4295,00/08-18-052-14W5/0,31335,2,1800.05,DE,0.12,,,,,,,,,NOT ANALYSED - SHALE
4296,00/08-18-052-14W5/0,31335,2,1800.42,DE,0.02,,,,,,,,,NOT ANALYSED - SHALE
4297,00/08-18-052-14W5/0,31335,2,1801.57,DE,0.03,,,,,,,,,NOT ANALYSED - SHALE
4298,00/08-18-052-14W5/0,31335,2,1801.74,DE,0.07,,,,,,,,,NOT ANALYSED - SHALE
4299,00/08-18-052-14W5/0,31335,2,1801.91,DE,0.06,,,,,,,,,NOT ANALYSED - SHALE
4300,00/08-18-052-14W5/0,31335,2,1802.17,DE,0.61,,,,,,,,,NOT ANALYSED - SHALE
4301,00/08-18-052-14W5/0,31335,2,1803.21,DE,0.06,,,,,,,,,NOT ANALYSED - SHALE
4302,00/08-18-052-14W5/0,31335,2,1803.81,DE,13.89,,,,,,,,,NOT ANALYSED - SHALE
4303,00/08-18-052-14W5/0,31335,2,1817.7,LC,0.1,,,,,,,,,LOST CORE
4304,00/08-18-052-14W5/0,31335,2,1801.6,SS,0.14,0.066,0.13,,,2640.0,0.18,0.617,,SS  M/C F   SH  ARGL
4305,00/08-18-052-14W5/0,31335,2,1803.05,SS,0.16,0.042,0.08,,,2640.0,0.255,0.395,,SS  M/C F
4306,00/08-18-052-14W5/0,31335,2,1803.27,SS,0.15,0.065,0.11,,,2640.0,0.219,0.188,,SS  M/C F   SH  ARGL
4307,00/08-18-052-14W5/0,31335,2,1803.58,SS,0.23,0.028,0.07,,,2640.0,0.0,0.676,,SS  M/C F   SH  ARGL
4308,00/08-18-052-14W5/0,31335,2,1800.17,SS,0.25,0.071,0.09,,,2650.0,0.176,0.455,,SS  M/C F
4309,00/08-18-052-14W5/0,31335,2,1800.44,SS,0.14,0.094,0.19,,,2650.0,0.126,0.07,,SS  M/C F
4310,00/08-18-052-14W5/0,31335,2,1800.72,SS,0.14,0.099,0.26,,,2650.0,0.205,0.267,,SS  M/C F
4311,00/08-18-052-14W5/0,31335,2,1800.86,SS,0.12,0.103,0.24,,,2650.0,0.135,0.257,,SS  M/C F
4312,00/08-18-052-14W5/0,31335,2,1800.98,SS,0.15,0.101,0.26,,,2650.0,0.238,0.124,,SS  M/C F
4313,00/08-18-052-14W5/0,31335,2,1801.13,SS,0.15,0.108,0.32,,,2650.0,0.194,0.261,,SS  M/C F
4314,00/08-18-052-14W5/0,31335,2,1801.41,SS,0.16,0.104,0.34,,,2650.0,0.198,0.276,,SS  M/C F
4315,00/08-18-052-14W5/0,31335,2,1801.81,SS,0.1,0.056,0.11,,,2650.0,,0.76,,SS  M/C F
4316,00/08-18-052-14W5/0,31335,2,1801.97,SS,0.2,0.029,0.05,,,2650.0,,0.835,,SS  M/C F   SH  ARGL
4317,00/08-18-052-14W5/0,31335,2,1802.78,SS,0.27,0.03,0.02,,,2650.0,,0.763,,SS  M/C F
4318,00/08-18-052-14W5/0,31335,2,1803.42,SS,0.16,0.078,0.03,,,2650.0,0.375,0.277,,SS  M/C F
4319,00/08-18-052-14W5/0,31335,2,1801.28,SS,0.13,0.107,0.34,,,2660.0,0.193,0.235,,SS  M/C F
4320,00/08-18-052-14W5/0,31335,2,1800.58,SS,0.14,0.097,0.21,,,2720.0,0.189,0.258,,SS  M/C F
4321,00/04-23-040-07W5/0,19635,1,1989.73,DE,10.82,,,,,,,,,NOT ANALYSED - SHALE
4322,00/04-23-040-07W5/0,19635,1,2000.62,DE,0.12,,,,,,,,,NOT ANALYSED - SHALE
