,Formatted UWI,Gas Anal Doc Source,Gas Analysis Quality,Gas Sample Date,Gas Sample Point,Intrvl Base,Intrvl Top,Reserv Fluid Crit Pressure,Reserv Fluid Crit Temp,Reserv Gas Rel Dens,Sep Gas Liq Ratio,Sep Liq Molar Mass,Sep Liq Rel Dens
174,00/16-34-063-26W5/0,Fluid Analyses Microfiche,Unknown,11/25/1995 00:00:00,Reservoir Fluid Other,3880.0,3808.5,4652.0,234.6,0.805,,,
175,00/06-14-031-27W4/0,Fluid Analyses Microfiche,Unknown,8/29/1988 00:00:00,Drill Stem Test,2280.0,2240.0,4354.14,205.2,0.774,,,
176,00/09-18-049-09W5/0,AOFP/Pressure File,Good,4/12/1993 00:00:00,Recombination (Submitted),2173.5,2163.4,4606.0,220.7,0.742,,,
177,00/09-18-049-09W5/0,AOFP/Pressure File,Unknown,2/26/1981 00:00:00,Recombination (EUB Calculated),2173.5,2163.4,4607.0,218.3,0.719,16990.0,73.4,0.659
178,00/09-18-049-09W5/0,Electronic,Unknown,5/9/2000 00:00:00,Reservoir Fluid Other,2168.0,2163.4,4561.0,224.9,0.748,,,
179,00/09-18-049-09W5/0,Electronic,Unknown,5/12/2000 00:00:00,Reservoir Fluid Other,2168.0,2163.4,4630.0,216.9,0.71,,,
180,00/09-18-049-09W5/0,Electronic,Unknown,7/29/2002 00:00:00,Reservoir Fluid Other,2173.5,2163.4,4559.0,227.5,0.76,,,
181,00/09-18-049-09W5/0,Electronic,Unknown,3/13/2003 00:00:00,Reservoir Fluid Other,1296.0,1292.0,4637.0,216.2,0.703,,,
182,00/09-18-049-09W5/0,Electronic,Unknown,9/11/2003 00:00:00,Reservoir Fluid Other,2173.5,2163.4,4536.0,230.7,0.788,,,
183,00/09-18-049-09W5/0,Electronic,Unknown,9/11/2003 00:00:00,Reservoir Fluid Other,2173.5,2163.4,4637.0,216.1,0.702,,,
184,00/09-18-049-09W5/0,Electronic,Unknown,3/25/2004 00:00:00,Reservoir Fluid Other,2173.5,2163.4,4551.0,219.8,0.727,,,
185,00/09-18-049-09W5/0,Electronic,Unknown,7/20/2010 00:00:00,First Stage Separator,2168.0,2163.4,4538.61,235.8,0.823,,,
186,00/09-18-049-09W5/0,Electronic,Unknown,1/25/2011 00:00:00,First Stage Separator,2168.0,2163.4,4543.93,229.5,0.78,,,
187,00/09-18-049-09W5/0,Electronic,Unknown,9/17/2013 00:00:00,First Stage Separator,2168.0,2163.4,4637.9,219.1,0.722,,,
188,00/09-18-049-09W5/0,Electronic,Unknown,11/21/2019 00:00:00,Other,2168.0,2163.4,4627.23,220.8,0.734,,,
189,00/09-18-049-09W5/0,Electronic,Unknown,11/6/2020 00:00:00,Other,1648.0,1643.0,4633.92,220.1,0.727,,,
190,00/09-18-049-09W5/0,Fluid Analyses Microfiche,Unknown,2/26/1981 00:00:00,Other,2173.5,2163.4,4622.38,215.5,0.698,,,
191,00/09-18-049-09W5/0,Fluid Analyses Microfiche,Unknown,2/26/1981 00:00:00,Pressure Tank,2173.5,2163.4,2886.96,522.4,3.305,,,
192,00/06-24-065-17W5/0,Fluid Analyses Microfiche,Unknown,3/12/1979 00:00:00,Drill Stem Test,2224.0,2221.0,4561.0,200.5,0.667,,,
193,00/06-24-065-17W5/0,Fluid Analyses Microfiche,Unknown,3/12/1979 00:00:00,Drill Stem Test,2240.0,2221.0,4560.07,200.5,0.667,,,
194,00/09-29-065-15W5/0,Fluid Analyses Microfiche,Unknown,1/9/1998 00:00:00,Drill Stem Test,1378.0,1367.0,4585.0,192.2,0.574,,,
195,00/10-28-062-12W5/0,Fluid Analyses Microfiche,Unknown,9/28/1980 00:00:00,Drill Stem Test,1619.0,1602.0,4523.58,192.6,0.594,,,
196,00/06-10-052-16W5/0,Fluid Analyses Microfiche,Unknown,3/17/1969 00:00:00,Drill Stem Test,2607.56,2583.79,4558.82,228.1,0.763,,,
197,00/06-10-052-16W5/0,Fluid Analyses Microfiche,Unknown,3/17/1969 00:00:00,Drill Stem Test,2607.56,2583.79,4581.46,239.3,0.817,,,
198,00/01-23-064-27W5/0,Fluid Analyses Microfiche,Unknown,3/10/1995 00:00:00,Drill Stem Test,1807.0,1787.0,4576.93,225.1,0.74,,,
199,02/14-20-047-09W5/0,Electronic,Unknown,3/6/2000 00:00:00,Wellhead,2290.0,2287.3,4633.0,214.8,0.7,,,
200,02/14-20-047-09W5/0,Electronic,Unknown,7/25/2012 00:00:00,Meter Run,2290.0,2287.3,4624.51,216.6,0.706,,,
201,02/14-20-047-09W5/0,Electronic,Unknown,1/9/2013 00:00:00,Meter Run,2290.0,2287.3,4631.04,216.3,0.704,,,
202,02/14-20-047-09W5/0,Electronic,Unknown,7/29/2014 00:00:00,Meter Run,2290.0,2287.3,4638.16,215.4,0.696,,,
203,02/14-20-047-09W5/0,Electronic,Unknown,12/4/2020 00:00:00,Wellhead,2290.0,2287.3,4596.53,214.1,0.684,,,
204,02/14-20-047-09W5/0,Fluid Analyses Microfiche,Unknown,7/4/1979 00:00:00,First Stage Separator,2290.0,2287.5,4667.0,217.8,0.702,,,
205,02/14-20-047-09W5/0,Unknown,Unknown,7/5/1979 00:00:00,First Stage Separator,2290.0,2287.3,4647.0,213.2,0.688,,,
206,00/16-01-061-22W5/0,Electronic,Unknown,11/23/2004 00:00:00,Meter Run,3675.1,3461.4,5197.03,215.2,0.668,,,
207,00/16-01-061-22W5/0,Unknown,Poor,6/23/1982 00:00:00,First Stage Separator,3420.0,3415.0,5155.0,213.6,0.653,,,
208,00/11-14-064-27W5/0,Fluid Analyses Microfiche,Unknown,9/3/1995 00:00:00,Drill Stem Test,3910.0,3828.0,4627.04,243.2,0.818,,,
209,00/06-29-061-18W5/0,Fluid Analyses Microfiche,Unknown,10/8/1982 00:00:00,Other,1797.0,1774.0,4547.3,211.7,0.691,,,
210,00/08-18-052-14W5/0,Fluid Analyses Microfiche,Unknown,3/31/1981 00:00:00,Other,3295.0,3276.0,4493.48,196.3,0.636,,,
211,00/08-18-052-14W5/0,Fluid Analyses Microfiche,Unknown,4/6/1981 00:00:00,Other,3532.0,3495.0,4338.49,178.4,0.579,,,
212,00/02-15-034-26W4/0,Electronic,Unknown,6/9/2011 00:00:00,First Stage Separator,2235.0,2224.0,5492.66,241.3,0.809,,,
213,00/03-22-052-19W5/0,Fluid Analyses Microfiche,Unknown,9/22/1978 00:00:00,Drill Stem Test,2628.0,2604.5,4638.35,203.9,0.623,,,
214,00/03-22-052-19W5/0,Fluid Analyses Microfiche,Unknown,10/8/1978 00:00:00,Drill Stem Test,3068.0,3040.0,4685.0,199.5,0.599,,,
215,00/10-09-062-23W5/0,Fluid Analyses Microfiche,Unknown,12/12/1978 00:00:00,Wellhead,2418.0,2408.0,4640.88,205.0,0.633,,,
216,00/07-25-044-10W5/0,Fluid Analyses Microfiche,Unknown,5/23/1981 00:00:00,Gas/Liquid Other,2673.0,2667.5,4679.0,205.7,0.653,,112.7,0.748
217,00/03-09-065-12W5/0,Electronic,Unknown,4/17/2000 00:00:00,Other,2722.0,2696.5,4529.86,255.9,0.943,,,
218,00/03-09-065-12W5/0,Electronic,Unknown,4/17/2000 00:00:00,Wellhead,2722.0,2720.5,4529.0,255.8,0.943,,,
219,00/03-09-065-12W5/0,Electronic,Unknown,6/17/2000 00:00:00,First Stage Separator,2722.0,2696.5,4609.25,225.1,0.766,,,
220,00/03-09-065-12W5/0,Electronic,Unknown,6/17/2000 00:00:00,Reservoir Fluid Other,2722.0,2696.5,4608.0,225.0,0.765,,,
221,00/03-09-065-12W5/0,Electronic,Unknown,7/14/2009 00:00:00,Meter Run,2722.0,2696.5,4478.47,266.8,1.029,,,
222,00/03-09-065-12W5/0,Electronic,Unknown,12/23/2010 00:00:00,Meter Run,2722.0,2696.5,4578.16,236.8,0.835,,,
223,00/03-09-065-12W5/0,Fluid Analyses Microfiche,Unknown,11/25/1984 00:00:00,Other,2711.0,2696.5,4591.12,228.2,0.79,,,
224,00/06-21-051-18W5/0,AOFP/Pressure File,Unknown,3/16/1986 00:00:00,Reservoir Fluid Other,3601.0,3597.5,4877.0,202.2,0.606,,,
225,00/06-21-051-18W5/0,AOFP/Pressure File,Unknown,7/13/1986 00:00:00,Reservoir Fluid Other,3601.0,3597.5,4864.0,201.6,0.604,,,
226,00/06-21-051-18W5/0,Electronic,Unknown,7/26/2006 00:00:00,Meter Run,3601.0,3597.5,4961.21,207.0,0.634,,,
227,00/06-21-051-18W5/0,Electronic,Unknown,12/17/2007 00:00:00,Meter Run,3601.0,3597.5,4976.92,206.8,0.631,,,
228,00/06-21-051-18W5/0,Fluid Analyses Microfiche,Unknown,12/27/1985 00:00:00,Drill Stem Test,2974.71,2974.7,4650.15,198.4,0.599,,,
229,00/06-21-051-18W5/0,Fluid Analyses Microfiche,Unknown,1/28/1986 00:00:00,Drill Stem Test,3065.0,3060.0,4754.0,204.7,0.635,,,
230,00/06-06-065-15W5/0,Electronic,Unknown,8/12/2010 00:00:00,Other,1752.0,1743.2,4628.34,217.4,0.713,,,
231,00/13-24-055-22W5/0,AOFP/Pressure File,Unknown,3/30/1994 00:00:00,Reservoir Fluid Other,3019.0,2999.0,4545.0,193.7,0.585,,,
232,00/13-24-055-22W5/0,AOFP/Pressure File,Unknown,3/30/1994 00:00:00,Reservoir Fluid Other,3019.0,2999.0,4678.0,198.5,0.616,,,
233,00/13-24-055-22W5/0,Electronic,Unknown,6/5/2003 00:00:00,Gas/Liquid Other,3019.0,2999.0,4681.0,198.7,0.621,,109.7,0.714
234,00/13-24-055-22W5/0,Electronic,Unknown,10/24/2003 00:00:00,Gas/Liquid Other,3019.0,2999.0,4624.0,204.2,0.631,,103.9,0.7
235,00/13-24-055-22W5/0,Electronic,Unknown,6/28/2014 00:00:00,Meter Run,3019.0,2999.2,4686.5,198.3,0.614,,,
236,00/13-24-055-22W5/0,Electronic,Unknown,6/14/2016 00:00:00,Meter Run,3019.0,2999.2,4688.08,198.1,0.612,,,
237,00/13-24-055-22W5/0,Fluid Analyses Microfiche,Unknown,1/19/1981 00:00:00,Other,2100.0,2065.0,4574.36,217.2,0.701,,,
238,00/13-24-055-22W5/0,Fluid Analyses Microfiche,Unknown,2/14/1981 00:00:00,Drill Stem Test,3019.0,2999.0,4546.0,201.5,0.642,,,
239,00/13-24-055-22W5/0,Fluid Analyses Microfiche,Unknown,8/15/1982 00:00:00,Meter Run,3019.0,2999.0,4688.26,200.0,0.63,,,
240,00/13-24-055-22W5/0,Fluid Analyses Microfiche,Unknown,8/16/1982 00:00:00,Meter Run,3019.0,2999.0,4667.38,201.6,0.647,,,
241,02/09-23-040-09W5/0,AOFP/Pressure File,Unknown,5/12/1989 00:00:00,Gas/Liquid Other,2319.1,2277.0,4605.0,213.1,0.677,,121.0,0.78
242,02/09-23-040-09W5/0,Electronic,Unknown,5/27/2002 00:00:00,Gas/Liquid Other,2318.9,2276.9,4576.0,216.9,0.707,,113.2,0.742
243,02/09-23-040-09W5/0,Electronic,Unknown,1/25/2006 00:00:00,Meter Run,2318.9,2276.9,4582.64,216.6,0.704,,,
244,02/09-23-040-09W5/0,Electronic,Unknown,1/26/2007 00:00:00,Meter Run,2321.4,2276.7,4596.48,217.6,0.702,,104.0,0.727
245,02/09-23-040-09W5/0,Electronic,Unknown,2/11/2008 00:00:00,Meter Run,2318.9,2276.9,4589.53,215.3,0.692,,99.0,0.723
246,02/09-23-040-09W5/0,Electronic,Unknown,2/17/2009 00:00:00,Meter Run,2318.9,2276.9,4593.68,217.0,0.699,,97.0,0.72
247,02/09-23-040-09W5/0,Electronic,Unknown,1/14/2010 00:00:00,Pressure Tank,2318.9,2276.9,4589.61,218.1,0.707,,99.0,0.725
248,02/09-23-040-09W5/0,Electronic,Unknown,1/18/2011 00:00:00,Pressure Tank,2318.9,2276.9,4594.95,220.2,0.72,,,
249,02/09-23-040-09W5/0,Electronic,Unknown,1/31/2012 00:00:00,Meter Run,2318.9,2276.9,4594.32,218.2,0.708,,105.0,0.737
250,02/09-23-040-09W5/0,Electronic,Unknown,4/24/2014 00:00:00,Meter Run,2318.9,2276.9,4575.75,224.1,0.746,,113.0,0.727
251,02/09-23-040-09W5/0,Electronic,Unknown,7/14/2016 00:00:00,Meter Run,2318.9,2276.9,4589.26,217.8,0.706,,,
252,02/09-23-040-09W5/0,Electronic,Unknown,8/31/2018 00:00:00,Meter Run,2318.9,2276.9,4599.78,219.0,0.711,,108.0,0.739
253,02/09-23-040-09W5/0,Fluid Analyses Microfiche,Unknown,10/18/1956 00:00:00,Other,2316.49,2316.48,3409.31,456.8,2.462,,,
254,02/09-23-040-09W5/0,Fluid Analyses Microfiche,Unknown,12/8/1983 00:00:00,Other,2321.4,2319.0,3205.76,485.4,2.728,,,
255,02/09-23-040-09W5/0,Fluid Analyses Microfiche,Unknown,12/8/1983 00:00:00,Other,2321.4,2319.0,3553.98,448.0,2.501,,,
256,02/09-23-040-09W5/0,Fluid Analyses Microfiche,Unknown,12/8/1983 00:00:00,Other,2321.4,2319.0,4608.57,211.4,0.666,,,
257,02/09-23-040-09W5/0,Unknown,Unknown,9/24/1982 00:00:00,Recombination (EUB Calculated),2321.0,2318.0,4541.0,223.8,0.768,3000.0,67.3,0.607
258,00/09-29-055-18W5/0,AOFP/Pressure File,Unknown,2/12/1997 00:00:00,Recombination (Submitted),2584.0,2574.0,4641.0,220.0,0.741,,,
259,00/09-29-055-18W5/0,Fluid Analyses Microfiche,Unknown,12/20/1996 00:00:00,Drill Stem Test,1898.0,1885.0,4682.0,198.3,0.61,,,
260,00/09-29-055-18W5/0,Fluid Analyses Microfiche,Unknown,12/20/1996 00:00:00,Drill Stem Test,2595.0,577.0,4604.24,194.6,0.575,,,
261,00/09-29-055-18W5/0,Fluid Analyses Microfiche,Unknown,12/23/1996 00:00:00,Drill Stem Test,2595.0,2557.0,4675.08,207.4,0.644,,,
262,00/11-16-049-14W5/0,Fluid Analyses Microfiche,Unknown,2/9/1979 00:00:00,Wellhead,3166.0,3161.0,5589.0,240.4,0.843,,,
263,00/11-16-049-14W5/0,Fluid Analyses Microfiche,Unknown,2/4/1980 00:00:00,Pressure Tank,3166.0,3161.0,5588.3,240.5,0.843,,,
264,00/11-16-049-14W5/0,Fluid Analyses Microfiche,Unknown,2/17/1980 00:00:00,Reservoir Fluid Other,3166.0,3161.0,5803.0,248.6,0.846,,,
265,00/11-16-049-14W5/0,Unknown,Unknown,3/2/1980 00:00:00,Reservoir Fluid Other,3166.0,3161.5,5798.0,255.7,0.871,,,
266,00/05-07-056-24W5/0,Fluid Analyses Microfiche,Unknown,7/17/1980 00:00:00,Other,2316.0,2290.0,4434.24,203.6,0.717,,,
267,00/05-07-056-24W5/0,Fluid Analyses Microfiche,Unknown,7/17/1980 00:00:00,Other,2316.0,2296.0,4536.24,211.9,0.697,,,
268,00/05-07-056-24W5/0,Unknown,Unknown,6/6/1980 00:00:00,First Stage Separator,2305.0,2297.0,4586.0,218.4,0.714,,,
269,00/10-01-056-19W5/0,AOFP/Pressure File,Unknown,12/10/1992 00:00:00,Gas/Liquid Other,3681.0,3678.0,5652.0,256.2,0.862,,122.0,0.765
270,00/10-01-056-19W5/0,AOFP/Pressure File,Unknown,1/31/1993 00:00:00,Wellhead,2222.0,2217.0,4721.0,214.6,0.749,,,
271,00/10-01-056-19W5/0,Fluid Analyses Microfiche,Unknown,4/6/1994 00:00:00,Reservoir Fluid Other,3681.0,3678.0,5415.0,239.9,0.792,,,
272,00/14-17-055-19W5/0,Fluid Analyses Microfiche,Poor,8/23/1970 00:00:00,Drill Stem Test,3589.63,3582.01,6376.95,260.9,0.836,,,
273,00/14-17-055-19W5/0,Fluid Analyses Microfiche,Unknown,8/25/1970 00:00:00,Reservoir Fluid Other,3589.6,3582.0,6376.0,260.9,0.836,,,
274,00/14-17-055-19W5/0,Fluid Analyses Microfiche,Unknown,9/2/1970 00:00:00,Drill Stem Test,2496.62,2488.39,4553.17,204.2,0.659,,,
275,00/14-17-055-19W5/0,Fluid Analyses Microfiche,Unknown,9/2/1970 00:00:00,Drill Stem Test,2499.6,2488.4,4553.0,204.2,0.659,,,
276,00/06-29-045-14W5/0,Fluid Analyses Microfiche,Unknown,4/19/1979 00:00:00,Drill Stem Test,1978.5,1972.0,4563.84,208.6,0.663,,,
277,00/16-09-066-13W5/0,AOFP/Pressure File,Unknown,10/23/1984 00:00:00,Reservoir Fluid Other,2334.0,2329.0,4812.0,203.1,0.616,,,
278,00/16-09-066-13W5/0,AOFP/Pressure File,Unknown,10/23/1984 00:00:00,Reservoir Fluid Other,2334.0,2329.0,5118.0,215.4,0.652,,,
279,00/16-09-066-13W5/0,Electronic,Unknown,12/22/1999 00:00:00,First Stage Separator,2333.3,2331.0,5233.0,220.3,0.677,,,
280,00/16-09-066-13W5/0,Fluid Analyses Microfiche,Unknown,10/26/1984 00:00:00,Drill Stem Test,2335.0,2328.0,4603.56,194.4,0.576,,,
281,00/16-09-066-13W5/0,Fluid Analyses Microfiche,Unknown,10/26/1984 00:00:00,Other,2335.0,2328.0,4595.06,194.2,0.58,,,
282,00/11-22-044-16W5/0,Electronic,Unknown,2/19/2001 00:00:00,Wellhead,4676.8,4675.0,4368.0,181.7,0.535,,,
283,00/11-22-044-16W5/0,Electronic,Unknown,5/19/2001 00:00:00,Reservoir Fluid Other,4805.0,4719.0,5324.0,220.4,0.72,,,
284,00/11-22-044-16W5/0,Unknown,Unknown,12/31/1978 00:00:00,Reservoir Fluid Other,2873.0,2837.5,4575.0,202.3,0.636,,,
285,00/06-26-047-15W5/0,Fluid Analyses Microfiche,Unknown,8/24/1960 00:00:00,Meter Run,3107.44,3087.93,4633.41,223.1,0.741,,,
286,00/06-26-047-15W5/0,Fluid Analyses Microfiche,Unknown,7/15/1974 00:00:00,Wellhead,3104.39,3087.9,4627.57,223.8,0.75,,,
287,00/06-26-047-15W5/0,Unknown,Unknown,5/26/1960 00:00:00,First Stage Separator,3212.6,3192.8,4645.0,220.2,0.723,,,
288,00/11-14-066-13W5/0,Fluid Analyses Microfiche,Unknown,12/20/1984 00:00:00,Wellhead,2895.2,2885.3,4330.44,295.6,1.229,,,
289,00/10-07-047-17W5/0,Fluid Analyses Microfiche,Unknown,10/13/1979 00:00:00,Drill Stem Test,2791.0,2774.0,4448.15,230.9,0.851,,,
290,00/08-23-043-16W5/0,Fluid Analyses Microfiche,Unknown,2/24/1981 00:00:00,First Stage Separator,4988.0,4954.0,5880.0,242.8,0.842,,,
291,00/01-09-040-12W5/0,Fluid Analyses Microfiche,Unknown,4/27/1984 00:00:00,Drill Stem Test,3718.0,3698.0,4574.04,192.1,0.58,,,
292,00/04-04-036-10W5/0,Fluid Analyses Microfiche,Unknown,9/14/1998 00:00:00,Reservoir Fluid Other,991.0,983.0,4625.0,201.4,0.615,,,
293,00/04-04-036-10W5/0,Fluid Analyses Microfiche,Unknown,10/16/1998 00:00:00,Reservoir Fluid Other,991.0,983.0,4597.0,200.1,0.622,,,
294,00/10-27-060-27W4/0,Electronic,Unknown,2/13/2011 00:00:00,Meter Run,736.2,727.6,4571.97,203.1,0.636,,,
295,00/10-35-059-03W5/0,Fluid Analyses Microfiche,Unknown,10/29/1964 00:00:00,Drill Stem Test,871.73,862.58,4574.95,200.7,0.62,,,
296,00/10-35-059-03W5/0,Fluid Analyses Microfiche,Unknown,2/17/1979 00:00:00,Drill Stem Test,482.19,478.54,4573.98,194.4,0.591,,,
297,00/11-15-068-02W6/0,Fluid Analyses Microfiche,Unknown,8/24/1976 00:00:00,Drill Stem Test,1566.67,1558.75,4569.83,202.6,0.631,,,
298,00/11-15-068-02W6/0,Fluid Analyses Microfiche,Unknown,8/26/1976 00:00:00,Drill Stem Test,1666.65,1650.49,4512.32,188.7,0.601,,,
299,00/11-15-068-02W6/0,Fluid Analyses Microfiche,Unknown,9/2/1976 00:00:00,Other,1909.27,1900.12,4606.86,194.6,0.59,,,
300,00/09-01-077-16W5/0,Fluid Analyses Microfiche,Unknown,3/7/1977 00:00:00,Other,481.58,467.87,4593.75,190.0,0.557,,,
301,00/09-01-077-16W5/0,Fluid Analyses Microfiche,Unknown,3/8/1977 00:00:00,Other,533.4,522.73,4581.94,189.4,0.564,,,
302,00/09-01-077-16W5/0,Fluid Analyses Microfiche,Unknown,3/9/1977 00:00:00,Other,806.2,792.48,4623.97,192.0,0.575,,,
303,00/07-23-048-11W4/0,AOFP/Pressure File,Unknown,1/6/1985 00:00:00,Wellhead,647.7,644.6,4544.0,191.5,0.596,,,
304,00/07-23-048-11W4/0,Electronic,Unknown,2/8/2002 00:00:00,Reservoir Fluid Other,647.7,644.7,4542.0,192.0,0.598,,,
305,00/11-09-052-26W4/0,Fluid Analyses Microfiche,Unknown,11/21/1972 00:00:00,Drill Stem Test,1367.94,1363.68,4579.59,207.5,0.702,,,
306,00/11-06-073-24W5/0,Fluid Analyses Microfiche,Unknown,1/31/1973 00:00:00,Other,1331.98,1314.3,4622.74,195.4,0.594,,,
307,00/07-29-072-22W5/0,Fluid Analyses Microfiche,Unknown,11/5/1973 00:00:00,Drill Stem Test,2442.36,2426.21,3547.69,138.1,0.937,,,
308,00/07-29-072-22W5/0,Fluid Analyses Microfiche,Unknown,11/21/1973 00:00:00,Drill Stem Test,2846.53,2841.96,4255.68,234.1,0.958,,,
309,00/07-29-072-22W5/0,Fluid Analyses Microfiche,Unknown,11/21/1973 00:00:00,Other,2846.53,2841.96,4207.08,220.6,0.922,,,
310,00/07-29-072-22W5/0,Fluid Analyses Microfiche,Unknown,9/30/1974 00:00:00,Other,2846.22,2844.39,4316.97,219.4,0.865,,,
311,00/10-13-069-20W5/0,AOFP/Pressure File,Unknown,3/25/1975 00:00:00,Wellhead,1401.5,1397.2,4630.0,196.3,0.591,,,
312,00/10-13-069-20W5/0,Fluid Analyses Microfiche,Unknown,11/30/1969 00:00:00,Drill Stem Test,1403.6,1392.94,4631.96,196.7,0.595,,,
313,00/14-29-069-19W5/0,Fluid Analyses Microfiche,Unknown,10/18/1960 00:00:00,Other,442.5,440.92,4627.13,230.0,0.778,,,
314,00/14-29-069-19W5/0,Fluid Analyses Microfiche,Unknown,6/6/1962 00:00:00,Other,442.5,440.92,4602.97,230.4,0.792,,,
315,00/10-11-066-22W5/0,Fluid Analyses Microfiche,Unknown,1/6/1978 00:00:00,Reservoir Fluid Other,1745.3,1342.2,4617.0,205.0,0.639,,,
316,00/10-11-066-22W5/0,Fluid Analyses Microfiche,Unknown,1/24/1978 00:00:00,Other,1757.17,1714.5,4614.54,218.2,0.731,,,
317,00/10-11-066-22W5/0,Fluid Analyses Microfiche,Unknown,2/13/1978 00:00:00,Other,1837.03,1820.27,4577.6,210.2,0.666,,,
318,00/10-11-066-22W5/0,Fluid Analyses Microfiche,Unknown,3/25/1978 00:00:00,Other,1745.28,1742.24,4617.34,205.1,0.64,,,
319,00/16-17-069-19W5/0,Fluid Analyses Microfiche,Unknown,10/13/1970 00:00:00,Other,2728.87,2707.54,4507.61,255.6,0.924,,,
320,00/10-17-065-19W5/0,Fluid Analyses Microfiche,Unknown,3/4/1959 00:00:00,Wellhead,2459.74,2446.02,5003.21,246.7,0.915,,,
321,00/10-17-065-19W5/0,Unknown,Unknown,3/17/1959 00:00:00,Wellhead,2459.7,2446.0,5002.0,246.9,0.916,,,
322,00/02-15-064-19W5/0,AOFP/Pressure File,Unknown,5/18/1991 00:00:00,Reservoir Fluid Other,2972.0,2929.0,4609.0,246.8,0.852,,,
323,00/02-15-064-19W5/0,AOFP/Pressure File,Unknown,1/17/1992 00:00:00,Gas/Liquid Other,2972.0,2929.0,4616.0,246.5,0.847,,127.5,0.825
324,00/02-15-064-19W5/0,Electronic,Unknown,4/6/2003 00:00:00,Reservoir Fluid Other,2972.4,2929.1,4589.0,244.4,0.866,,,
325,00/02-15-064-19W5/0,Electronic,Unknown,1/31/2006 00:00:00,Other,2972.4,2929.1,4593.16,218.7,0.724,,,
326,00/02-15-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Other,2972.4,2929.1,4588.59,234.5,0.822,,,
327,00/02-15-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Other,2972.4,2929.1,4599.97,241.5,0.845,,,
328,00/02-15-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Other,2972.4,2929.1,4632.26,233.5,0.798,,,
329,00/02-15-064-19W5/0,Electronic,Unknown,7/21/2010 00:00:00,First Stage Separator,2972.4,2929.1,4565.58,240.2,0.863,,,
330,00/02-15-064-19W5/0,Fluid Analyses Microfiche,Unknown,12/16/1989 00:00:00,Gas/Liquid Other,2972.0,2924.1,4598.0,245.8,0.854,,91.3,0.666
331,00/02-15-064-19W5/0,Fluid Analyses Microfiche,Unknown,7/16/1990 00:00:00,Gas/Liquid Other,2972.0,2924.1,4607.0,246.5,0.85,,121.6,0.745
332,00/02-15-064-19W5/0,Fluid Analyses Microfiche,Unknown,8/14/1990 00:00:00,Other,2972.0,2929.0,4605.19,247.3,0.855,,,
333,00/02-15-064-19W5/0,Fluid Analyses Microfiche,Unknown,11/21/1990 00:00:00,Reservoir Fluid Other,2972.0,2924.1,4630.0,241.3,0.814,,,
334,00/02-15-064-19W5/0,Fluid Analyses Microfiche,Unknown,2/17/1991 00:00:00,Gas/Liquid Other,2972.0,2929.0,4619.0,240.4,0.816,,129.2,0.756
335,00/02-28-064-19W5/0,Electronic,Unknown,11/16/2005 00:00:00,Meter Run,2964.5,2938.9,4641.19,226.1,0.783,,,
336,00/02-28-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Meter Run,2964.5,2938.9,4598.29,236.2,0.82,,,
337,00/02-28-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Meter Run,2964.5,2938.9,4610.46,231.4,0.804,,,
338,00/02-28-064-19W5/0,Electronic,Unknown,6/28/2006 00:00:00,Meter Run,2964.5,2938.9,4637.57,230.2,0.786,,,
339,00/02-28-064-19W5/0,Electronic,Unknown,4/20/2010 00:00:00,Meter Run,2964.5,2938.9,4622.2,231.1,0.789,,,
340,00/02-28-064-19W5/0,Fluid Analyses Microfiche,Unknown,1/4/1991 00:00:00,Other,2964.5,2931.5,4596.45,240.8,0.84,,,
341,00/02-28-064-19W5/0,Fluid Analyses Microfiche,Unknown,4/11/1991 00:00:00,Other,2964.5,2931.5,4586.37,242.9,0.854,,,
342,00/02-28-064-19W5/0,Fluid Analyses Microfiche,Unknown,11/10/1991 00:00:00,Other,2964.5,2931.5,4579.97,249.9,0.887,,,
343,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,4/10/1957 00:00:00,Drill Stem Test,2481.7,2456.7,5847.0,247.7,0.791,,,
344,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,6/13/1957 00:00:00,Drill Stem Test,2926.08,2918.16,4569.25,263.3,0.957,,,
345,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,6/13/1957 00:00:00,Drill Stem Test,2933.7,2917.55,4570.67,246.0,0.878,,,
346,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,8/26/1961 00:00:00,Meter Run,2941.32,2938.88,4603.58,238.2,0.828,,,
347,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,1/5/1991 00:00:00,Other,2956.9,2921.2,4583.12,246.5,0.87,,,
348,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,4/6/1991 00:00:00,Other,2956.9,2921.2,4589.92,248.1,0.87,,,
349,00/07-22-064-19W5/0,Fluid Analyses Microfiche,Unknown,6/14/1991 00:00:00,Other,2956.9,2921.2,4563.05,241.4,0.853,,,
