,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Sep Liq C1c,Sep Liq C2c,Sep Liq C3c,Sep Liq C6c,Sep Liq C7+c,Sep Liq CO2c,Sep Liq H2c,Sep Liq H2Sc,Sep Liq HEc,Sep Liq IC4c,Sep Liq IC5c,Sep Liq N2c,Sep Liq NC4c,Sep Liq NC5c
236,02/09-23-040-09W5/0,2/17/2009 00:00:00,2318.9,2276.9,3.77,3.64,8.04,13.35,49.79,0.08,0.0,0.0,0.0,2.55,4.63,0.04,8.07,6.04
237,02/09-23-040-09W5/0,2/11/2008 00:00:00,2318.9,2276.9,4.0,3.63,8.07,10.87,53.38,0.08,0.0,0.0,0.0,2.39,4.5,0.04,7.62,5.42
238,02/09-23-040-09W5/0,1/26/2007 00:00:00,2321.4,2276.7,4.34,3.59,8.12,10.73,52.88,0.08,0.0,0.0,0.0,2.53,4.08,0.04,7.81,5.8
239,00/09-29-055-18W5/0,12/20/1996 00:00:00,1898.0,1885.0,,,,,,,,,,,,,,
240,00/09-29-055-18W5/0,12/20/1996 00:00:00,2595.0,577.0,,,,,,,,,,,,,,
241,00/09-29-055-18W5/0,12/23/1996 00:00:00,2595.0,2557.0,,,,,,,,,,,,,,
242,00/09-29-055-18W5/0,2/12/1997 00:00:00,2584.0,2574.0,,,,,,,,,,,,,,
243,00/11-16-049-14W5/0,2/9/1979 00:00:00,3166.0,3161.0,,,,,,,,,,,,,,
244,00/11-16-049-14W5/0,2/4/1980 00:00:00,3166.0,3161.0,,,,,,,,,,,,,,
245,00/11-16-049-14W5/0,2/17/1980 00:00:00,3166.0,3161.0,,,,,,,,,,,,,,
246,00/11-16-049-14W5/0,3/2/1980 00:00:00,3166.0,3161.5,,,,,,,,,,,,,,
247,00/05-07-056-24W5/0,6/6/1980 00:00:00,2305.0,2297.0,,,,,,,,,,,,,,
248,00/05-07-056-24W5/0,7/17/1980 00:00:00,2316.0,2290.0,,,,,,,,,,,,,,
249,00/05-07-056-24W5/0,7/17/1980 00:00:00,2316.0,2296.0,,,,,,,,,,,,,,
250,00/10-01-056-19W5/0,1/31/1993 00:00:00,2222.0,2217.0,,,,,,,,,,,,,,
251,00/10-01-056-19W5/0,4/6/1994 00:00:00,3681.0,3678.0,,,,,,,,,,,,,,
252,00/10-01-056-19W5/0,12/10/1992 00:00:00,3681.0,3678.0,4.41,1.6,2.38,5.83,68.32,0.26,,8.23,,1.48,2.03,0.01,2.74,2.71
253,00/14-17-055-19W5/0,8/23/1970 00:00:00,3589.63,3582.01,,,,,,,,,,,,,,
254,00/14-17-055-19W5/0,8/25/1970 00:00:00,3589.6,3582.0,,,,,,,,,,,,,,
255,00/14-17-055-19W5/0,9/2/1970 00:00:00,2496.62,2488.39,,,,,,,,,,,,,,
256,00/14-17-055-19W5/0,9/2/1970 00:00:00,2499.6,2488.4,,,,,,,,,,,,,,
257,00/06-29-045-14W5/0,4/19/1979 00:00:00,1978.5,1972.0,,,,,,,,,,,,,,
258,00/16-09-066-13W5/0,10/23/1984 00:00:00,2334.0,2329.0,,,,,,,,,,,,,,
259,00/16-09-066-13W5/0,10/26/1984 00:00:00,2335.0,2328.0,,,,,,,,,,,,,,
260,00/16-09-066-13W5/0,12/22/1999 00:00:00,2333.3,2331.0,,,,,,,,,,,,,,
261,00/11-22-044-16W5/0,12/31/1978 00:00:00,2873.0,2837.5,,,,,,,,,,,,,,
262,00/11-22-044-16W5/0,2/19/2001 00:00:00,4676.8,4675.0,,,,,,,,,,,,,,
263,00/11-22-044-16W5/0,5/19/2001 00:00:00,4805.0,4719.0,,,,,,,,,,,,,,
264,00/06-26-047-15W5/0,5/26/1960 00:00:00,3212.6,3192.8,,,,,,,,,,,,,,
265,00/06-26-047-15W5/0,8/24/1960 00:00:00,3107.44,3087.93,,,,,,,,,,,,,,
266,00/06-26-047-15W5/0,7/15/1974 00:00:00,3104.39,3087.9,,,,,,,,,,,,,,
267,00/11-14-066-13W5/0,12/20/1984 00:00:00,2895.2,2885.3,,,,,,,,,,,,,,
268,00/10-07-047-17W5/0,10/13/1979 00:00:00,2791.0,2774.0,,,,,,,,,,,,,,
269,00/08-23-043-16W5/0,2/24/1981 00:00:00,4988.0,4954.0,,,,,,,,,,,,,,
270,00/01-09-040-12W5/0,4/27/1984 00:00:00,3718.0,3698.0,,,,,,,,,,,,,,
271,00/04-04-036-10W5/0,9/14/1998 00:00:00,991.0,983.0,,,,,,,,,,,,,,
272,00/04-04-036-10W5/0,10/16/1998 00:00:00,991.0,983.0,,,,,,,,,,,,,,
273,00/10-27-060-27W4/0,2/13/2011 00:00:00,736.2,727.6,,,,,,,,,,,,,,
274,00/10-35-059-03W5/0,10/29/1964 00:00:00,871.73,862.58,,,,,,,,,,,,,,
275,00/10-35-059-03W5/0,2/17/1979 00:00:00,482.19,478.54,,,,,,,,,,,,,,
276,00/11-15-068-02W6/0,8/24/1976 00:00:00,1566.67,1558.75,,,,,,,,,,,,,,
277,00/11-15-068-02W6/0,8/26/1976 00:00:00,1666.65,1650.49,,,,,,,,,,,,,,
278,00/11-15-068-02W6/0,9/2/1976 00:00:00,1909.27,1900.12,,,,,,,,,,,,,,
279,00/09-01-077-16W5/0,3/7/1977 00:00:00,481.58,467.87,,,,,,,,,,,,,,
280,00/09-01-077-16W5/0,3/8/1977 00:00:00,533.4,522.73,,,,,,,,,,,,,,
281,00/09-01-077-16W5/0,3/9/1977 00:00:00,806.2,792.48,,,,,,,,,,,,,,
282,00/07-23-048-11W4/0,1/6/1985 00:00:00,647.7,644.6,,,,,,,,,,,,,,
283,00/07-23-048-11W4/0,2/8/2002 00:00:00,647.7,644.7,,,,,,,,,,,,,,
284,00/11-09-052-26W4/0,11/21/1972 00:00:00,1367.94,1363.68,,,,,,,,,,,,,,
285,00/11-06-073-24W5/0,1/31/1973 00:00:00,1331.98,1314.3,,,,,,,,,,,,,,
286,00/07-29-072-22W5/0,11/5/1973 00:00:00,2442.36,2426.21,,,,,,,,,,,,,,
287,00/07-29-072-22W5/0,11/21/1973 00:00:00,2846.53,2841.96,,,,,,,,,,,,,,
288,00/07-29-072-22W5/0,9/30/1974 00:00:00,2846.22,2844.39,,,,,,,,,,,,,,
289,00/10-13-069-20W5/0,11/30/1969 00:00:00,1403.6,1392.94,,,,,,,,,,,,,,
290,00/10-13-069-20W5/0,3/25/1975 00:00:00,1401.5,1397.2,,,,,,,,,,,,,,
291,00/14-29-069-19W5/0,10/18/1960 00:00:00,442.5,440.92,,,,,,,,,,,,,,
292,00/14-29-069-19W5/0,6/6/1962 00:00:00,442.5,440.92,,,,,,,,,,,,,,
293,00/10-11-066-22W5/0,1/6/1978 00:00:00,1745.3,1342.2,,,,,,,,,,,,,,
294,00/10-11-066-22W5/0,1/24/1978 00:00:00,1757.17,1714.5,,,,,,,,,,,,,,
295,00/10-11-066-22W5/0,2/13/1978 00:00:00,1837.03,1820.27,,,,,,,,,,,,,,
296,00/10-11-066-22W5/0,3/25/1978 00:00:00,1745.28,1742.24,,,,,,,,,,,,,,
297,00/16-17-069-19W5/0,10/13/1970 00:00:00,2728.87,2707.54,,,,,,,,,,,,,,
298,00/10-17-065-19W5/0,3/4/1959 00:00:00,2459.74,2446.02,,,,,,,,,,,,,,
299,00/10-17-065-19W5/0,3/17/1959 00:00:00,2459.7,2446.0,,,,,,,,,,,,,,
300,00/02-15-064-19W5/0,8/14/1990 00:00:00,2972.0,2929.0,,,,,,,,,,,,,,
301,00/02-15-064-19W5/0,11/21/1990 00:00:00,2972.0,2924.1,,,,,,,,,,,,,,
302,00/02-15-064-19W5/0,5/18/1991 00:00:00,2972.0,2929.0,,,,,,,,,,,,,,
303,00/02-15-064-19W5/0,4/6/2003 00:00:00,2972.4,2929.1,,,,,,,,,,,,,,
304,00/02-15-064-19W5/0,1/31/2006 00:00:00,2972.4,2929.1,,,,,,,,,,,,,,
305,00/02-15-064-19W5/0,6/28/2006 00:00:00,2972.4,2929.1,,,,,,,,,,,,,,
306,00/02-15-064-19W5/0,7/21/2010 00:00:00,2972.4,2929.1,,,,,,,,,,,,,,
307,00/02-15-064-19W5/0,12/16/1989 00:00:00,2972.0,2924.1,3.32,5.92,7.49,6.06,61.74,0.15,,0.01,,2.06,2.85,0.01,6.37,4.02
308,00/02-15-064-19W5/0,7/16/1990 00:00:00,2972.0,2924.1,10.42,9.59,7.81,4.37,54.0,0.19,,,,2.0,2.44,0.01,5.72,3.45
309,00/02-15-064-19W5/0,2/17/1991 00:00:00,2972.0,2929.0,6.8,9.39,8.14,5.11,55.94,0.19,,0.03,,2.16,2.61,0.02,6.03,3.58
310,00/02-15-064-19W5/0,1/17/1992 00:00:00,2972.0,2929.0,4.39,8.92,8.4,4.13,58.91,0.11,,,,2.57,2.68,0.03,6.48,3.38
311,00/02-28-064-19W5/0,1/4/1991 00:00:00,2964.5,2931.5,,,,,,,,,,,,,,
312,00/02-28-064-19W5/0,4/11/1991 00:00:00,2964.5,2931.5,,,,,,,,,,,,,,
313,00/02-28-064-19W5/0,11/10/1991 00:00:00,2964.5,2931.5,,,,,,,,,,,,,,
314,00/02-28-064-19W5/0,11/16/2005 00:00:00,2964.5,2938.9,,,,,,,,,,,,,,
315,00/02-28-064-19W5/0,6/28/2006 00:00:00,2964.5,2938.9,,,,,,,,,,,,,,
316,00/02-28-064-19W5/0,4/20/2010 00:00:00,2964.5,2938.9,,,,,,,,,,,,,,
317,00/07-22-064-19W5/0,4/10/1957 00:00:00,2481.7,2456.7,,,,,,,,,,,,,,
318,00/07-22-064-19W5/0,6/13/1957 00:00:00,2926.08,2918.16,,,,,,,,,,,,,,
319,00/07-22-064-19W5/0,6/13/1957 00:00:00,2933.7,2917.55,,,,,,,,,,,,,,
320,00/07-22-064-19W5/0,8/26/1961 00:00:00,2941.32,2938.88,,,,,,,,,,,,,,
321,00/07-22-064-19W5/0,1/5/1991 00:00:00,2956.9,2921.2,,,,,,,,,,,,,,
322,00/07-22-064-19W5/0,4/6/1991 00:00:00,2956.9,2921.2,,,,,,,,,,,,,,
323,00/07-22-064-19W5/0,6/14/1991 00:00:00,2956.9,2921.2,,,,,,,,,,,,,,
324,00/07-22-064-19W5/0,2/17/1992 00:00:00,2956.9,2921.2,,,,,,,,,,,,,,
325,00/07-22-064-19W5/0,11/9/1991 00:00:00,2956.9,2921.2,5.17,8.8,8.18,4.3,58.32,0.19,,,,2.49,2.67,0.02,6.39,3.47
326,00/10-34-064-19W5/0,11/16/1960 00:00:00,1407.87,1401.78,,,,,,,,,,,,,,
327,00/10-34-064-19W5/0,7/30/1966 00:00:00,1401.5,1393.5,,,,,,,,,,,,,,
328,00/10-34-064-19W5/0,12/27/1967 00:00:00,1401.47,1393.55,,,,,,,,,,,,,,
329,00/10-34-064-19W5/0,9/3/1970 00:00:00,1401.47,1393.55,,,,,,,,,,,,,,
330,00/10-34-064-19W5/0,7/22/1971 00:00:00,1399.03,1391.41,,,,,,,,,,,,,,
331,00/10-34-064-19W5/0,1/18/1992 00:00:00,2938.0,2905.0,,,,,,,,,,,,,,
332,00/12-35-064-19W5/0,1/8/1991 00:00:00,2925.5,2901.1,,,,,,,,,,,,,,
333,00/12-35-064-19W5/0,4/5/1991 00:00:00,2925.5,2901.1,,,,,,,,,,,,,,
334,00/12-35-064-19W5/0,11/18/1991 00:00:00,2925.5,2901.1,,,,,,,,,,,,,,
335,00/07-10-058-13W5/0,1/14/1974 00:00:00,2752.34,2718.82,,,,,,,,,,,,,,
336,00/07-10-058-13W5/0,1/16/1974 00:00:00,2216.5,2194.5,,,,,,,,,,,,,,
337,00/07-10-058-13W5/0,1/16/1974 00:00:00,2216.51,2194.56,,,,,,,,,,,,,,
338,00/07-10-058-13W5/0,1/18/1974 00:00:00,1832.46,1817.83,,,,,,,,,,,,,,
339,00/07-10-058-13W5/0,2/4/1974 00:00:00,1496.57,1490.47,,,,,,,,,,,,,,
340,00/07-30-050-22W4/0,10/17/1960 00:00:00,1188.42,1171.96,,,,,,,,,,,,,,
341,00/07-30-050-22W4/0,10/18/1960 00:00:00,1204.57,1196.34,,,,,,,,,,,,,,
342,00/07-30-050-22W4/0,10/20/1960 00:00:00,1213.41,1204.87,,,,,,,,,,,,,,
343,00/07-30-050-22W4/0,10/23/1960 00:00:00,1227.12,1222.25,,,,,,,,,,,,,,
344,00/07-30-050-22W4/0,10/28/1960 00:00:00,1351.79,1333.5,,,,,,,,,,,,,,
345,00/07-30-050-22W4/0,10/30/1960 00:00:00,1354.84,1351.18,,,,,,,,,,,,,,
346,00/07-30-050-22W4/0,11/2/1960 00:00:00,1351.8,1333.5,,,,,,,,,,,,,,
347,00/03-32-060-15W5/0,1/18/1971 00:00:00,2646.3,2594.5,,,,,,,,,,,,,,
348,00/03-32-060-15W5/0,1/29/1971 00:00:00,2610.3,2602.4,,,,,,,,,,,,,,
349,00/10-16-064-19W5/0,10/2/1958 00:00:00,2999.23,2966.62,,,,,,,,,,,,,,
350,00/10-16-064-19W5/0,6/17/1990 00:00:00,2999.2,2966.6,,,,,,,,,,,,,,
351,00/10-16-064-19W5/0,8/11/1990 00:00:00,2999.2,2966.6,,,,,,,,,,,,,,
352,00/10-16-064-19W5/0,5/19/1991 00:00:00,2999.2,2966.6,,,,,,,,,,,,,,
353,00/10-16-064-19W5/0,12/13/1989 00:00:00,2999.2,2966.6,3.54,5.85,5.93,8.41,63.13,0.15,,,,1.78,2.51,0.01,5.15,3.54
354,00/10-16-064-19W5/0,2/17/1991 00:00:00,2999.2,2966.6,4.3,6.63,6.34,5.49,63.25,0.16,,,,1.99,2.66,0.02,5.53,3.63
355,00/10-16-064-19W5/0,1/18/1992 00:00:00,2999.2,2966.6,5.62,7.98,8.52,4.84,56.9,0.31,,0.03,,2.42,2.82,0.03,6.77,3.76
356,00/12-09-064-19W5/0,9/20/1959 00:00:00,1493.52,1477.67,,,,,,,,,,,,,,
357,00/12-09-064-19W5/0,3/15/2001 00:00:00,3023.6,2977.9,,,,,,,,,,,,,,
358,00/12-09-064-19W5/0,6/5/2006 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
359,00/12-09-064-19W5/0,10/19/2007 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
360,00/12-09-064-19W5/0,4/11/2010 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
361,00/12-09-064-19W5/0,7/22/2010 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
362,00/12-09-064-19W5/0,10/7/2011 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
363,00/12-09-064-19W5/0,10/26/2012 00:00:00,3023.6,2977.9,,,,,,,,,,,,,,
364,00/12-09-064-19W5/0,10/23/2015 00:00:00,3023.6,2977.9,,,,,,,,,,,,,,
365,00/12-09-064-19W5/0,10/25/2017 00:00:00,3023.6,2988.3,,,,,,,,,,,,,,
366,00/10-36-059-13W5/0,2/3/1973 00:00:00,1655.67,1639.82,,,,,,,,,,,,,,
367,00/10-36-059-13W5/0,2/8/1973 00:00:00,1656.8,1644.7,,,,,,,,,,,,,,
368,00/10-36-059-13W5/0,9/9/1979 00:00:00,1656.89,1653.84,,,,,,,,,,,,,,
369,00/10-36-059-13W5/0,11/26/1982 00:00:00,1656.9,1653.5,,,,,,,,,,,,,,
370,00/10-36-059-13W5/0,9/23/1992 00:00:00,1656.8,1644.7,,,,,,,,,,,,,,
371,00/10-36-059-13W5/0,9/23/1992 00:00:00,1656.9,1652.8,,,,,,,,,,,,,,
372,00/10-36-059-13W5/0,8/10/2017 00:00:00,1656.9,1652.9,,,,,,,,,,,,,,
373,00/10-17-064-19W5/0,8/28/1958 00:00:00,1502.66,1481.33,,,,,,,,,,,,,,
374,00/10-17-064-19W5/0,12/27/1966 00:00:00,1490.47,1485.9,,,,,,,,,,,,,,
375,00/10-17-064-19W5/0,9/3/1970 00:00:00,1490.47,1485.9,,,,,,,,,,,,,,
376,00/10-17-064-19W5/0,9/15/1980 00:00:00,1490.47,1485.9,,,,,,,,,,,,,,
377,00/10-17-064-19W5/0,3/12/2001 00:00:00,3047.1,3005.6,,,,,,,,,,,,,,
378,00/10-17-064-19W5/0,4/5/2003 00:00:00,3047.1,3005.6,,,,,,,,,,,,,,
379,00/10-17-064-19W5/0,2/25/2005 00:00:00,3023.0,3005.6,,,,,,,,,,,,,,
380,00/10-17-064-19W5/0,6/29/2006 00:00:00,1490.5,1485.9,,,,,,,,,,,,,,
381,00/10-17-064-19W5/0,4/15/2011 00:00:00,3047.1,3005.6,,,,,,,,,,,,,,
382,00/10-17-064-19W5/0,4/20/2018 00:00:00,3047.1,3005.6,,,,,,,,,,,,,,
383,00/12-22-063-19W5/0,10/19/1959 00:00:00,1818.74,1803.5,,,,,,,,,,,,,,
384,00/10-18-063-19W5/0,1/24/1963 00:00:00,1591.06,1584.96,,,,,,,,,,,,,,
385,00/10-18-063-19W5/0,9/29/2007 00:00:00,1862.3,1845.6,,,,,,,,,,,,,,
386,00/10-18-063-19W5/0,10/29/2007 00:00:00,1589.0,1584.5,,,,,,,,,,,,,,
387,00/10-18-063-19W5/0,1/16/2009 00:00:00,1589.0,1584.5,,,,,,,,,,,,,,
388,00/10-18-063-19W5/0,10/15/1994 00:00:00,1862.9,1837.5,4.26,1.77,1.89,4.5,82.36,0.23,,,,0.61,1.17,0.01,1.53,1.67
389,00/05-05-064-18W5/0,7/11/1957 00:00:00,1487.42,1476.76,,,,,,,,,,,,,,
390,00/05-05-064-18W5/0,7/27/1957 00:00:00,1763.27,1749.55,,,,,,,,,,,,,,
391,00/05-05-064-18W5/0,10/25/2000 00:00:00,1758.0,1750.0,,,,,,,,,,,,,,
392,00/05-05-064-18W5/0,1/12/2006 00:00:00,1758.0,1750.0,,,,,,,,,,,,,,
393,00/05-05-064-18W5/0,2/21/2007 00:00:00,1758.0,1750.0,,,,,,,,,,,,,,
394,00/05-05-064-18W5/0,2/21/2008 00:00:00,1758.0,1750.0,,,,,,,,,,,,,,
395,00/05-05-064-18W5/0,1/10/2011 00:00:00,1758.0,1750.0,,,,,,,,,,,,,,
396,00/07-33-063-19W5/0,11/3/1957 00:00:00,3029.1,3004.72,,,,,,,,,,,,,,
397,00/07-33-063-19W5/0,7/19/1990 00:00:00,3029.1,3004.7,,,,,,,,,,,,,,
398,00/07-33-063-19W5/0,1/27/1992 00:00:00,3029.1,3004.7,,,,,,,,,,,,,,
399,00/07-33-063-19W5/0,9/27/1992 00:00:00,3029.1,3004.7,,,,,,,,,,,,,,
400,00/07-33-063-19W5/0,9/24/1990 00:00:00,3029.1,3004.7,5.06,7.74,9.78,5.64,54.91,0.25,,,,2.23,2.94,0.02,7.23,4.2
401,00/04-11-065-19W5/0,8/15/1960 00:00:00,1705.97,1693.47,,,,,,,,,,,,,,
402,00/04-11-065-19W5/0,10/12/1960 00:00:00,2963.88,2939.8,,,,,,,,,,,,,,
403,00/04-11-065-19W5/0,11/12/1960 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
404,00/04-11-065-19W5/0,1/16/1991 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
405,00/04-11-065-19W5/0,12/2/1991 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
406,00/04-11-065-19W5/0,2/20/1992 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
407,00/04-11-065-19W5/0,3/25/2003 00:00:00,2963.9,2953.5,,,,,,,,,,,,,,
408,00/04-11-065-19W5/0,6/28/2006 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
409,00/04-11-065-19W5/0,4/20/2010 00:00:00,2963.9,2939.8,,,,,,,,,,,,,,
410,00/04-11-065-19W5/0,8/18/2017 00:00:00,2963.4,2939.8,,,,,,,,,,,,,,
411,00/04-11-065-19W5/0,4/7/1991 00:00:00,2963.9,2939.8,4.81,5.48,6.93,5.57,62.15,0.2,,,,1.89,2.79,0.03,6.15,4.0
412,00/10-25-066-20W5/0,2/27/1973 00:00:00,1621.54,1615.44,,,,,,,,,,,,,,
413,00/13-08-063-20W5/0,1/7/1977 00:00:00,3247.3,3203.4,,,,,,,,,,,,,,
414,00/11-28-068-19W5/0,12/23/1973 00:00:00,2819.4,2790.44,,,,,,,,,,,,,,
415,00/02-27-063-19W5/0,2/14/1990 00:00:00,3048.9,3009.0,,,,,,,,,,,,,,
416,00/02-27-063-19W5/0,2/17/1990 00:00:00,3058.0,3009.0,,,,,,,,,,,,,,
417,00/02-27-063-19W5/0,8/17/1990 00:00:00,3059.0,3009.0,,,,,,,,,,,,,,
418,00/02-27-063-19W5/0,11/20/1990 00:00:00,3058.0,3009.0,,,,,,,,,,,,,,
419,00/02-27-063-19W5/0,2/24/1991 00:00:00,3058.0,3009.0,,,,,,,,,,,,,,
420,00/02-27-063-19W5/0,5/20/1991 00:00:00,3058.0,3009.0,,,,,,,,,,,,,,
421,00/02-27-063-19W5/0,1/24/1992 00:00:00,3058.0,3009.0,,,,,,,,,,,,,,
422,00/05-31-065-06W5/0,8/14/1957 00:00:00,2172.31,2160.42,,,,,,,,,,,,,,
423,00/05-31-065-06W5/0,8/21/1957 00:00:00,2167.13,2164.08,,,,,,,,,,,,,,
424,00/02-18-063-18W5/0,10/26/1959 00:00:00,1543.51,922.02,,,,,,,,,,,,,,
425,00/02-18-063-18W5/0,10/30/1959 00:00:00,1791.31,1766.93,,,,,,,,,,,,,,
426,00/02-18-063-18W5/0,11/23/1959 00:00:00,2558.8,2538.98,,,,,,,,,,,,,,
427,00/02-18-063-18W5/0,6/28/1987 00:00:00,1569.1,1537.4,,,,,,,,,,,,,,
428,00/02-18-063-18W5/0,6/27/2006 00:00:00,1569.1,1537.4,,,,,,,,,,,,,,
429,00/10-01-065-18W5/0,12/25/1960 00:00:00,1644.4,1635.3,,,,,,,,,,,,,,
430,00/10-01-065-18W5/0,12/27/1960 00:00:00,1660.0,1649.0,,,,,,,,,,,,,,
431,00/10-01-065-18W5/0,1/5/1961 00:00:00,1397.51,1386.84,,,,,,,,,,,,,,
432,00/10-01-065-18W5/0,1/10/1972 00:00:00,1391.11,1387.45,,,,,,,,,,,,,,
433,00/10-01-065-18W5/0,5/3/2001 00:00:00,2248.0,2227.1,,,,,,,,,,,,,,
434,00/10-01-065-18W5/0,2/26/2004 00:00:00,1391.1,1385.0,,,,,,,,,,,,,,
435,00/10-01-065-18W5/0,8/19/2004 00:00:00,1391.1,1385.0,,,,,,,,,,,,,,
436,00/10-01-065-18W5/0,7/25/2005 00:00:00,1391.1,1385.0,,,,,,,,,,,,,,
437,00/10-07-060-17W5/0,1/17/1976 00:00:00,2622.5,2592.32,,,,,,,,,,,,,,
438,00/10-07-060-17W5/0,1/22/1976 00:00:00,2622.5,2592.3,,,,,,,,,,,,,,
439,00/10-07-060-17W5/0,10/16/1995 00:00:00,1936.0,1929.0,,,,,,,,,,,,,,
440,00/10-16-064-22W5/0,1/16/1979 00:00:00,2057.4,2053.4,,,,,,,,,,,,,,
441,00/10-16-064-22W5/0,10/30/1986 00:00:00,626.79,625.88,,,,,,,,,,,,,,
442,00/10-16-064-22W5/0,10/30/1986 00:00:00,2056.4,2053.4,,,,,,,,,,,,,,
443,00/10-16-064-22W5/0,3/16/2000 00:00:00,2057.4,2053.4,,,,,,,,,,,,,,
444,00/10-16-064-22W5/0,12/28/2005 00:00:00,2056.0,2052.5,,,,,,,,,,,,,,
445,00/10-16-064-22W5/0,1/25/2007 00:00:00,2056.0,2052.5,,,,,,,,,,,,,,
446,00/10-16-064-22W5/0,4/6/2009 00:00:00,2056.0,2052.0,0.0,0.33,1.85,17.76,69.39,0.0,0.0,0.0,0.0,0.83,2.32,0.0,3.08,4.44
447,00/06-23-063-18W5/0,2/25/1971 00:00:00,2965.4,2947.42,,,,,,,,,,,,,,
448,00/10-25-063-18W5/0,2/10/1963 00:00:00,1736.75,1719.99,,,,,,,,,,,,,,
449,00/10-25-063-18W5/0,2/12/1963 00:00:00,1759.92,1756.26,,,,,,,,,,,,,,
450,00/10-25-063-18W5/0,3/21/1980 00:00:00,1480.7,1477.4,,,,,,,,,,,,,,
451,00/10-25-063-18W5/0,4/5/1980 00:00:00,1480.7,1477.4,,,,,,,,,,,,,,
452,00/10-25-063-18W5/0,6/27/2006 00:00:00,1480.7,1477.4,,,,,,,,,,,,,,
453,00/06-03-051-07W5/0,6/1/1978 00:00:00,1804.42,1783.69,,,,,,,,,,,,,,
454,00/06-03-051-07W5/0,6/14/1978 00:00:00,2271.7,2262.2,,,,,,,,,,,,,,
455,00/02-14-064-18W5/0,3/1/1964 00:00:00,2962.66,2950.46,,,,,,,,,,,,,,
456,00/02-14-064-18W5/0,10/25/2000 00:00:00,1821.5,1813.5,,,,,,,,,,,,,,
457,00/02-14-064-18W5/0,1/24/2002 00:00:00,2303.5,2301.5,,,,,,,,,,,,,,
458,00/02-14-064-18W5/0,6/27/2003 00:00:00,820.4,816.6,,,,,,,,,,,,,,
459,00/02-14-064-18W5/0,2/27/2000 00:00:00,2958.4,2953.5,,0.38,4.47,9.24,62.33,,,,,2.17,4.57,,9.4,7.44
460,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.4,3167.5,,,,,,,,,,,,,,
461,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.43,3167.48,,,,,,,,,,,,,,
462,00/10-29-059-18W5/0,1/24/2007 00:00:00,3189.4,3167.5,,,,,,,,,,,,,,
463,00/10-29-059-18W5/0,2/19/2008 00:00:00,3189.4,3167.5,,,,,,,,,,,,,,
464,00/10-29-059-18W5/0,12/4/2008 00:00:00,3189.4,3167.5,,,,,,,,,,,,,,
465,00/10-29-059-18W5/0,5/11/2012 00:00:00,3189.4,3167.5,,,,,,,,,,,,,,
466,00/10-29-059-18W5/0,7/20/2010 00:00:00,3189.4,3167.5,4.88,2.78,3.12,7.59,61.39,0.63,0.0,7.63,0.0,1.58,2.83,0.01,3.86,3.7
467,00/10-29-059-18W5/0,6/11/2009 00:00:00,3189.4,3167.5,5.09,2.87,3.65,5.08,59.47,0.64,0.0,7.22,0.0,2.08,3.91,0.02,4.94,5.03
468,00/12-25-069-19W5/0,3/8/1973 00:00:00,1546.7,1527.0,,,,,,,,,,,,,,
469,00/06-10-061-17W5/0,11/17/1977 00:00:00,3017.2,3010.5,,,,,,,,,,,,,,
470,00/11-32-056-13W5/0,11/21/1977 00:00:00,3013.86,2998.01,,,,,,,,,,,,,,
471,00/11-32-056-13W5/0,12/17/1977 00:00:00,3007.2,3005.3,,,,,,,,,,,,,,
472,00/11-32-056-13W5/0,12/17/1977 00:00:00,3007.2,3005.3,2.68,0.71,0.73,5.03,86.93,0.18,,,,0.4,0.97,,0.96,1.41
473,00/10-18-063-21W5/0,9/27/1975 00:00:00,2057.4,2039.11,,,,,,,,,,,,,,
474,00/10-18-063-21W5/0,3/2/2001 00:00:00,2043.37,2039.11,,,,,,,,,,,,,,
475,00/10-18-063-21W5/0,2/13/2008 00:00:00,2053.0,2039.1,,,,,,,,,,,,,,
476,00/11-27-062-20W5/0,7/23/1961 00:00:00,3185.5,3182.4,,,,,,,,,,,,,,
477,00/11-27-062-20W5/0,8/10/1961 00:00:00,1978.15,1958.34,,,,,,,,,,,,,,
478,00/11-27-062-20W5/0,8/30/1961 00:00:00,2164.08,2127.5,,,,,,,,,,,,,,
479,00/11-27-062-20W5/0,9/10/1961 00:00:00,3187.6,3172.36,,,,,,,,,,,,,,
480,00/11-27-062-20W5/0,9/13/1961 00:00:00,3195.5,3188.2,,,,,,,,,,,,,,
481,00/11-27-062-20W5/0,10/6/1967 00:00:00,3185.5,3182.4,,,,,,,,,,,,,,
482,00/11-27-062-20W5/0,12/12/1968 00:00:00,1950.7,1949.5,,,,,,,,,,,,,,
