,01.Well Identifier,02.Well Core Analysis Number,03.Well Core No,04.Core Interval Top,05.Core Interval Base,06.Core Recovered
396,00/04-32-066-18W5/0,52264,3,2813.3,2815.74,1.52
397,00/04-32-066-18W5/0,52264,4,2815.74,2824.28,7.71
398,00/04-32-066-18W5/0,52264,5,2824.28,2829.46,4.18
399,00/04-32-066-18W5/0,52270,1,2791.36,2809.65,17.98
400,00/04-32-066-18W5/0,52270,2,2809.65,2813.3,2.59
401,00/04-32-066-18W5/0,52270,3,2813.91,2815.74,1.52
402,00/04-32-066-18W5/0,52270,4,2815.74,2824.28,7.71
403,00/04-32-066-18W5/0,52270,5,2824.28,2829.46,4.18
404,00/07-30-050-22W4/0,18714,2,1204.57,1207.62,3.05
405,00/07-30-050-22W4/0,18714,3,1207.92,1213.1,5.18
406,00/07-30-050-22W4/0,18714,4,1213.41,1217.07,3.66
407,00/07-30-050-22W4/0,18714,5,1217.37,1221.94,4.57
408,00/07-30-050-22W4/0,18714,6,1222.25,1226.82,4.57
409,00/07-30-050-22W4/0,18714,7,1227.12,1231.7,4.58
410,00/07-30-050-22W4/0,18714,8,1351.79,1354.84,3.05
411,00/10-16-064-19W5/0,2717,1,2967.53,2975.0,7.47
412,00/10-16-064-19W5/0,2717,2,2975.0,3017.52,42.52
413,00/04-34-067-18W5/0,8103,3,2773.98,2789.22,15.24
414,00/10-26-066-19W5/0,18554,1,2817.88,2859.02,41.14
415,00/10-26-066-19W5/0,18554,2,2859.02,2860.55,1.53
416,00/10-26-066-19W5/0,18554,3,2861.16,2866.64,5.48
417,00/10-26-066-19W5/0,18554,4,2866.95,2884.32,17.37
418,00/12-09-064-19W5/0,2727,1,2972.41,3017.22,44.81
419,00/12-09-064-19W5/0,2727,2,3017.22,3048.0,30.78
420,00/02-28-063-20W5/0,18549,1,1551.43,1569.72,18.29
421,00/02-28-063-20W5/0,18549,2,1569.72,1584.35,14.63
422,00/10-17-064-19W5/0,13638,1,3003.8,3033.37,29.57
423,00/10-17-064-19W5/0,13638,2,3033.37,3048.61,15.24
424,00/12-22-063-19W5/0,2780,1,1804.42,1818.74,14.32
425,00/12-22-063-19W5/0,2781,2,2999.84,3015.08,15.24
426,00/12-22-063-19W5/0,2781,3,3015.69,3031.24,15.55
427,00/12-22-063-19W5/0,2781,4,3031.24,3046.48,15.24
428,00/12-22-063-19W5/0,2781,5,3046.78,3062.02,15.24
429,00/12-22-063-19W5/0,2781,6,3062.33,3077.57,15.24
430,00/11-06-067-26W5/0,18125,1,3176.32,3197.66,21.34
431,00/11-06-067-26W5/0,18125,2,3197.66,3211.37,13.71
432,00/11-06-067-26W5/0,18125,3,3211.98,3227.53,15.55
433,00/11-06-067-26W5/0,18125,4,3243.38,3261.36,17.98
434,00/11-06-067-26W5/0,18125,5,3261.36,3266.85,5.49
435,00/11-06-067-26W5/0,18125,6,3266.85,3277.21,10.36
436,00/10-18-063-19W5/0,2789,1,1563.62,1578.86,15.24
437,00/10-18-063-19W5/0,2789,2,1838.25,1856.54,18.29
438,00/10-22-059-13W5/0,2832,2,2670.05,2685.29,15.24
439,00/11-02-066-25W5/0,10063,1,3430.22,3448.51,18.29
440,00/11-02-066-25W5/0,10063,2,3448.51,3455.21,6.7
441,00/05-05-064-18W5/0,2748,3,2969.97,2983.38,13.41
442,00/05-05-064-18W5/0,2748,4,2983.38,2991.0,7.62
443,00/07-33-063-19W5/0,2759,1,2988.87,3004.11,15.24
444,00/07-33-063-19W5/0,2759,2,3004.41,3041.9,37.49
445,00/07-33-063-19W5/0,2759,3,3041.9,3057.14,15.24
446,00/07-33-063-19W5/0,2759,5,3087.93,3104.69,16.76
447,00/04-11-065-19W5/0,8743,1,1422.81,1435.3,12.49
448,00/04-11-065-19W5/0,8744,3,2941.32,2959.3,17.98
449,00/04-11-065-19W5/0,8744,4,2959.3,2977.29,17.99
450,00/04-11-065-19W5/0,8744,6,2995.27,3009.9,14.63
451,00/10-05-065-23W5/0,17018,2,3365.91,3384.19,18.28
452,00/10-05-065-23W5/0,17018,3,3413.76,3419.25,5.49
453,00/10-05-065-23W5/0,17018,4,3419.55,3429.3,9.75
454,00/10-05-065-23W5/0,17019,1,1601.11,1616.35,15.24
455,00/11-28-068-19W5/0,23186,1,1578.25,1596.54,18.29
456,00/02-27-063-19W5/0,2776,1,1794.36,1812.65,18.29
457,00/02-27-063-19W5/0,2776,2,3002.28,3070.56,68.28
458,00/02-18-063-18W5/0,18223,2,2959.3,2986.13,26.83
459,00/02-18-063-18W5/0,18223,3,2986.13,3016.21,30.08
460,00/02-18-063-18W5/0,18223,4,3016.21,3043.43,27.22
461,00/02-18-063-18W5/0,18223,5,3043.43,3058.67,15.24
462,00/10-01-065-18W5/0,8758,2,1644.7,1659.64,14.94
463,00/10-01-065-18W5/0,8759,5,2897.12,2899.29,2.17
464,00/10-01-065-18W5/0,8759,6,2899.29,2913.58,14.29
465,00/10-01-065-18W5/0,13682,1,1382.27,1397.51,15.24
466,00/10-16-064-23W5/0,25055,1,1479.5,1480.11,0.61
467,00/10-16-064-23W5/0,25055,2,1480.11,1491.69,11.58
468,00/06-23-063-18W5/0,22428,1,2909.62,2927.91,18.29
469,00/06-23-063-18W5/0,22428,2,2928.21,2946.5,18.29
470,00/06-23-063-18W5/0,22428,3,2946.81,2965.09,18.28
471,00/06-23-063-18W5/0,22428,4,2965.4,2983.69,18.29
472,00/06-05-055-14W5/0,25511,1,2607.87,2617.62,9.75
473,00/06-05-055-14W5/0,25511,2,2617.62,2620.06,2.44
474,00/06-05-055-14W5/0,25511,3,2620.06,2632.56,12.5
475,00/06-05-055-14W5/0,25511,4,2632.56,2650.85,18.29
476,00/06-05-055-14W5/0,25511,5,2650.85,2667.91,17.06
477,00/04-36-065-07W5/0,8081,1,2180.23,2192.43,12.2
478,00/11-26-057-13W5/0,22496,1,2846.83,2862.38,15.55
479,00/10-15-067-18W5/0,8106,3,2806.6,2824.76,18.16
480,00/10-15-067-18W5/0,8106,4,2824.76,2842.56,17.8
481,00/04-03-067-18W5/0,6973,2,2813.3,2837.69,24.39
482,00/04-03-067-18W5/0,6973,3,2837.69,2859.02,21.33
483,00/04-03-067-18W5/0,6973,4,2859.02,2900.49,41.47
484,00/11-33-056-13W5/0,26203,1,2843.78,2861.16,17.38
485,00/11-33-056-13W5/0,26203,2,2861.16,2933.4,72.24
486,00/10-18-066-17W5/0,17689,1,2801.11,2827.02,25.91
487,00/10-18-066-17W5/0,17689,2,2827.02,2852.93,25.91
488,00/10-25-063-18W5/0,2891,1,1759.92,1763.57,3.65
489,00/10-25-063-18W5/0,2891,2,1763.57,1766.62,3.05
490,00/10-25-063-18W5/0,16611,3,2959.91,2975.76,15.85
491,00/06-03-051-07W5/0,27211,1,1804.42,1810.51,6.11
492,00/06-03-051-07W5/0,27211,2,1810.51,2295.4,484.89
493,00/02-14-064-18W5/0,8093,1,2955.95,2972.71,16.76
494,00/10-29-059-18W5/0,21166,1,3145.54,3154.98,9.44
495,00/10-29-059-18W5/0,21166,2,3154.98,3160.17,5.19
496,00/10-29-059-18W5/0,21166,3,3160.17,3169.31,9.14
497,00/10-29-059-18W5/0,21166,4,3169.31,3176.32,7.01
498,00/10-29-059-18W5/0,21166,5,3176.32,3184.55,8.23
499,00/10-29-059-18W5/0,21166,6,3184.55,3194.91,10.36
500,00/10-29-059-18W5/0,21166,7,3194.91,3200.4,5.49
501,00/12-25-069-19W5/0,23414,1,2727.96,2745.94,17.98
502,00/06-10-061-17W5/0,26765,3,2962.66,3016.4,53.74
503,00/11-32-056-13W5/0,26605,3,2970.86,2971.16,0.3
504,00/11-32-056-13W5/0,26605,4,2971.16,2971.31,0.15
505,00/11-32-056-13W5/0,26676,1,2916.33,2934.61,18.28
506,00/11-32-056-13W5/0,26676,2,2934.61,2952.9,18.29
507,00/11-32-056-13W5/0,26676,3,2952.9,2971.19,18.29
508,00/11-32-056-13W5/0,26676,4,2971.19,2989.06,17.87
509,00/11-27-062-20W5/0,2824,1,1263.4,1271.02,7.62
510,00/11-27-062-20W5/0,2826,2,1657.81,1666.95,9.14
511,00/11-27-062-20W5/0,2826,3,1666.95,1674.57,7.62
512,00/11-27-062-20W5/0,13692,5,3179.67,3187.6,7.93
513,00/11-27-062-20W5/0,13692,6,3187.9,3195.95,8.05
514,00/11-27-062-20W5/0,13692,7,3195.95,3202.23,6.28
515,00/04-22-066-23W5/0,8117,1,1975.1,1993.39,18.29
516,00/04-22-066-23W5/0,8117,2,2801.72,2824.58,22.86
517,00/04-22-066-23W5/0,8117,3,2824.58,2843.78,19.2
518,00/04-22-066-23W5/0,8118,4,3310.13,3320.49,10.36
519,00/04-22-066-23W5/0,8118,5,3320.8,3326.59,5.79
520,00/04-22-066-23W5/0,8118,6,3326.89,3335.12,8.23
521,00/10-18-065-23W5/0,14044,9,1159.76,1174.09,14.33
522,00/10-18-065-23W5/0,14045,12,3421.99,3436.62,14.63
523,00/12-35-061-18W5/0,25399,1,2037.59,2049.17,11.58
524,00/12-35-061-18W5/0,25399,2,2996.18,3014.47,18.29
525,00/12-35-061-18W5/0,25399,3,3014.78,3029.71,14.93
526,00/12-35-061-18W5/0,25399,4,3029.71,3048.0,18.29
527,00/12-35-061-18W5/0,25399,5,3048.0,3066.29,18.29
528,00/12-35-061-18W5/0,25399,6,3066.29,3084.58,18.29
529,00/12-35-061-18W5/0,25399,7,3084.58,3102.86,18.28
530,00/10-14-054-16W5/0,26906,1,3329.33,3346.5,17.17
531,00/06-13-060-18W5/0,26245,4,3080.31,3084.58,4.27
532,00/06-13-060-18W5/0,26245,5,3084.58,3094.33,9.75
533,00/06-13-060-18W5/0,53198,1,1994.92,2005.58,10.4
534,00/06-13-060-18W5/0,53198,2,2005.58,2019.91,13.4
535,00/06-13-060-18W5/0,53198,3,3076.65,3079.39,1.2
536,00/06-13-060-18W5/0,53198,4,3079.39,3084.27,2.7
537,00/06-13-060-18W5/0,53198,5,3084.27,3102.86,18.59
538,00/06-13-060-18W5/0,55961,4,3080.31,3084.58,2.7
539,00/06-13-060-18W5/0,55961,5,3084.58,3094.33,9.74
540,00/12-33-055-13W5/0,1713,3,2994.05,3017.22,23.17
541,00/12-33-055-13W5/0,1713,4,3017.82,3044.04,26.22
542,00/02-33-065-07W5/0,8082,1,2254.0,2264.66,10.66
543,00/07-22-063-24W5/0,25691,1,1644.4,1659.94,15.54
544,00/14-29-048-06W5/0,499,2,1098.8,1113.43,14.63
545,00/14-29-048-06W5/0,499,4,1406.04,1430.43,24.39
546,00/06-34-054-15W5/0,22489,1,3210.76,3229.05,18.29
547,00/08-15-048-04W5/0,3554,1,1303.32,1320.09,16.77
548,00/08-15-048-04W5/0,3555,1,1303.32,1320.09,16.77
549,00/10-01-066-19W5/0,19688,1,2941.32,2956.56,15.24
550,00/10-01-066-19W5/0,19688,2,2956.56,2971.19,14.63
551,00/10-01-066-19W5/0,19688,3,2972.1,3019.04,46.94
552,00/12-01-064-24W5/0,8088,4,3575.0,3584.27,9.27
553,00/04-18-065-23W5/0,14049,2,3431.44,3436.32,4.88
554,00/07-07-061-16W5/0,26686,1,1880.62,1886.71,6.09
555,00/07-14-062-20W5/0,13695,1,3215.94,3223.56,7.62
556,00/12-25-062-18W5/0,23758,1,3010.2,3028.49,18.29
557,00/12-25-062-18W5/0,23758,2,3028.49,3046.78,18.29
558,00/11-34-053-14W5/0,26424,1,3175.1,3193.54,18.44
559,00/11-34-053-14W5/0,26424,2,3193.54,3211.68,18.14
560,00/11-34-053-14W5/0,26424,3,3211.68,3228.69,17.01
561,00/10-29-064-23W5/0,16606,1,3431.74,3486.61,54.87
562,00/06-06-062-19W5/0,18184,1,3199.49,3205.28,5.79
563,00/06-06-062-19W5/0,18184,2,3205.28,3212.59,7.31
564,00/06-06-062-19W5/0,18184,3,3212.9,3224.48,11.58
565,00/06-06-062-19W5/0,18184,4,3224.48,3229.05,4.57
566,00/07-36-061-18W5/0,25243,1,3051.96,3070.25,18.29
567,00/07-36-061-18W5/0,25243,2,3070.25,3088.54,18.29
568,00/07-36-061-18W5/0,25243,3,3088.54,3102.86,14.32
569,00/07-36-061-18W5/0,25243,4,3102.86,3119.93,17.07
570,00/06-05-063-22W5/0,2886,1,2204.31,2212.85,8.54
571,00/02-18-062-18W5/0,5649,3,3066.29,3084.58,18.29
572,00/02-18-062-18W5/0,5650,2,1923.29,1929.38,6.09
573,00/03-13-056-15W5/0,25705,1,3109.26,3127.55,18.29
574,00/03-13-056-15W5/0,25705,2,3127.55,3145.84,18.29
575,02/10-21-062-18W5/0,25426,1,3014.78,3024.23,9.45
576,02/10-21-062-18W5/0,25426,2,3024.23,3042.51,18.28
577,02/10-21-062-18W5/0,25426,3,3042.51,3060.8,18.29
578,02/10-21-062-18W5/0,25426,4,3060.8,3070.25,9.45
579,02/10-21-062-18W5/0,25426,5,3070.25,3088.54,18.29
580,02/10-21-062-18W5/0,25426,6,3090.37,3108.66,18.29
581,00/10-17-064-24W5/0,26431,1,3622.55,3626.21,3.66
582,00/10-17-064-24W5/0,26431,2,3626.21,3631.94,5.73
583,00/16-09-062-12W5/0,19385,1,2576.78,2604.21,27.43
584,00/16-09-062-12W5/0,19385,2,2604.52,2631.95,27.43
585,00/16-09-062-12W5/0,19385,3,2632.25,2638.04,5.79
586,00/16-09-062-12W5/0,19385,4,2639.26,2641.09,1.83
587,00/16-09-062-12W5/0,19385,5,2641.4,2657.55,16.15
588,00/16-27-063-09W5/0,24001,1,1403.3,1407.87,4.57
589,00/16-27-063-09W5/0,24001,2,1409.7,1412.75,3.05
590,00/09-34-053-15W5/0,24726,1,3285.74,3304.03,18.29
591,00/09-34-053-15W5/0,24726,2,3304.03,3322.32,18.29
592,00/09-34-053-15W5/0,24726,3,3322.32,3340.61,18.29
593,00/09-34-053-15W5/0,24726,4,3340.61,3358.9,18.29
594,00/07-14-062-18W5/0,25798,1,3040.08,3058.36,18.28
595,00/07-14-062-18W5/0,25798,2,3058.97,3077.26,18.29
596,00/07-14-062-18W5/0,25798,3,3077.26,3095.55,18.29
597,00/07-14-062-18W5/0,25798,4,3095.55,3099.51,3.96
598,00/07-14-062-18W5/0,25798,5,3099.51,3103.99,4.48
599,00/07-14-062-18W5/0,25798,6,3103.99,3106.52,2.53
600,00/06-26-059-18W5/0,21741,1,2081.78,2089.1,7.3
601,00/06-26-059-18W5/0,21741,2,2089.1,2108.3,19.2
602,00/06-26-059-18W5/0,21741,3,3197.05,3297.94,100.89
603,02/10-11-062-18W5/0,26085,1,3111.7,3113.84,2.14
604,00/10-08-059-19W5/0,26426,1,2016.25,2032.05,15.8
605,00/04-22-069-18W5/0,8144,1,2740.15,2763.93,23.78
606,00/04-22-069-18W5/0,8144,2,2763.93,2787.7,23.77
607,00/04-22-069-18W5/0,8144,3,2787.7,2912.63,124.93
608,00/11-09-062-16W5/0,25690,1,2947.42,2965.7,18.28
609,00/11-09-062-16W5/0,25690,2,2965.7,2983.99,18.29
610,00/11-09-062-16W5/0,25690,3,2984.3,3002.58,18.28
611,00/10-25-046-02W5/0,19278,1,980.24,991.97,11.73
612,00/10-25-046-02W5/0,19278,4,992.1,992.7,0.6
613,00/10-25-046-02W5/0,19278,2,992.4,1000.4,8.0
614,00/10-25-046-02W5/0,19278,3,1000.35,1001.27,0.92
615,00/14-20-041-27W4/0,19611,3,1781.25,1790.49,9.24
616,00/14-20-041-27W4/0,19611,4,1790.49,1791.01,0.52
617,00/14-20-041-27W4/0,40199,3,1787.96,1790.4,2.44
618,00/14-20-041-27W4/0,40199,4,1790.4,1796.5,6.1
619,00/10-17-062-16W5/0,25543,1,2957.17,2975.46,18.29
620,00/10-17-062-16W5/0,25543,2,2975.46,2993.75,18.29
621,00/10-17-062-16W5/0,25543,3,3003.19,3021.48,18.29
622,00/03-25-061-17W5/0,26597,1,3015.69,3033.98,18.29
623,00/03-25-061-17W5/0,26597,2,3033.98,3052.27,18.29
624,00/03-25-061-17W5/0,26597,3,3052.27,3065.37,13.1
625,00/03-25-061-17W5/0,26597,4,3065.37,3067.49,2.12
626,00/07-07-063-14W5/0,16613,1,2807.21,2825.5,18.29
627,00/07-07-063-14W5/0,16613,2,2826.11,2844.39,18.28
628,00/07-07-063-14W5/0,16613,3,2845.0,2863.29,18.29
629,00/07-07-063-14W5/0,16613,4,2864.21,2882.49,18.28
630,00/06-32-052-14W5/0,21062,1,1722.12,1732.97,10.85
631,00/10-22-061-14W5/0,21288,2,2845.0,2846.22,1.22
632,00/10-22-061-14W5/0,21288,3,2846.22,2860.85,14.63
633,00/11-31-058-13W5/0,23351,1,1894.94,1908.96,14.02
634,00/06-35-060-18W5/0,25535,1,2748.69,2766.97,18.28
635,00/10-02-059-18W5/0,20971,1,3241.85,3247.34,5.49
636,00/10-02-059-18W5/0,20971,2,3247.34,3253.74,6.4
637,00/10-02-059-18W5/0,20971,3,3254.96,3257.4,2.44
638,00/10-02-059-18W5/0,20971,4,3257.4,3261.36,3.96
639,00/10-02-059-18W5/0,20971,5,3261.36,3264.71,3.35
640,00/10-02-059-18W5/0,20971,6,3264.71,3266.85,2.14
641,00/10-02-059-18W5/0,20971,7,3266.85,3272.33,5.48
642,00/10-02-059-18W5/0,20971,8,3272.33,3276.6,4.27
643,00/10-02-059-18W5/0,20971,9,3276.6,3278.43,1.83
644,00/10-02-059-18W5/0,20971,10,3278.43,3281.48,3.05
645,00/10-02-059-18W5/0,20971,11,3281.48,3284.22,2.74
646,00/10-02-059-18W5/0,20971,12,3284.22,3287.27,3.05
647,00/10-02-059-18W5/0,20971,13,3287.27,3296.11,8.84
648,00/10-02-059-18W5/0,20971,14,3296.11,3302.2,6.09
649,00/10-02-059-18W5/0,20971,15,3302.2,3312.26,10.06
650,00/10-02-059-18W5/0,20971,16,3312.26,3314.7,2.44
651,00/10-02-059-18W5/0,20971,17,3314.7,3317.44,2.74
652,00/10-02-059-18W5/0,20971,18,3317.44,3322.32,4.88
653,00/10-02-059-18W5/0,20971,19,3322.93,3326.89,3.96
654,00/10-02-059-18W5/0,20971,20,3327.5,3331.77,4.27
655,00/10-02-059-18W5/0,20971,21,3331.77,3332.68,0.91
656,00/10-02-059-18W5/0,20971,22,3332.68,3336.04,3.36
657,00/10-02-059-18W5/0,20971,23,3360.42,3364.38,3.96
658,00/16-16-037-25W4/0,19071,1,1527.05,1539.24,12.19
659,00/16-16-037-25W4/0,19072,2,2063.5,2078.43,14.93
660,00/16-16-037-25W4/0,24701,3,2078.43,2095.2,16.77
661,00/10-15-063-15W5/0,2890,1,1828.19,1838.55,10.36
662,00/10-15-063-15W5/0,2895,2,2865.73,2880.97,15.24
663,00/10-15-063-15W5/0,2895,3,2880.97,2882.19,1.22
664,00/10-15-063-15W5/0,2895,4,2882.19,2897.43,15.24
665,00/10-15-063-15W5/0,2895,5,2897.43,2906.57,9.14
666,00/10-25-063-10W5/0,10062,1,2548.74,2553.61,4.87
667,00/10-25-063-10W5/0,10062,2,2553.61,2556.66,3.05
668,00/10-25-063-10W5/0,10062,3,2556.66,2559.71,3.05
669,00/10-25-063-10W5/0,10062,4,2559.71,2571.29,11.58
670,00/10-12-054-18W5/0,21953,1,3557.02,3573.17,16.15
671,00/10-12-054-18W5/0,21953,2,3573.17,3583.84,10.67
672,00/04-19-039-05W5/0,55933,1,1883.27,1905.91,0.0
673,00/04-19-039-05W5/0,55933,2,2189.99,2207.15,0.0
674,00/04-19-039-05W5/0,55933,5,2386.58,2396.46,0.0
675,00/04-19-039-05W5/0,55933,6,2465.53,2475.28,0.0
676,00/06-16-055-18W5/0,19826,3,2206.45,2207.46,1.01
677,00/06-16-055-18W5/0,19826,4,2214.37,2432.4,218.03
678,00/06-16-055-18W5/0,19826,5,2434.74,2436.98,2.24
679,00/06-16-055-18W5/0,19826,6,2439.62,2549.75,110.13
680,00/06-16-055-18W5/0,19826,7,2553.31,2559.51,6.2
681,00/06-16-055-18W5/0,19826,8,2573.12,2603.7,30.58
682,00/06-16-055-18W5/0,19826,9,2617.62,2618.94,1.32
683,00/06-16-055-18W5/0,19826,10,2619.15,2620.47,1.32
684,00/06-16-055-18W5/0,19826,11,2623.72,2623.82,0.1
685,00/06-16-055-18W5/0,19827,6,2439.6,2549.7,110.1
686,00/06-16-055-18W5/0,19827,2,3308.6,3326.6,18.0
687,00/06-36-062-13W5/0,18509,1,2709.67,2724.91,15.24
688,00/10-04-063-15W5/0,2893,3,2903.52,2915.41,11.89
689,00/10-04-063-15W5/0,2893,4,2915.72,2927.91,12.19
690,00/10-04-063-15W5/0,2893,5,2928.21,2935.83,7.62
691,00/10-04-063-15W5/0,2893,6,2956.56,2972.41,15.85
692,00/10-04-063-15W5/0,2894,1,1903.48,1912.01,8.53
693,00/10-04-063-15W5/0,2894,2,1912.32,1927.56,15.24
694,00/07-04-049-12W5/0,27063,1,3066.29,3084.58,18.29
695,00/07-04-049-12W5/0,27063,2,3084.58,3102.86,18.28
696,00/07-04-049-12W5/0,27063,3,3102.86,3121.15,18.29
697,00/07-04-049-12W5/0,27063,4,3121.15,3139.44,18.29
698,00/15-04-065-12W5/0,25676,1,2680.72,2692.3,11.58
699,00/10-19-060-18W5/0,21913,1,3310.74,3329.03,18.29
700,00/10-19-060-18W5/0,21913,2,3329.03,3347.31,18.28
701,00/10-19-060-18W5/0,21913,3,3347.31,3365.6,18.29
702,00/10-19-060-18W5/0,21913,4,3365.6,3383.89,18.29
703,00/16-21-049-13W5/0,19781,1,1945.54,1982.11,36.57
704,00/16-21-049-13W5/0,19781,2,2284.48,2308.86,24.38
705,00/16-21-049-13W5/0,19781,3,2516.73,2520.79,4.06
706,00/16-21-049-13W5/0,19781,4,2520.79,2524.96,4.17
707,00/16-21-049-13W5/0,19782,1,2328.67,2328.77,0.1
708,00/16-21-049-13W5/0,19782,2,2333.24,2333.34,0.1
709,00/16-21-049-13W5/0,19782,3,2337.82,2337.92,0.1
710,00/16-21-049-13W5/0,19782,4,2383.54,2383.64,0.1
711,00/16-21-049-13W5/0,19782,5,2384.76,2384.86,0.1
712,00/16-21-049-13W5/0,19782,6,2385.97,2386.07,0.1
713,00/16-21-049-13W5/0,19782,7,2387.19,2387.29,0.1
714,00/16-21-049-13W5/0,19782,8,2428.95,2429.05,0.1
715,00/16-21-049-13W5/0,19782,9,2477.11,2477.21,0.1
716,00/16-21-049-13W5/0,19782,10,2479.55,2479.65,0.1
717,00/16-21-049-13W5/0,19782,11,2481.07,2481.17,0.1
718,00/16-21-049-13W5/0,19782,12,2493.26,2493.36,0.1
719,00/16-21-049-13W5/0,19782,13,2493.87,2493.97,0.1
720,00/16-21-049-13W5/0,19782,14,2494.48,2494.58,0.1
721,00/16-21-049-13W5/0,19782,15,2495.09,2495.19,0.1
722,00/16-21-049-13W5/0,19782,16,2495.7,2495.8,0.1
723,00/16-21-049-13W5/0,19782,17,2497.53,2497.63,0.1
724,00/16-21-049-13W5/0,19782,18,2498.14,2498.24,0.1
725,00/16-21-049-13W5/0,19782,19,2523.74,2523.84,0.1
726,00/16-21-049-13W5/0,19782,20,2524.35,2524.45,0.1
727,00/16-21-049-13W5/0,19782,21,2525.57,2525.67,0.1
728,00/16-21-049-13W5/0,19782,22,2526.18,2526.28,0.1
729,00/16-21-049-13W5/0,19782,23,2526.79,2526.89,0.1
730,00/16-21-049-13W5/0,19782,24,2527.4,2527.5,0.1
731,00/16-21-049-13W5/0,19782,25,2528.01,2528.11,0.1
732,00/16-21-049-13W5/0,19782,26,2528.62,2528.72,0.1
733,00/16-21-049-13W5/0,19782,27,2529.84,2529.94,0.1
734,00/16-21-049-13W5/0,19782,28,2533.19,2533.29,0.1
735,00/16-21-049-13W5/0,19782,29,2580.13,2580.23,0.1
736,00/07-26-059-20W5/0,26643,1,2070.81,2088.67,17.86
737,00/07-26-059-20W5/0,26643,2,2088.67,2534.82,446.15
738,00/06-20-050-15W5/0,27450,1,3325.37,3338.6,13.23
739,00/06-20-050-15W5/0,27450,2,3338.6,3345.48,6.88
740,00/06-20-050-15W5/0,27450,3,3345.48,3363.77,18.29
741,00/06-20-050-15W5/0,27450,4,3363.77,3382.06,18.29
742,00/10-30-065-09W5/0,328,1,2508.81,2531.97,23.16
743,00/10-30-065-09W5/0,328,2,2531.97,2547.21,15.24
744,00/04-02-066-09W5/0,18527,1,2479.85,2495.09,15.24
745,00/04-31-065-09W5/0,327,3,2504.85,2520.09,15.24
746,00/04-31-065-09W5/0,327,4,2520.09,2535.33,15.24
747,00/04-31-065-09W5/0,327,5,2535.33,2546.09,10.76
748,00/14-32-064-12W5/0,26491,1,2726.74,2736.49,9.75
749,00/14-32-064-12W5/0,26491,2,2736.49,2754.33,17.84
750,00/11-01-059-18W5/0,21130,1,3306.78,3315.61,8.83
751,00/11-01-059-18W5/0,21130,2,3315.61,3326.89,11.28
752,00/11-01-059-18W5/0,21130,3,3326.89,3339.08,12.19
753,00/11-01-059-18W5/0,21130,4,3339.08,3354.32,15.24
754,00/11-01-059-18W5/0,21130,5,3354.32,3368.04,13.72
755,00/11-01-059-18W5/0,21130,6,3368.04,3376.27,8.23
756,00/11-01-059-18W5/0,21130,7,3376.27,3385.11,8.84
757,00/11-01-059-18W5/0,21130,8,3385.11,3390.9,5.79
758,00/11-01-059-18W5/0,21130,9,3390.9,3407.05,16.15
759,00/11-01-059-18W5/0,21130,10,3407.05,3415.59,8.54
760,00/11-01-059-18W5/0,21130,11,3415.59,3425.34,9.75
761,00/10-15-059-18W5/0,21131,1,3340.91,3359.2,18.29
762,00/10-15-059-18W5/0,21131,2,3359.2,3372.31,13.11
763,00/10-15-059-18W5/0,21131,3,3372.31,3378.71,6.4
764,00/10-15-059-18W5/0,21131,4,3378.71,3393.03,14.32
765,00/10-15-059-18W5/0,21131,5,3393.03,3411.32,18.29
766,00/10-15-059-18W5/0,21131,6,3411.32,3429.61,18.29
767,00/10-34-058-18W5/0,21126,1,2415.84,2427.43,11.59
768,00/10-34-058-18W5/0,21126,2,3333.29,3351.58,18.29
769,00/10-34-058-18W5/0,21126,3,3351.58,3360.12,8.54
770,00/10-34-058-18W5/0,21126,4,3360.12,3364.99,4.87
771,00/10-34-058-18W5/0,21126,5,3364.99,3375.36,10.37
772,00/10-34-058-18W5/0,21126,6,3375.36,3387.55,12.19
773,00/10-34-058-18W5/0,21126,7,3387.55,3391.2,3.65
774,00/10-34-058-18W5/0,21126,8,3391.2,3409.49,18.29
775,00/10-34-058-18W5/0,21126,9,3409.49,3427.78,18.29
776,00/10-15-066-09W5/0,18470,1,2479.55,2481.68,2.13
777,00/10-15-066-09W5/0,18470,2,2481.68,2485.03,3.35
778,00/10-15-066-09W5/0,18470,3,2485.03,2500.88,15.85
779,00/10-15-066-09W5/0,18470,4,2500.88,2506.17,5.29
780,00/02-06-065-12W5/0,25339,1,2752.34,2770.63,18.29
781,00/04-07-065-12W5/0,24338,1,2749.3,2758.74,9.44
782,00/04-07-065-12W5/0,24338,2,2758.74,2777.03,18.29
783,00/02-14-064-11W5/0,1991,1,2612.44,2640.79,28.35
784,00/02-14-064-11W5/0,1991,2,2640.79,2656.33,15.54
785,00/02-20-061-07W6/0,25175,1,3571.65,3589.93,18.28
786,00/02-20-061-07W6/0,25175,2,3589.93,3593.59,3.66
787,00/02-20-061-07W6/0,25175,3,3593.59,3611.27,17.68
788,00/10-25-064-15W5/0,16608,1,2886.76,2903.83,17.07
789,00/10-25-064-15W5/0,16608,2,2903.83,2921.81,17.98
790,00/10-25-064-15W5/0,16608,3,2922.12,2930.65,8.53
791,00/10-25-064-15W5/0,16608,4,2930.65,2948.94,18.29
792,00/10-25-064-15W5/0,16608,5,2948.94,2967.53,18.59
793,00/10-19-058-18W5/0,21594,1,3418.94,3432.66,13.72
