,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,UWI,BHT,TrueTemp,Depth_SS(m),Field,TD (ft),Well_Id,Basin,TD_0,TD_1,TD_2,TD_3,TD_4,TD_5,TD_6,TD_7,TD_8,TD_9,TD_10,TD_11,TD_12,KB_0,KB_1,KB_2,KB_3,KB_4,KB_5,KB_6,KB_7,KB_8,KB_9,KB_10,KB_11,KB_12,Mud Wt_0,Mud Wt_1,Mud Wt_2,Mud Wt_3,Mud Wt_4,Mud Wt_5,Mud Wt_6,Mud Wt_7,Mud Wt_8,Mud Wt_9,Mud Wt_10,Mud Wt_11,Mud Wt_12,MW@Depth(KB)_0,MW@Depth(KB)_1,MW@Depth(KB)_2,MW@Depth(KB)_3,MW@Depth(KB)_4,MW@Depth(KB)_5,MW@Depth(KB)_6,MW@Depth(KB)_7,MW@Depth(KB)_8,MW@Depth(KB)_9,MW@Depth(KB)_10,MW@Depth(KB)_11,MW@Depth(KB)_12,Bottom_Hole_Location_X_0,Bottom_Hole_Location_Y_0,Elevation(f)_0,Elevation_Reference_0,Latitude_0,Longitude_0,Total_Depth(f)_0,X(f)_0,Y(f)_0,01_Wilcox_MD_ft_0,02_Midway_MD_ft_0,03_Navarro_MD_ft_0,04_Taylor_MD_ft_0,05_Anacacho_MD_ft_0,06_Austin_Chalk_MD_ft_0,07_Upper_Eagle_Ford_MD_ft_0,08_Lower_Eagle_Ford_MD_ft_0,09_Woodbine_MD_ft_0,10_Maness_MD_ft_0,11_Buda_MD_ft_0,12_Del_Rio_MD_ft_0,13_Georgetown_MD_ft_0,14_Edwards_MD_ft_0,15_Glen_Rose_MD_ft_0,16_Pearsal_MD_ft_0,17_James_Cow_Creek_MD_ft_0,18_Sligo_MD_ft_0,19_Cotton_Valley_MD_ft_0,td_0,Elevation_0,ElevationDatum_0,WGS84Latitude_0,WGS84Longitude_0,SurfLat_0,SurfLong_0,SurfaceLatitude_NAD83_0,SurfaceLongitude_NAD83_0,BottomLatitude_NAD83_0,BottomLongitude_NAD83_0,SurfaceLatitude_NAD27_0,SurfaceLongitude_NAD27_0,BottomLatitude_NAD27_0,BottomLongitude_NAD27_0,Measured Depth (ft)_0,Measured Depth (ft)_1,Measured Depth (ft)_2,Measured Depth (ft)_3,Total Vertical Depth (ft)_0,Total Vertical Depth (ft)_1,Total Vertical Depth (ft)_2,Total Vertical Depth (ft)_3,Spud Date_0,Spud Date_1,Spud Date_2,Spud Date_3,Completion Date_0,Completion Date_1,Completion Date_2,Completion Date_3,First Production Month_0,First Production Month_1,First Production Month_2,First Production Month_3,Elevation_0.1,Elevation_1,Elevation_2,Elevation_3,Oil Total Cum (bbl)_0,Oil Total Cum (bbl)_1,Oil Total Cum (bbl)_2,Oil Total Cum (bbl)_3,Gas Total Cum (mcf)_0,Gas Total Cum (mcf)_1,Gas Total Cum (mcf)_2,Gas Total Cum (mcf)_3,Water Total Cum (bbl)_0,Water Total Cum (bbl)_1,Water Total Cum (bbl)_2,Water Total Cum (bbl)_3,GOR Total Average_0,GOR Total Average_1,GOR Total Average_2,GOR Total Average_3,Plug Date_0,Plug Date_1,Plug Date_2,Plug Date_3,TD Date_0,TD Date_1,TD Date_2,TD Date_3,Drilling Days_0,Drilling Days_1,Drilling Days_2,Drilling Days_3,Last Production Month_0,Last Production Month_1,Last Production Month_2,Last Production Month_3,Gas Maximum (mcf)_0,Gas Maximum (mcf)_1,Gas Maximum (mcf)_2,Gas Maximum (mcf)_3,Gas Maximum Date_0,Gas Maximum Date_1,Gas Maximum Date_2,Gas Maximum Date_3,Oil Maximum (bbl)_0,Oil Maximum (bbl)_1,Oil Maximum (bbl)_2,Oil Maximum (bbl)_3,Oil Maximum Date_0,Oil Maximum Date_1,Oil Maximum Date_2,Oil Maximum Date_3,Water Maximum (bbl)_0,Water Maximum (bbl)_1,Water Maximum (bbl)_2,Water Maximum (bbl)_3,Water Maximum Date_0,Water Maximum Date_1,Water Maximum Date_2,Water Maximum Date_3,Liquid Injection Cum (bbl)_0,Liquid Injection Cum (bbl)_1,Liquid Injection Cum (bbl)_2,Liquid Injection Cum (bbl)_3,Gas Injection Cum (mcf)_0,Gas Injection Cum (mcf)_1,Gas Injection Cum (mcf)_2,Gas Injection Cum (mcf)_3,Bottom Hole Location X_m_NAD27_Zone 11N (120 W to 114 W)_0,Bottom Hole Location Y_m_NAD27_Zone 11N (120 W to 114 W)_0,Elevation(m above sea level)_0,01_Battle (Surbiton)[SSTVD] (m)_0,02_Lea_Park (Surbiton)[SSTVD] (m)_0,03_1st_White_Speckled_Shale (Surbiton)[SSTVD] (m)_0,04_2nd_White_Speckled_Shale (Surbiton)[SSTVD] (m)_0,05_Fish_scales (Surbiton)[SSTVD] (m)_0,06_Mannville_Top (Surbiton)[SSTVD] (m)_0,07_Ostracod_Beds (Surbiton)[SSTVD] (m)_0,08_Jurassic_Top (Surbiton)[SSTVD] (m)_0,09_Montney_Top (Surbiton)[SSTVD] (m)_0,10_Permian_Top (Surbiton)[SSTVD] (m)_0,11_Wabamun (Surbiton)[SSTVD] (m)_0,12_Winterburn (Surbiton)[SSTVD] (m)_0,13_Woodbend (Surbiton)[SSTVD] (m)_0,14_Duvernay_Top (Surbiton)[SSTVD] (m)_0,15_Beaverhill (Surbiton)[SSTVD] (m)_0,16_Elk_Point (Surbiton)[SSTVD] (m)_0,17_Precambrian Basement (Surbiton)[SSTVD] (m)_0,Elevation Meters_0,ElevationDatum_0.1,TD meters_0,SurfaceLatitude_NAD83_0.1,SurfaceLongitude_NAD83_0.1,BottomLatitude_NAD83_0.1,BottomLongitude_NAD83_0.1,SurfaceLatitude_NAD27_0.1,SurfaceLongitude_NAD27_0.1,BottomLatitude_NAD27_0.1,BottomLongitude_NAD27_0.1,Measured Depth (ft)_0.1,Total Vertical Depth (ft)_0.1,Spud Date_0.1,Completion Date_0.1,First Production Month_0.1,Elevation_0.2,Oil Total Cum (bbl)_0.1,Gas Total Cum (mcf)_0.1,Water Total Cum (bbl)_0.1,GOR Total Average_0.1,Plug Date_0.1,First Production Date_0,Elevation Drill Floor (ft)_0,Elevation Ground (ft)_0,Elevation Kelly Bushing (ft)_0,Last Production Month_0.1,Gas Maximum (mcf)_0.1,Gas Maximum Date_0.1,Oil Maximum (bbl)_0.1,Oil Maximum Date_0.1,Water Maximum (bbl)_0.1,Water Maximum Date_0.1,Yield Total Average_0,Unnamed: 0_y,Unnamed: 1,1200.0_GRWS,1500.0_GRWS,1800.0_GRWS,2100.0_GRWS,2400.0_GRWS,2700.0_GRWS,3000.0_GRWS,3300.0_GRWS,3600.0_GRWS,3900.0_GRWS,4200.0_GRWS,4500.0_GRWS,4800.0_GRWS,5100.0_GRWS,5400.0_GRWS,5700.0_GRWS,6000.0_GRWS,6300.0_GRWS,6600.0_GRWS,6900.0_GRWS,7200.0_GRWS,7500.0_GRWS,7800.0_GRWS,8100.0_GRWS,8400.0_GRWS,8700.0_GRWS,9000.0_GRWS,WellName,LogType,300.0_GRWS,600.0_GRWS,900.0_GRWS,9300.0_GRWS,9600.0_GRWS,9900.0_GRWS,10200.0_GRWS,10500.0_GRWS,10800.0_GRWS,11100.0_GRWS,11400.0_GRWS,11700.0_GRWS,12000.0_GRWS,12300.0_GRWS,12600.0_GRWS,12900.0_GRWS,13200.0_GRWS,13500.0_GRWS,13800.0_GRWS,14100.0_GRWS,14400.0_GRWS,14700.0_GRWS,15000.0_GRWS,15300.0_GRWS,15600.0_GRWS,15900.0_GRWS,16200.0_GRWS,16500.0_GRWS,16800.0_GRWS,17100.0_GRWS,17400.0_GRWS,17700.0_GRWS,18000.0_GRWS,18300.0_GRWS,18600.0_GRWS,18900.0_GRWS,19200.0_GRWS,19500.0_GRWS,19800.0_GRWS,20100.0_GRWS,20400.0_GRWS,20700.0_GRWS,21000.0_GRWS,21300.0_GRWS,21600.0_GRWS,21900.0_GRWS,22200.0_GRWS,22500.0_GRWS,22800.0_GRWS,23100.0_GRWS,23400.0_GRWS,23700.0_GRWS,24000.0_GRWS,Set,CLS_Lat,CLS_Long,CLS_Depth_ft,fmtn,Krig_Temp
426,426,426,426,100121706626W500,55.56,65.33,839.9999999999999,Duvernay,,100121706626W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441754.46,6063151.46,798.6,,,-125.2,-494.4,-757.7,-832.7,-1181.5,-1283.5,-1368.0,-1545.9,-2095.8,-2364.6,-2519.1,-2706.6,-2739.5,-2826.86,,798.6022,KB,3638.51697,54.714234,-117.905341,54.714234,-117.905341,54.714234,-117.905341,54.714234,-117.905341,11936.0,11936.0,1960-12-31,,,2608 GL,,,,,,,,2608.0,2621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.714234,-117.905341,11936.0,DVN,82.5504354558819
427,427,427,427,100121806005W500,33.89,41.52,307.20000000000005,Duvernay,,100121806005W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646963.06,6006816.19,683.4,,201.8,73.5,-110.6,-256.74,-334.9,-501.1,,,,-652.5,-864.1,-946.97,-1244.43,-1297.1,-1473.1,,683.3840200000001,KB,2181.82998,54.190322,-114.748625,54.190322,-114.748625,54.190322,-114.748625,54.190322,-114.748625,7156.0,7156.0,1962-02-21,,,2231 GL,,,,,,,,2231.0,2241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.190322,-114.748625,7156.0,DVN,56.43738462879428
428,428,428,428,100121806417W500,65.56,68.0,852.6499999999999,Duvernay,,100121806417W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527976.59,6043450.69,805.3,,8.6,-94.5,-334.7,-541.9,-616.3,-862.6,-912.2,-973.4,,-1352.1,-1578.2,-1752.3,-1967.5,-2027.5,-2148.8,,803.5645068000001,KB,3143.779859,54.539797,-116.56876,54.539797,-116.56876,54.539797,-116.56876,54.539797,-116.56876,10315.0,10315.0,1961-11-27,,,2628 GL,,,,,,,,2628.0,2641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.539797,-116.56876,10315.0,DVN,80.44867591780807
429,429,429,429,100122206319W500,60.0,,1023.8,Duvernay,,100122206319W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513332.65,6035285.87,787.3,,,-174.3,-442.6,-664.8,-745.8,-994.7,-1031.1,-1117.02,-1164.97,-1521.6,-1749.2,-1957.4,-2133.0,-2197.3,,,788.3240068000001,KB,3081.3242900000005,54.467029,-116.795461,54.467029,-116.795461,54.467029,-116.795461,54.467029,-116.795461,10108.0,10108.0,1959-10-06,1991-06-25,1961-12-01,2569 GL,826725.815,846955.192,59680.869,1024.469,,1959-12-10,,2569.0,2582.0,1977-08-01,65077.868,1961-12-01,63644.08,1961-12-01,6064.007,1976-10-01,976.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,54.467029,-116.795461,10108.0,DVN,85.92104611688032
430,430,430,430,100122506218W500,86.11,101.74,2142.2,Duvernay,,100122506218W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527925.99,6027373.59,872.3,,-68.0,-181.1,-439.9,-663.12,-729.1,-956.3,-999.3,-1073.1,-1100.41,-1434.4,-1650.89,-1775.8,-2027.9,-2095.8,-2218.4,,872.2138150000001,KB,3120.64478,54.395343,-116.571112,54.395343,-116.571112,54.395343,-116.571112,54.395343,-116.571112,10236.0,10236.0,1973-07-21,,,2848 GL,,,,,,,,2848.0,2861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.395343,-116.571112,10236.0,DVN,82.55662181777336
431,431,431,431,100122506919W500,54.44,66.84,708.1500000000001,Duvernay,,100122506919W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514922.29,6095227.51,828.8,,,190.5,-3.6,-210.9,-301.1,-599.0,-631.5,-702.8,-740.9,-1207.9,-1442.0,-1539.5,-1836.7,-1869.9,-1989.7,,828.7783900000001,KB,2840.8292,55.005652,-116.767923,55.005652,-116.767923,55.005652,-116.767923,55.005652,-116.767923,9321.0,9321.0,1973-02-27,,,2726 GL,,,,,,,,2726.0,2740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,55.005652,-116.767923,9321.0,DVN,71.2616644410767
432,432,432,432,100122806316W500,55.56,75.23,825.8,Duvernay,,100122806316W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541052.58,6037069.02,974.8,,23.5,-90.8,-326.1,-525.97,-604.4,-832.3,-858.6,-941.4,,-1268.5,-1504.7,-1656.79,-1881.8,-1945.2,-2064.1,,970.2986249,KB,3059.0731600000004,54.481571,-116.367536,54.481571,-116.367536,54.481571,-116.367536,54.481571,-116.367536,10036.0,10036.0,1966-01-10,,,3186 GL,,,,,,,,3186.0,3199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.481571,-116.367536,10036.0,DVN,77.82307831233187
433,433,433,433,100122905513W500,60.0,74.91,1251.65,Duvernay,,100122905513W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572176.85,5959734.16,797.1,459.4,-301.7,-411.7,-674.5,-889.7,-944.5,,,,,-1458.1,-1673.0,-1765.0,-2051.6,-2104.0,-2233.8,,797.07815,KB,3034.99317,53.783206,-115.905665,53.783206,-115.905665,53.783206,-115.905665,53.783206,-115.905665,9957.0,9957.0,1963-11-20,,,2602 GL,,,,,,,,2602.0,2615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.783206,-115.905665,9957.0,DVN,78.31620512900993
434,434,434,434,100122906818W500,54.44,,783.2,Duvernay,,100122906818W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518230.14,6085542.75,878.7,,226.4,132.9,-68.6,-280.76,-355.7,-621.8,-668.16,-748.9,-780.0,-1228.1,-1461.2,-1587.1,-1851.7,-1886.8,-2012.0,,876.2952209,KB,2997.8063500000003,54.918518,-116.716868,54.918518,-116.716868,54.918518,-116.716868,54.918518,-116.716868,9836.0,9836.0,1970-03-14,,,2871 GL,,,,,,,,2871.0,2884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,54.918518,-116.716868,9836.0,DVN,74.52403972036825
435,435,435,435,100123007807W500,52.3,,1053.1,Duvernay,,100123007807W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620231.61,6184246.4,667.9,,,,,357.4,309.9,,,,,-146.1,-413.4,-543.7,-814.37,-873.1,-1049.6,,667.9,KB,1764.5,55.790875,-115.083627,55.790875,-115.083627,55.790875,-115.083627,55.790875,-115.083627,5791.0,5791.0,1984-12-02,2002-10-28,1985-02-01,2175 GL,20250.671,6794.538,1245.398,335.522,,1985-02-15,,2175.0,2192.0,1994-11-01,264.86,1985-06-01,706.346,1985-03-01,101.895,1985-03-01,2980.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,55.790875,-115.083627,5791.0,DVN,59.85820368781087
436,436,436,436,100123305513W500,58.89,64.16,901.4500000000002,Duvernay,,100123305513W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573792.16,5961363.99,846.1,481.6,-284.7,-393.2,-652.9,-846.57,-921.1,-1089.2,-1142.84,,,-1434.1,-1638.45,-1759.56,-2025.4,-2074.5,-2208.0,,846.1220790000001,KB,3065.199841000001,53.797633,-115.880805,53.797633,-115.880805,53.797633,-115.880805,53.797633,-115.880805,10056.0,10056.0,1962-12-15,1968-08-23,,2762 GL,,,,,,1963-10-26,,2762.0,2776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.797633,-115.880805,10056.0,DVN,77.77312605400306
437,437,437,437,100123306820W500,43.33,,414.10000000000014,Duvernay,,100123306820W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500224.27,6087033.59,744.3,,,123.4,-108.5,-315.2,-376.4,-713.9,-725.1,-805.4,-881.5,-1374.1,-1610.6,-1736.8,-2003.5,-2033.3,-2150.4,,744.3460200000001,KB,2938.6732100000004,54.932235,-116.99778,54.932235,-116.99778,54.932235,-116.99778,54.932235,-116.99778,9639.0,9639.0,1967-01-30,,,2428 GL,,,,,,,,2428.0,2441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,54.932235,-116.99778,9639.0,DVN,71.07299053387315
438,438,438,438,100123405407W500,46.67,61.58,811.05,Duvernay,,100123405407W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634960.91,5953010.6,746.8,,-49.6,-162.4,-385.2,-534.0,-613.8,,-789.4,,,-988.1,-1182.37,-1322.37,-1566.21,-1620.6,-1789.1,,746.845462,KB,2566.5002000000004,53.710327,-114.956279,53.710327,-114.956279,53.710327,-114.956279,53.710327,-114.956279,8419.0,8419.0,1964-12-20,,,2438 GL,,,,,,,,2438.0,2451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.710327,-114.956279,8419.0,DVN,60.56701768135655
439,439,439,439,100123506118W500,50.56,63.0,776.2,Duvernay,,100123506118W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526251.75,6019264.26,831.8,,,-237.1,-503.8,-769.0,-795.8,-1019.9,-1051.9,-1141.0,-1185.4,-1497.5,-1729.7,-1879.1,-2104.22,-2156.8,,,839.0261022000001,KB,3102.996281,54.322546,-116.597555,54.322546,-116.597555,54.322546,-116.597555,54.322546,-116.597555,10180.0,10180.0,1976-02-27,2012-10-31,1983-08-01,2717 GL,4399.729,3238291.401,6201.127,736020.651,,1983-08-25,,2717.0,2730.0,2020-11-01,32450.648,1984-03-01,137.747,1987-08-01,486.831,2012-11-01,1.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.322546,-116.597555,10180.0,DVN,83.27353592557226
440,440,440,440,100123506318W500,69.2,70.12,971.3,Duvernay,,100123506318W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524903.48,6038669.2,805.7,,-46.3,-129.8,-380.6,-594.3,,-910.3,-972.8,-1025.3,,-1412.8,-1632.8,-1734.3,-2015.8,-2081.3,-2195.3,,805.7,KB,3040.3,54.497004,-116.616739,54.497004,-116.616739,54.497004,-116.616739,54.497004,-116.616739,9974.0,9974.0,2000-10-31,2002-04-25,,2625 GL,,,,,,,,2625.0,2644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.497004,-116.616739,9974.0,DVN,82.28228399857004
441,441,441,441,100123506419W500,37.78,109.1111111,972.9000000000002,Duvernay,,100123506419W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514917.04,6048240.64,750.4,,13.7,-91.5,-343.8,-559.9,-644.7,-876.6,-938.5,-1009.2,,-1435.9,-1699.6,-1833.7,-2047.4,-2107.4,,,750.106929,KB,2959.7051,54.583393,-116.770441,54.583393,-116.770441,54.583393,-116.770441,54.583393,-116.770441,9711.0,9711.0,1962-10-13,1996-04-25,1962-11-01,2448 GL,4200386.593,5910421.583,5830903.053,1407.114,,1962-11-24,,2448.0,2461.0,2008-11-01,70548.11,1983-06-01,48430.285,1983-06-01,73360.579,1989-05-01,710.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.583393,-116.770441,9711.0,DVN,83.17640258665222
442,442,442,442,100123606419W500,69.0,70.62,1004.35,Duvernay,,100123606419W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516481.09,6048254.95,762.6,,11.8,-86.7,-339.7,-561.21,-637.41,-874.7,-914.2,-999.6,,-1426.6,-1664.4,-1816.4,-2043.2,-2103.4,-2214.2,,762.6,KB,3015.0,54.583379,-116.746213,54.58341,-116.74629,54.583379,-116.746213,54.58341,-116.74629,9892.0,9892.0,1986-12-31,1991-02-24,1991-02-01,2480 GL,1.258,0.0,0.0,0.0,,,,2480.0,2503.0,1991-02-01,0.0,1991-02-01,1.258,1991-02-01,0.0,1991-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.583379,-116.746213,9892.0,DVN,82.91348246324088
