,01.Well Identifier,02.Well Confidential Type,03.Well Name,04.Drilling Contractor BA Id,05.Drill Rig No,06.AER Classification,07.Spud Date,08.Final Drill Date,09.Rig Release Date,10.Plugback Depth,11.Kelly Bushing Elevation,12.Final Total Depth,13.Max True Vertical Depth
133,00/16-11-030-25W4/0,Non Confidential,PCI COSWAY 16-11-30-25,0Y45,9,New Pool Wildcat,10/19/1988 00:00:00,11-Nov-1988,11/19/1988 00:00:00,0.0,883.9,2692.0,0.0
134,00/10-30-032-23W4/0,Non Confidential,CANTERRA ET AL TWINING 10-30-32-23,878,1,Deeper Pool Test,8/27/1988 00:00:00,17-Sep-1988,9/23/1988 00:00:00,0.0,887.5,2564.0,0.0
135,02/10-14-033-24W4/0,Non Confidential,NORWICH ET AL TWINING 10-14-33-24,0Z87,5,New Pool Wildcat EGW,2/4/1988 00:00:00,26-Feb-1988,2/29/1988 00:00:00,0.0,891.6,2530.0,0.0
136,00/15-01-063-18W5/0,Non Confidential,CVE KAYBOB 15-1-63-18,0Y45,7,Development,1/10/1985 00:00:00,11-Feb-1985,2/17/1985 00:00:00,0.0,892.1,3130.0,0.0
137,00/05-31-062-24W5/0,Non Confidential,CNRL WAHIGAN 5-31-62-24,0Y55,48,New Pool Wildcat,1/9/1997 00:00:00,13-Feb-1997,2/20/1997 00:00:00,,896.8,3770.0,
138,00/14-02-063-10W5/0,Non Confidential,SULPETRO EAG JUDY 14-2-63-10,0Y55,35,New Pool Wildcat IEW,11/28/1983 00:00:00,26-Dec-1983,,0.0,894.2,2560.0,0.0
139,00/16-36-069-18W5/0,Non Confidential,LINK ET AL SNIPE LAKE 16-36-69-18,,,Development,12/31/1979 00:00:00,27-Jan-1980,,0.0,894.0,2765.0,0.0
140,00/16-36-029-23W4/0,Non Confidential,BP TRICAL CARBON 16-36-29-23,0ZA1,11,Deeper Pool Test,8/23/1989 00:00:00,06-Sep-1989,9/12/1989 00:00:00,0.0,899.0,2471.0,0.0
141,00/16-27-032-24W4/0,Non Confidential,QUINTANA ET AL TWIN 16-27-32-24,0Z17,7,Deeper Pool Test EGW,4/1/1987 00:00:00,21-Apr-1987,4/27/1987 00:00:00,0.0,901.1,2600.0,0.0
142,00/15-20-054-16W5/0,Non Confidential,NORCEN SHERRITT WOLF 15-20-54-16,,,New Pool Wildcat IEW,6/28/1981 00:00:00,06-Aug-1981,,0.0,901.2,3505.0,0.0
143,00/07-34-053-15W5/0,Non Confidential,CANTERRA NORCEN ROSEVEAR 7-34-53-15,0X52,4,New Pool Wildcat,2/13/1988 00:00:00,17-Mar-1988,3/24/1988 00:00:00,0.0,904.1,3398.0,0.0
144,00/14-15-036-21W4/0,Non Confidential,BEARSPAW FENNW 14-15-36-21,,,New Field Wildcat,2/5/1960 00:00:00,11-Mar-1960,,1427.1,907.7,2300.6,
145,00/07-01-048-10W5/0,Non Confidential,AMOCO HB PEMBINA 7-1-48-10,,,Deeper Pool Test IEW,10/11/1980 00:00:00,18-Dec-1980,,2745.0,911.6,3430.0,0.0
146,00/09-17-034-25W4/0,Non Confidential,PINE CLIFF THREEHCK 9-17-34-25,,,New Field Wildcat,6/4/1959 00:00:00,22-Jul-1959,,1745.6,909.8,2642.0,2641.87
147,00/11-36-062-25W5/0,Non Confidential,RAX CHEVRON WASKAHIGAN 11-36-62-25,0X84,5,Development,10/16/1997 00:00:00,03-Dec-1997,12/13/1997 00:00:00,0.0,904.3,3795.0,0.0
148,00/06-11-033-24W4/0,Non Confidential,PINE CLIFF TWINING 6-11-33-24,0X46,12,Deeper Pool Test EGW,12/28/1986 00:00:00,20-Jan-1987,1/27/1987 00:00:00,1828.0,911.4,2560.0,0.0
149,00/14-02-066-01W6/0,Non Confidential,Canlin  14-2-66-1,0Z41,17,New Pool Wildcat,6/4/1995 00:00:00,23-Jul-1995,7/28/1995 00:00:00,0.0,914.6,3889.0,0.0
150,00/15-35-044-02W5/0,Non Confidential,CVE PEMBINA 15-35-44-2,0X98,21,Deeper Pool Test EGW,12/31/1987 00:00:00,16-Feb-1988,2/20/1988 00:00:00,0.0,914.2,2938.0,0.0
151,00/10-12-063-15W5/0,Non Confidential,EEL SAKWA 10-12-63-15,0Y52,85,Development,3/7/1997 00:00:00,27-Mar-1997,4/1/1997 00:00:00,0.0,915.0,2906.0,0.0
152,00/11-26-053-15W5/0,Non Confidential,HOMESTEAD ET AL ROSEVEAR 11-26-53-15,,,Development,9/27/1978 00:00:00,29-Oct-1978,,0.0,915.6,3406.0,0.0
153,00/10-34-032-21W4/0,Non Confidential,FORGOTSON-BURK ROWLEY W 10-34-32-21,,,New Field Wildcat,10/15/1962 00:00:00,18-Nov-1962,,0.0,919.3,2201.9,0.0
154,00/11-06-064-26W5/0,Non Confidential,CHEVRON SIMONETTE 11-6-64-26,0ZC9,20,New Pool Wildcat,1/11/1991 00:00:00,09-Mar-1991,3/15/1991 00:00:00,1900.0,923.4,4048.0,0.0
155,00/16-34-063-26W5/0,Non Confidential,TRILOGY SIMON 2-3-64-26,0ZC9,20,Outpost,8/23/1995 00:00:00,03-Oct-1995,11/16/1995 00:00:00,3100.0,921.7,3912.0,3911.74
156,00/14-01-031-23W4/0,Non Confidential,MOBIL OIL EQUITY SOUTH 14-1-31-23,,,New Field Wildcat,8/10/1957 00:00:00,01-Oct-1957,,0.0,922.6,2542.9,0.0
157,00/12-14-067-08W5/0,Non Confidential,PRODECO ET AL ETHEL 12-14-67-8,0X98,3,Development,11/17/1984 00:00:00,10-Dec-1984,12/16/1984 00:00:00,0.0,928.0,2345.0,0.0
158,00/06-22-033-25W4/0,Non Confidential,UCEL ET AL TWINING 6-22-33-25,0Z41,19,New Pool Wildcat,7/28/1992 00:00:00,25-Aug-1992,8/31/1992 00:00:00,0.0,927.9,2648.0,0.0
159,00/06-14-031-27W4/0,Non Confidential,GULF ET AL LPINECK 6-14-31-27,0L82,16,New Pool Wildcat,7/27/1988 00:00:00,26-Aug-1988,8/30/1988 00:00:00,0.0,930.2,2848.0,2847.57
160,00/09-18-049-09W5/0,Non Confidential,AMOCO HB PEMBINA 9-18-49-9,0T62,,Deeper Pool Test IEW,9/24/1980 00:00:00,22-Dec-1980,,2575.0,926.9,3300.0,0.0
161,00/10-25-065-27W5/0,Non Confidential,BP BASELINE 10-25-65-27,,,New Fld Wildcat IEW,1/19/1981 00:00:00,13-Apr-1981,,,927.9,3875.0,3862.29
162,00/10-36-043-01W5/0,Non Confidential,SACHS NO. 10,,,New Field Wildcat,10/26/1955 00:00:00,17-Jan-1956,,0.0,936.7,2526.8,0.0
163,00/09-06-052-11W5/0,Non Confidential,IMPERIAL CYNTHIA NO. 9-6-52-11,,,New Field Wildcat,3/13/1954 00:00:00,05-Sep-1954,,0.0,940.6,3114.1,0.0
164,00/14-20-053-15W5/0,Non Confidential,CHEVRON ET AL ROSEVEAR 14-20-53-15,0T62,,New Pool Wildcat IEW,6/4/1979 00:00:00,28-Jul-1979,,0.0,940.5,3520.0,0.0
165,00/06-24-065-17W5/0,Non Confidential,TRILOGY ET AL KAYBOB 6-24-65-17,,,New Pool Wildcat IEW,2/25/1979 00:00:00,26-Mar-1979,,2455.0,944.5,3007.0,
166,00/09-29-065-15W5/0,Non Confidential,DOME ET AL MEEKWAP 9-29-65-15,0T62,,New Pool Wildcat IEW,3/7/1984 00:00:00,31-Mar-1984,,0.0,946.7,2890.0,0.0
167,00/08-34-034-25W4/0,Non Confidential,MURPHY ET AL THREEHCK 8-34-34-25,0Y45,6,Deeper Pool Test IEW,5/4/1984 00:00:00,27-May-1984,6/2/1984 00:00:00,0.0,943.7,2470.0,0.0
168,00/10-28-052-16W5/0,Non Confidential,HOME PACIFIC EDSON 10-28-52-16,,,New Field Wildcat,7/31/1962 00:00:00,31-Oct-1962,,0.0,944.0,3648.5,0.0
169,00/10-28-062-12W5/0,Non Confidential,TRI LINK ET AL CARSONN 10-28-62-12,,,New Pool Wildcat,9/16/1980 00:00:00,17-Oct-1980,,0.0,944.6,2654.0,0.0
170,00/11-26-058-14W5/0,Non Confidential,SAMEDAN ET AL GROAT 11-26-58-14,,,New Field Wildcat,8/7/1971 00:00:00,01-Sep-1971,,0.0,946.1,3055.0,0.0
171,00/06-13-052-16W5/0,Non Confidential,CCS EDSON 6-13-52-16,,,New Pool Wildcat IEW,1/17/1982 00:00:00,04-Apr-1982,,0.0,946.4,3677.0,0.0
172,00/01-18-044-03W5/0,Non Confidential,ICGR ET AL WROSES 1-18-44-3,0Y45,1,New Pool Wildcat IEW,3/20/1985 00:00:00,14-Apr-1985,4/21/1985 00:00:00,0.0,946.9,2792.0,0.0
173,00/04-05-062-15W5/0,Non Confidential,TRILOGY WIND 4-5-62-15,,,New Pool Wildcat,11/8/1979 00:00:00,11-Feb-1980,,2468.0,953.9,3048.0,
174,00/06-10-052-16W5/0,Non Confidential,CAN DELHI ET AL WOLF 6-10-52-16,,,New Field Wildcat,2/20/1969 00:00:00,18-Apr-1969,,0.0,953.1,3726.5,0.0
175,00/01-23-064-27W5/0,Non Confidential,TRILOGY SIMON 1-23-64-27,0ZF9,7,Development,3/2/1995 00:00:00,19-Apr-1995,4/24/1995 00:00:00,,960.2,4000.0,
176,02/14-20-047-09W5/0,Non Confidential,AMOCO ET AL PEMBINA 14-20-47-9,,,Deeper Pool Test IEW,12/14/1978 00:00:00,14-Mar-1979,,2634.0,956.3,3454.6,0.0
177,00/16-01-061-22W5/0,Non Confidential,WESTFIRE BIGSTONE 16-1-61-22,,,New Pool Wildcat IEW,2/27/1982 00:00:00,29-Apr-1982,,,963.3,3700.0,
178,00/11-14-064-27W5/0,Non Confidential,TRILOGY SIMON 11-14-64-27,0ZF9,7,Development,7/16/1995 00:00:00,10-Sep-1995,9/12/1995 00:00:00,3962.0,969.4,4023.0,
179,00/06-29-061-18W5/0,Non Confidential,TARRAGON ET AL FOX CREEK 6-29-61-18,,,Deeper Pool Test IEW,9/26/1982 00:00:00,01-Nov-1982,,0.0,971.9,3374.0,0.0
180,00/08-18-052-14W5/0,Non Confidential,HB DEB ET AL CARROT CREEK 8-18-52-14,,,New Pool Wildcat IEW,2/20/1981 00:00:00,04-Apr-1981,,0.0,960.7,3532.0,0.0
181,00/02-15-034-26W4/0,Non Confidential,Vantage WIM 2-15-34-26,0Z41,95,Deeper Pool Test,12/1/1998 00:00:00,19-Dec-1998,12/21/1998 00:00:00,2296.0,976.9,2740.0,0.0
182,00/04-23-040-07W5/0,Non Confidential,PURE TPC&O BAYSEL BINGLEY 4-23-40-7,,,New Field Wildcat,12/13/1959 00:00:00,08-Mar-1960,,0.0,982.4,3606.4,0.0
183,00/07-01-041-03W5/0,Non Confidential,CHEVRON ET AL GILBY 7-1-41-3,878,20,Deeper Pool Test EGW,11/22/1986 00:00:00,28-Dec-1986,1/10/1987 00:00:00,0.0,984.9,3170.0,3169.6
184,00/03-22-052-19W5/0,Non Confidential,SEAGULL ET AL EDSON 3-22-52-19,0T62,,New Pool Wildcat IEW,8/15/1978 00:00:00,28-Nov-1978,,3365.0,988.8,4241.0,0.0
185,00/10-09-062-23W5/0,Non Confidential,AMOCO TONY 10-9-62-23,,,New Pool Wildcat IEW,6/9/1978 00:00:00,09-Aug-1978,,2440.0,985.1,3747.2,0.0
186,00/07-25-044-10W5/0,Non Confidential,DEKALB O'CHIESE 7-25-44-10,,,New Pool Wildcat IEW,11/22/1980 00:00:00,19-Feb-1981,,2960.0,989.8,3718.0,3717.52
187,02/06-10-038-05W5/0,Non Confidential,YANGARRA WILLGR 6-10-38-5,0Y45,10,New Pool Wildcat,3/29/1989 00:00:00,23-Apr-1989,5/6/1989 00:00:00,0.0,1000.7,3358.0,0.0
188,00/03-09-065-12W5/0,Non Confidential,1976082 VIRG 3-9-65-12,,,Development,10/27/1978 00:00:00,17-Nov-1978,,,1001.2,2734.0,
189,00/04-35-050-18W5/0,Non Confidential,HARVEST ANSELL 4-35-50-18,0Y52,632,New Pool Wildcat,1/12/1998 00:00:00,11-Apr-1998,4/16/1998 00:00:00,,1002.4,4095.0,
190,00/06-21-051-18W5/0,Non Confidential,TOURMALINE EDSON 6-21-51-18,878,26,New Pool Wildcat EGW,11/25/1985 00:00:00,24-Jan-1986,2/3/1986 00:00:00,3650.0,1005.0,4115.0,0.0
191,00/06-06-065-15W5/0,Non Confidential,EEL TWOCK 6-6-65-15,,,New Fld Wildcat IEW,11/20/1979 00:00:00,06-Jan-1980,,1915.0,1016.6,2995.0,0.0
192,00/13-24-055-22W5/0,Non Confidential,PEYTO SUNDANCE 13-24-55-22,,,Outpost IEW,12/11/1980 00:00:00,05-Mar-1981,,3100.0,1018.6,4183.0,
193,00/11-25-062-16W5/0,Non Confidential,FINA ET AL CHIC 11-25-62-16,,,New Pool Wildcat IEW,10/1/1978 00:00:00,07-Nov-1978,,1964.0,1025.1,3113.0,0.0
194,00/06-12-042-11W5/0,Non Confidential,CDN-SUP ET AL BREWSTER CK 6-12-42-11,,,Development,1/15/1962 00:00:00,02-May-1962,,,1029.0,4145.3,4143.71
195,00/02-35-062-12W5/0,Non Confidential,MOBIL JUDYS 2-35-62-12,0Y52,3,Development,1/7/1982 00:00:00,29-Jan-1982,,0.0,1039.7,2755.0,0.0
196,00/06-25-064-12W5/0,Non Confidential,FOREST ET AL JUDY CREEK 6-25-64-12,,,Deeper Pool Test IEW,11/20/1982 00:00:00,10-Dec-1982,,1605.0,1029.4,2765.0,0.0
197,02/09-23-040-09W5/0,Non Confidential,NORCEN ET AL FERR 9-23-40-9,,,New Field Wildcat,1/20/1956 00:00:00,16-Jun-1956,,2330.8,1053.1,3995.9,0.0
198,00/09-29-055-18W5/0,Non Confidential,BEC PINE CK 9-29-55-18,0Y52,89,New Pool Wildcat,11/11/1996 00:00:00,17-Dec-1996,12/24/1996 00:00:00,0.0,1058.0,3785.0,3784.73
199,00/07-05-058-18W5/0,Non Confidential,HB ET AL KAYBOBS 7-5-58-18,,,New Pool Wildcat IEW,3/18/1980 00:00:00,14-May-1980,,0.0,1053.1,3624.0,0.0
200,00/11-16-049-14W5/0,Non Confidential,UNION ET AL WESTPEM 11-16-49-14,,,New Pool Wildcat IEW,2/5/1979 00:00:00,12-May-1979,,3290.0,1085.0,3922.0,0.0
201,00/11-01-056-18W5/0,Non Confidential,MARATHON ET AL SHINBK 11-1-56-18,0X68,37,New Pool Wildcat IEW,7/28/1980 00:00:00,20-Sep-1980,,0.0,1097.0,3736.0,0.0
202,00/05-07-056-24W5/0,Non Confidential,TOURMALINE WILD RIV 5-7-56-24,,,New Fld Wildcat IEW,6/6/1980 00:00:00,13-Jul-1980,,2222.6,1103.6,2318.0,0.0
203,00/10-01-056-19W5/0,Non Confidential,BEC PINE CK 10-1-56-19,0ZA3,27,New Pool Wildcat,7/16/1992 00:00:00,11-Sep-1992,9/15/1992 00:00:00,0.0,1110.3,3870.0,0.0
204,00/06-36-063-12W5/0,Non Confidential,IMPERIAL VIRGINIA HILLS 6-36-63-12,,,New Field Wildcat,3/30/1956 00:00:00,16-Jul-1956,,0.0,1130.2,3264.4,0.0
205,00/14-17-055-19W5/0,Non Confidential,GENESIS ET AL MARLBORO 14-17-55-19,,,New Pool Wildcat,7/7/1970 00:00:00,31-Aug-1970,,0.0,1143.6,4010.3,0.0
206,00/04-12-066-13W5/0,Non Confidential,JOFFRE RUPERTS VIRGHILLS 4-12-66-13,,,Development,5/2/1980 00:00:00,27-May-1980,,0.0,1145.5,2900.0,0.0
207,00/03-26-049-20W5/0,Non Confidential,GULF ET AL MITCHELL 3-26-49-20,0X84,21,New Fld Wildcat IEW,11/16/1983 00:00:00,17-Feb-1984,,3645.8,1143.7,4711.0,0.0
208,00/06-29-045-14W5/0,Non Confidential,AQUIT BRAZR 6-29-45-14,,,New Pool Wildcat IEW,3/5/1979 00:00:00,19-Jun-1979,,0.0,1155.1,4891.0,4889.89
209,00/16-09-066-13W5/0,Non Confidential,LYLETON ET AL VIRGHILLS 16-9-66-13,0X01,23,New Pool Wildcat,9/30/1984 00:00:00,18-Oct-1984,11/5/1984 00:00:00,0.0,1171.9,2939.0,0.0
210,00/02-32-064-13W5/0,Non Confidential,PEMBINA ET AL VIRGHILLS 2-32-64-13,0BP6,5,Outpost,1/9/1985 00:00:00,08-Feb-1985,2/13/1985 00:00:00,0.0,1166.9,2920.0,0.0
211,02/11-22-044-16W5/0,Non Confidential,TIDEWATER BLACKST 11-22-44-16,0Y27,32,Development,5/22/1987 00:00:00,05-Oct-1987,10/21/1987 00:00:00,0.0,1175.1,4820.0,0.0
212,00/11-22-044-16W5/0,Non Confidential,TIDEWATER BLACKST 11-22-44-16,,,New Fld Wildcat IEW,11/17/1978 00:00:00,02-Apr-1979,,0.0,1168.7,4805.0,0.0
213,00/06-26-047-15W5/0,Non Confidential,CVE BRAZR 6-26-47-15,,,Deeper Pool Test,1/6/1960 00:00:00,03-May-1960,,0.0,1175.6,4262.9,0.0
214,00/03-12-045-17W5/0,Non Confidential,AMOCO BLACKSTONE 3-12-45-17,,,New Pool Wildcat IEW,5/15/1980 00:00:00,18-Sep-1980,,0.0,1177.3,4833.0,0.0
215,00/11-14-066-13W5/0,Non Confidential,CPEC VIRG 11-14-66-13,0Y27,4,Outpost,10/7/1984 00:00:00,31-Oct-1984,11/6/1984 00:00:00,0.0,1193.9,2957.0,0.0
216,00/11-25-047-18W5/0,Non Confidential,Canlin HANLAN 11-25-47-18,,,Development,7/14/1981 00:00:00,07-Oct-1981,,0.0,1222.9,4665.0,4664.06
217,00/10-07-047-17W5/0,Non Confidential,ACL HANLAN 10-7-47-17,,,Development,8/6/1979 00:00:00,27-Dec-1979,,0.0,1246.8,4708.0,0.0
218,00/04-10-078-24W5/0,Non Confidential,WHITE ROSE ET AL WATINO 4-10-78-24,,,New Field Wildcat,10/23/1961 00:00:00,23-Dec-1961,,0.0,383.4,2412.5,0.0
219,00/08-23-043-16W5/0,Non Confidential,SHELL STOLBERG 8-23-43-16,0Y52,3,New Pool Wildcat IEW,7/1/1980 00:00:00,28-Dec-1980,,0.0,1278.3,5075.0,5066.18
220,00/01-09-040-12W5/0,Non Confidential,CANTERRA GULF PHOENIX 1-9-40-12,0X84,24,New Fld Wildcat IEW,12/29/1983 00:00:00,19-Apr-1984,,3229.0,1283.8,4815.0,0.0
221,00/04-04-036-10W5/0,Non Confidential,NORTHROCK ET AL RICINW 4-4-36-10,0Y52,617,Outpost,6/25/1998 00:00:00,26-Jul-1998,7/29/1998 00:00:00,0.0,1535.7,1885.0,1881.37
222,00/11-22-055-12W4/0,Non Confidential,WHITE ROSE DUVERNAY 11-22-55-12,,,Development,8/29/1961 00:00:00,08-Sep-1961,,0.0,593.8,1286.6,0.0
223,00/10-33-061-27W4/0,Non Confidential,SHELL WESTLOCK 10-33-61-27,,,New Field Wildcat,1/4/1966 00:00:00,01-Feb-1966,,0.0,616.6,2087.9,0.0
224,00/10-27-060-27W4/0,Non Confidential,SEQUOIA WESTLOCK 10-27-60-27,,,Deeper Pool Test,10/20/1965 00:00:00,12-Nov-1965,,0.0,621.8,1969.0,0.0
225,06/14-11-055-22W4/0,Non Confidential,DOW 103B FTSASK NACL 14-11-55-22,,,Other,3/27/1977 00:00:00,02-May-1977,,0.0,633.1,1926.3,0.0
226,00/10-16-060-27W4/0,Non Confidential,CHEVRON WESTLOCK 10-16-60-27,,,Deeper Pool Test,10/13/1965 00:00:00,11-Nov-1965,,0.0,634.0,2051.3,0.0
227,00/04-07-059-20W4/0,Non Confidential,WHITE ROSE RADWAY 4-7-59-20,,,New Field Wildcat,6/8/1960 00:00:00,19-Jun-1960,,0.0,638.3,1280.2,0.0
228,00/10-21-075-19W5/0,Non Confidential,IMP IROQUOIS 10-21-75-19,,,Development,12/2/1961 00:00:00,11-Jan-1962,,0.0,648.9,2463.1,0.0
229,00/01-27-060-26W4/0,Non Confidential,IMP-BAYSEL RIVERDALE NO. 1-27-60-26,,,New Field Wildcat,12/6/1955 00:00:00,08-Feb-1956,,0.0,650.1,2291.5,0.0
230,00/02-06-059-04W5/0,Non Confidential,GRT PLNS THUNDER LK 2-6-59-4,,,New Field Wildcat,5/20/1962 00:00:00,23-Jun-1962,,0.0,652.6,2347.0,0.0
231,00/07-32-078-10W5/0,Non Confidential,DEVON GIFT 7-32-78-10,,,New Fld Wildcat IEW,1/13/1973 00:00:00,02-Feb-1973,,,653.5,1797.7,1797.57
232,00/03-21-069-21W5/0,Non Confidential,QUINTANA ET AL STURLS 3-21-69-21,,,New Pool Wildcat,6/21/1971 00:00:00,12-Jul-1971,,0.0,653.2,2871.2,0.0
233,00/10-17-053-23W4/0,Non Confidential,WBPINC. DISP EDMONTON 10-17-53-23,,,New Field Wildcat,7/17/1965 00:00:00,01-Aug-1965,,1286.9,654.7,1855.3,
234,00/10-12-071-21W5/0,Non Confidential,KEWANEE MULE CK SMOKY 10-12-71-21,,,New Field Wildcat,8/11/1964 00:00:00,09-Sep-1964,,0.0,658.4,2758.4,0.0
235,00/10-10-078-09W5/0,Non Confidential,SHELL ET AL NIPISI 10-10-78-9,,,New Field Wildcat,1/28/1962 00:00:00,19-Feb-1962,,0.0,662.9,1881.5,0.0
236,00/10-35-059-03W5/0,Non Confidential,HOME BARRHEAD 10-35-59-3,,,New Field Wildcat,10/23/1964 00:00:00,05-Dec-1964,,0.0,667.5,2514.0,0.0
237,00/12-18-060-05W5/0,Non Confidential,GRT PLNS B.A. THUNDER LK 12-18-60-5,,,New Field Wildcat,2/21/1962 00:00:00,29-Mar-1962,,0.0,683.4,2180.8,0.0
238,00/16-20-054-25W4/0,Non Confidential,CALSTAN WEST CDN CAMAO 16-20-54-25,,,Deeper Pool Test,12/3/1960 00:00:00,01-Jan-1961,,0.0,691.3,1941.6,0.0
239,00/11-15-068-02W6/0,Non Confidential,PCI AMMIN ECONOMY 11-15-68-2,,,New Fld Wildcat IEW,8/12/1976 00:00:00,11-Oct-1976,,1634.3,693.7,3604.3,0.0
240,00/07-06-065-04W5/0,Non Confidential,MICH WIS PAN AM IOE TIMEU 7-6-65-4,,,New Field Wildcat,7/28/1968 00:00:00,23-Aug-1968,,0.0,701.3,2411.0,0.0
241,00/01-01-070-20W5/0,Non Confidential,SAMEDAN ET AL SUNSET 1-1-70-20,,,New Pool Wildcat,3/11/1971 00:00:00,01-Apr-1971,,0.0,701.0,2767.6,0.0
242,00/15-36-078-12W5/0,Non Confidential,CHEVRON GIFT LAKE 15-36-78-12,,,New Fld Wildcat IEW,1/27/1976 00:00:00,13-Feb-1976,,0.0,699.8,1925.7,0.0
243,00/10-29-066-25W5/0,Non Confidential,AMOCO A-1 NW ANTE 10-29-66-25,,,New Pool Wildcat,9/9/1973 00:00:00,19-Oct-1973,,0.0,707.1,3422.9,0.0
244,00/15-28-067-21W5/0,Non Confidential,IOSEGUN NO. 15-28,,,New Field Wildcat,3/21/1954 00:00:00,13-Aug-1954,,0.0,706.5,2999.8,0.0
245,00/11-11-078-12W5/0,Non Confidential,CHEVRON GIFT LAKE 11-11-78-12,,,New Fld Wildcat IEW,2/22/1976 00:00:00,07-Mar-1976,,0.0,705.0,2007.1,0.0
246,00/10-34-070-20W5/0,Non Confidential,SINCLAIR ET AL SUNSET 10-34-70-20,,,New Field Wildcat,2/27/1965 00:00:00,23-Mar-1965,,0.0,702.6,2761.5,0.0
247,00/09-01-077-16W5/0,Non Confidential,PENN WEST HEARTR 9-1-77-16,,,New Fld Wildcat IEW,3/4/1977 00:00:00,01-Apr-1977,,0.0,708.4,2289.0,0.0
248,00/07-23-048-11W4/0,Non Confidential,PINE CLIFF VIK-KINS 7-23-48-11,,,Deeper Pool Test,11/29/1971 00:00:00,18-Dec-1971,,644.7,710.2,1360.3,0.0
249,00/11-30-069-19W5/0,Non Confidential,COX AZTEC SUNSET 11-30-69-19,,,Deeper Pool Test,11/27/1971 00:00:00,17-Dec-1971,,0.0,709.6,2777.9,0.0
250,00/11-09-052-26W4/0,Non Confidential,SUN ET AL YEKAU 11-9-52-26,,,New Pool Wildcat,11/1/1972 00:00:00,21-Nov-1972,,0.0,714.5,2115.3,0.0
251,00/06-23-072-18W5/0,Non Confidential,QUINTANA ET AL SNIPE 6-23-72-18,,,Deeper Pool Test IEW,2/26/1977 00:00:00,22-Mar-1977,,0.0,715.4,2557.3,0.0
252,00/07-05-077-08W5/0,Non Confidential,CDN-SUP ET AL NIPISI 7-5-77-8,,,New Pool Wildcat IEW,3/3/1976 00:00:00,23-Mar-1976,,0.0,718.7,2008.6,0.0
253,00/10-18-043-16W4/0,Non Confidential,SUN ET AL STROME 10-18-43-16,,,New Pool Wildcat,6/30/1972 00:00:00,12-Jul-1972,,0.0,719.9,1749.6,0.0
254,00/11-06-073-24W5/0,Non Confidential,GCON HB PUSKWASKAU 11-6-73-24,,,New Field Wildcat,12/27/1972 00:00:00,29-Jan-1973,,0.0,721.2,3027.0,0.0
255,00/07-29-072-22W5/0,Non Confidential,TEXCAN WABAT 7-29-72-22,,,New Fld Wildcat IEW,10/16/1973 00:00:00,20-Nov-1973,11/24/1973 00:00:00,,720.5,2863.6,
256,00/10-13-069-20W5/0,Non Confidential,SUBT SUNSET 10-13-69-20,,,New Field Wildcat,11/24/1969 00:00:00,23-Dec-1969,,1524.0,726.9,2882.5,
257,00/14-29-069-19W5/0,Non Confidential,LONGVIEW SUNSET 14-29-69-19,,,New Field Wildcat,1/29/1960 00:00:00,13-Mar-1960,,2706.6,730.9,2899.6,
258,00/02-18-057-06W5/0,Non Confidential,CVE SANGUDO 2-18-57-6,,,New Field Wildcat,12/22/1964 00:00:00,01-Feb-1965,,0.0,731.5,2407.9,0.0
259,00/10-11-066-22W5/0,Non Confidential,MERLAND ET AL GIROUXLUX 10-11-66-22,,,Deeper Pool Test IEW,1/6/1978 00:00:00,24-Feb-1978,,1876.0,733.7,3170.2,0.0
260,00/02-27-066-25W5/0,Non Confidential,TRIAD PAN AM ANTE 2-27-66-25,,,Development,7/9/1967 00:00:00,15-Aug-1967,,0.0,736.1,3405.2,0.0
261,00/11-14-071-14W5/0,Non Confidential,HOMESTEAD SHELL ENILDA 11-14-71-14,,,New Field Wildcat,2/20/1970 00:00:00,19-Mar-1970,,0.0,738.2,2360.4,0.0
262,00/16-17-069-19W5/0,Non Confidential,TEXCAN SUNSET 16-17-69-19,,,New Pool Wildcat,9/17/1970 00:00:00,16-Oct-1970,,0.0,740.1,2805.7,0.0
263,00/10-08-066-20W5/0,Non Confidential,HB QUINTANA UNION GIROUX 10-8-66-20,,,New Field Wildcat,2/16/1972 00:00:00,18-Mar-1972,,0.0,741.9,3045.0,0.0
264,00/10-17-065-19W5/0,Non Confidential,PHILLIPS ATIKAMEG 10-17-65-19,,,New Field Wildcat,1/14/1959 00:00:00,12-Apr-1959,,2481.4,743.4,3277.2,0.0
265,00/12-15-064-19W5/0,Non Confidential,TRILOGY KAYBOB 12-15-64-19,,,Outpost,11/15/1957 00:00:00,11-Jan-1958,,,744.3,2994.7,
266,00/12-33-068-20W5/0,Non Confidential,MIAMI HB STURGEN LAKE 12-33-68-20,,,New Field Wildcat,1/30/1967 00:00:00,06-Mar-1967,,0.0,744.3,2938.3,0.0
267,00/02-15-064-19W5/0,Non Confidential,TRILOGY KAYBOB 2-15-64-19,,,Development,6/7/1959 00:00:00,27-Jul-1959,,,745.5,2987.0,
268,00/02-28-064-19W5/0,Non Confidential,TRILOGY KAYBOB 2-28-64-19,,,Development,6/1/1960 00:00:00,06-Jul-1960,,,745.8,2994.7,
269,00/07-22-064-19W5/0,Non Confidential,TRILOGY KAYBOB 7-22-64-19,,,New Field Wildcat,2/12/1957 00:00:00,13-Jun-1957,,2976.1,746.5,3183.6,
