,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,UWI,ELEV_M,Lat,Long,TVDMKB,TVDMSS,DST_TVDMSS,DST_TempC,BinDepth,TT_TVDMSS,TrueTemp,Set,SLOG_TVDFT,SLOG_TEMPC,fmtn,SLOG_TVDM,TrueTempGrad_CpM,SLOG_TempGrad_CpM,CLS_TrueTempGrad_CpM,DST_TempGrad_CpM,CLS_DEPTH_M,CLS_GAMMA,CLS_MUDTEMPC,CLS_RESISTIVITY,CLS_POROSITY,Krig_CLS_GAMMA,Krig_CLS_MUDTEMPC,Krig_CLS_RESISTIVITY,Krig_CLS_POROSITY,Krig_CLS_TrueTempGrad_CpM,Krig_EX_TrueTemp,Krig_EX_TrueTempGrad_CpM,Krig_CLS_CumOil_bbl,Krig_CLS_CumGas_mcf,Krig_CLS_CumWater_bbl,Krig_CLS_OGR_bblmmcf,CLS_TrueTemp,log_CLS_TrueTempGrad_CpM,log_TVDMSS,EX_TrueTemp,Cluster
211,211,211,211,100023206413W500,1166.9,54.576006,-115.926213,2919.983906560515,1753.083906560515,1717.1,94.6,"(1740, 1760]",1760.0,110.91,Training,,,DVN,,0.0630170454545454,,0.0630170454545454,0.0550928891736066,1750.0,64.4511,17.0,5.9676,0.1067,31.10747640681421,40.66091032283307,141.97778101924317,0.0690685883495207,0.0562236586932794,76.45084442234334,0.0414710007397568,374835.1271512975,-804324.2344303906,1092911.929063234,28.1327651282113,110.91,-1.200541962521381,3.2438027029073484,108.51,Cluster 2
212,212,212,212,102112204416W500,1175.1,52.810547,-116.243711,4820.107045756575,3645.007045756575,3521.9,89.2,"(3640, 3660]",,,,,,DVN,,,,,0.0253272381385047,3650.0,73.8648,18.0,10.69945,0.2775,53.86073189925387,33.9264535384401,97.84476694039654,0.117030999645968,-0.0536429076630479,98.0366127900282,0.0291278188290236,-158566.8956833779,57822028.93506967,97714.91064069988,-9.770643858356072,,,3.561698372141029,,Cluster 0
213,213,213,213,100112204416W500,1168.7,52.809024,-116.243746,4804.867046244254,3636.1670462442544,1704.3,70.0,"(3620, 3640]",,,,,,DVN,,,,,0.0410725811183477,3650.0,12.6449,22.2,0.1,0.0579,54.0138176287469,33.85543079600912,96.13590566971548,0.1176563713397116,-0.0540929105174412,98.17715160068808,0.0290963301073096,-161550.17523686856,58223852.25150761,88554.89040957051,-10.068076099974672,,,3.56064382658394,,Cluster 0
214,214,214,214,100062604715W500,1175.6,53.081803,-116.088884,4262.932663586154,3087.3326635861545,2027.8,79.44,"(3080, 3100]",3100.0,136.15,Training,,,DVN,,0.0439193548387096,,0.0439193548387096,0.0391754610908373,3086.099901244803,4.9117,40.22222222222222,19.3926,,46.97733158184198,36.14270601935242,163.61906479073292,0.0989977931615795,-0.0253238072957216,91.91610522277006,0.0302381146941126,-54151.9266585232,41110182.17866948,327505.1019129985,2.0255170956581106,136.15,-1.35734404815829,3.4895834277250177,112.29,Cluster 0
215,215,215,215,100031204517W500,1177.3,52.861549,-116.339258,4832.908645346924,3655.6086453469234,2487.7000000000003,97.1,"(3640, 3660]",,,,,,DVN,,,,,0.0390320376251155,3650.0,100.4964,,9.529799999999998,0.02245,54.97689291675916,34.02240697119162,86.45764214213717,0.1154535573485352,-0.0607659051241758,98.73281704678772,0.029290331486184,-158535.0387296291,59493563.28776529,140792.22885144415,-10.501251777181338,,,3.562959695742385,,Cluster 0
216,216,216,216,100111406613W500,1193.9,54.714775,-115.859122,2956.8647053803293,1762.9647053803292,1702.1,96.0,"(1760, 1780]",1780.0,110.47,Training,,,DVN,,0.0620617977528089,,0.0620617977528089,0.0564009165148933,1750.0,67.9513,16.1,57.08275,0.1067,29.91673781903135,40.1003856355291,124.52103235747823,0.0757422936815247,0.0624818414460513,74.80477054583278,0.0429534238044931,384315.0657018201,-2674613.155588352,1053944.920794464,28.48077312881117,110.47,-1.2071756483004106,3.246243617794501,108.2,Cluster 2
217,217,217,217,100112504718W500,1222.9,53.085581,-116.503677,4664.049450750417,3441.149450750417,1549.9,80.0,"(3440, 3460]",,,Training,,,DVN,,,,,0.0516162333053745,3450.0,107.18615,23.3,18.800700000000003,0.191,55.119716528355845,35.16376652062185,84.0733320309829,0.1044032004552378,-0.0661213538802112,98.1701881730387,0.0300534465895915,-108110.01421274502,56294283.3412144,344934.518592314,-8.532495012233117,,,3.536703534645562,95.08,Cluster 0
218,218,218,218,100100704717W500,1246.8,53.042267,-116.472128,4707.940649345899,3461.140649345899,1544.7,24.0,"(3460, 3480]",,,Training,,,DVN,,,,,0.0488248029824474,3450.0,71.107,14.5,64.22915,0.3113,55.12198905749285,34.94982450883593,84.46323527424735,0.1064294825894889,-0.0655099205347231,98.29940752202216,0.029911434374723,-118633.21834940893,57034136.75425421,307583.3212607946,-8.872124940452325,,,3.5392192479487594,96.02,Cluster 0
219,219,219,219,100041007824W500,383.45098,55.739033,-117.646144,2413.101522780751,2029.650542780751,299.4,35.0,"(2020, 2040]",,,Training,,,DVN,,,,,0.0488248029824474,2034.539934894722,2.8311,66.22222222222223,34.9069,,7.272867337339779,23.727182218872976,645.0777031232899,0.0862896657457112,0.0855585061826785,55.35823572800999,0.0256243014775194,332740.743588921,-12768874.934633968,-275566.2973954648,-12.645746066688991,,,3.30742126924002,33.91,Cluster 1
220,220,220,220,100082304316W500,1278.3,52.719554,-116.206185,5066.08063788542,3787.7806378854193,1650.1,19.0,"(3780, 3800]",,,,,,DVN,,,,,0.0488248029824474,3800.0,80.7029,24.4,35.0742,0.0653,54.57275479080799,33.342285364198105,88.86236288785102,0.1225592635709621,-0.0537153232709539,98.82374050978612,0.0288339761112152,-180054.48789625152,60062785.4654208,8971.967656411387,-11.795833692644276,,,3.5783848197202346,,Cluster 0
221,221,221,221,100010904012W500,1283.8,52.42418,-115.657433,4814.925445922386,3531.1254459223856,2434.2000000000003,104.4,"(3520, 3540]",,,,,,DVN,,,,,0.0428888341138772,3550.0,61.63295000000001,14.4,18.2208,0.1503,48.3075824997306,32.970278466688484,130.47109049451183,0.1308246712054043,-0.0067711585049046,93.37296460021749,0.0282816138147545,-135722.39672578385,43938313.69684528,-191217.17840704005,-9.07030377043854,,,3.5479131464795874,,Cluster 0
222,222,222,222,100040403610W500,1535.7,52.060026,-115.378463,1880.9207398105364,345.2207398105363,-525.3000000000001,22.0,"(340, 360]",,,,,,DVN,,,,,0.0488248029824474,350.0,11.6325,25.0,281.79735,0.1068,49.78856035030954,31.820049831795764,85.27860313820047,0.1419069093492901,0.0102971058252749,94.63855592072966,0.029012470399032,-107060.14093776682,39288828.12479245,-319688.8058305943,-14.53783835339061,,,2.5380968789165905,,Cluster 3
223,223,223,223,100112205512W400,593.7698800000001,53.767574,-111.702778,1286.865558820302,693.095678820302,-130.19999999999993,16.11,"(680, 700]",700.0,58.29,Training,,,DVN,,0.0832714285714285,,0.0832714285714285,0.0488248029824474,685.7999780544008,12.562866666666666,39.22222222222222,5.92095,,51.68137593179331,34.4065259033179,12.95494848942387,0.1026420145448978,0.0760789690026325,31.372495625152965,0.0423400355910245,-64.22989570121706,8339222.686596661,-21388.52041755365,-15.483819225526906,58.29,-1.0795039846948122,2.8407931911997872,24.14,Cluster 3
224,224,224,224,100103306127W400,616.5391870000001,54.32136,-113.984827,2087.879933187842,1471.340746187842,1286.3,64.44,"(1460, 1480]",1480.0,81.89,Training,,,DVN,,0.055331081081081,,0.055331081081081,0.0500971779522661,1463.0399531827215,82.51575,44.22222222222222,4.03695,0.2724,47.79706479761605,32.725084321260915,5.350368396391163,0.1330680349433733,0.063556125261999,52.58261468416049,0.0420812890016946,26754.00465173001,-3063786.439342147,-194879.8884305726,18.13629199038308,81.89,-1.2570308442813976,3.167713262157876,74.48,Cluster 3
225,225,225,225,100102706027W400,621.8276405,54.21957,-113.960081,1969.007936991746,1347.180296491746,335.30000000000007,35.56,"(1340, 1360]",,,Validation_Testing,,,DVN,,,,,0.0488248029824474,1333.4999573280013,60.859075,55.22222222222222,4.183625,,46.535071445236845,33.02422230242829,12.744170774975094,0.1316880735056034,0.0659685649344639,51.61102855527271,0.040712067452736,25064.74133664189,-3834766.0042036674,-199126.4086733748,17.932242916143824,,,3.1294257223240085,,Cluster 3
226,226,226,226,106141105522W400,632.968446,53.742427,-113.166376,1926.031138367004,1293.0626923670038,128.89999999999998,23.33,"(1280, 1300]",1300.0,77.14,Training,,,DVN,,0.0593384615384615,,0.0593384615384615,0.0488248029824474,1287.7799587910413,86.890875,,,0.05355,46.56203388129305,32.757973111646976,-18.453740752634125,0.1359897791083135,0.0725835519240221,39.662887316927424,0.0371756698684773,17933.74877527372,-1653984.0712597233,-204750.6617770747,-2.115492993056144,77.14,-1.226663717776814,3.11161958156176,32.98,Cluster 3
227,227,227,227,100101606027W400,634.0048,54.190478,-113.985044,2050.999134368028,1416.9943343680277,1317.3,57.78,"(1400, 1420]",1420.0,79.51,Training,,,DVN,,0.0559929577464788,,0.0559929577464788,0.0438624459120929,1409.6999548896017,27.4156,42.22222222222222,25.77445,,46.03371646640216,33.16242039167387,16.238376088026005,0.1308674616141283,0.0665032867450944,51.79720101554173,0.0404760372174828,26321.290004113853,-4106222.961438082,-193153.63649887685,18.501952939829685,79.51,-1.2518665909253195,3.1513681137918352,75.9,Cluster 3
228,228,228,228,100040705920W400,638.27214,54.080496,-112.998147,1279.855159044635,641.583019044635,187.70000000000005,28.89,"(640, 660]",660.0,56.89,Training,,,DVN,,0.0861969696969697,,0.0861969696969697,0.0488248029824474,640.0799795174406,,,3.8531,,53.083558800078144,31.474929077104893,-36.19194608612281,0.1373198914160884,0.0647522734274363,38.60133576573486,0.0398822418420078,6146.981336546379,2944837.6876978264,-231918.4455445559,-7.806007232503809,56.89,-1.064508001774097,2.807252860835948,38.36,Cluster 3
229,229,229,229,100102107519W500,648.9404900000001,55.514043,-116.882406,2463.088721181161,1814.148231181161,292.9,37.78,"(1800, 1820]",,,Validation_Testing,,,DVN,,,,,0.0488248029824474,1813.5599419660816,1.5159,22.22222222222222,52.0073,,13.223519385022364,32.63379883351599,318.11838714625594,0.096712490699364,0.0893876449398087,60.91869926645636,0.0343876744325291,508305.4859859645,-8755930.09697778,728941.5889142187,-3.642047276588797,,,3.2586727696887525,,Cluster 2
230,230,230,230,100012706026W400,650.037806,54.212264,-113.803723,2292.0959266529303,1642.0581206529305,304.79999999999995,23.89,"(1640, 1660]",,,Training,,,DVN,,,,,0.0783792650918635,1638.2999475744018,2.887225,33.22222222222222,111.3367,,48.32617292510976,32.4651783719434,-0.5473553603804777,0.135359411138855,0.0651444521947787,49.263136446930346,0.0406741853699912,15859.108774098268,-2795101.182098852,-237449.9470047785,13.513621125603798,,,3.21538852491018,43.77,Cluster 3
231,231,231,231,100020605904W500,653.2992730000001,54.066619,-114.586167,2346.9599248972822,1693.6606518972822,1595.6,78.89,"(1680, 1700]",,,Validation_Testing,,,DVN,,,,,0.0494422160942592,1684.019946111362,78.859775,,4.668225,,38.27309011068318,35.96044299919984,91.70824830637316,0.1089463785443092,0.0681509940611215,60.77784328306598,0.0390350769482736,76228.16559576162,-5888282.101375326,59319.1848941603,31.076015634810243,,,3.228826397864836,,Cluster 3
232,232,232,232,100073207810W500,653.51264,55.800206,-115.50959,1798.0151424635155,1144.5025024635156,1114.2,48.89,"(1140, 1160]",1160.0,67.06,Training,,,DVN,,0.0578103448275862,,0.0578103448275862,0.0438790163345898,1135.3799636678411,41.34055,34.22222222222222,114.56015,,21.88719738027907,30.888733221789604,47.04512684414947,0.1720419472776101,0.0710171110428003,62.98457249646968,0.0525515658994859,267746.70527598367,-1765771.5422281646,383331.24935375096,7.26185376071233,67.06,-1.2379944401341172,3.0586167465998213,65.58,Cluster 1
233,233,233,233,100032106921W500,654.1222600000001,54.98337,-117.144123,2870.9111081308447,2216.7888481308446,826.5999999999999,47.78,"(2200, 2220]",2220.0,95.72,Training,,,DVN,,0.0431171171171171,,0.0431171171171171,0.0578030486329542,2209.7999292864024,19.8014,47.22222222222222,324.5602,,27.203432256154,36.625872353657215,308.88228110790243,0.0614710218265593,0.0526935193947959,72.79541893754983,0.0325166109341711,496284.113338611,-3854637.352095956,974831.8174832338,-1.0315950622591277,95.72,-1.3653502845092391,3.345724327999988,61.69,Cluster 2
234,234,234,234,100101705323W400,654.8842850000001,53.577778,-113.353021,1855.0127406395925,1200.1284556395922,877.2,75.56,"(1200, 1220]",1220.0,74.08,Training,,,DVN,,0.0607213114754098,,0.0607213114754098,0.0861377108983128,1188.7199619609612,41.9466,,,,42.73529841274665,33.3004536205981,4.323826491200819,0.1352322873465496,0.0763486359982158,41.86458785471708,0.0356654810183204,23270.07865043663,-4613135.5344806,-200480.58639743767,2.164941033806836,74.08,-1.2166588570008705,3.079227733205732,61.55,Cluster 3
235,235,235,235,100101207121W500,658.420081,55.136723,-117.088037,2758.1351117396766,2099.715030739677,227.0,38.89,"(2080, 2100]",,,Validation_Testing,,,DVN,,,,,0.0488248029824474,2110.7399324563225,13.15305,42.22222222222222,230.84445,,23.13060839399592,35.700691561268535,320.05385296002083,0.0684378288864645,0.0654360907085044,69.4231801067153,0.0328718818134264,514252.5543816528,-6172360.706491997,928738.0211040364,-1.2738818658790774,,,3.3221603571266987,,Cluster 2
236,236,236,236,100101007809W500,663.26656,55.746677,-115.304675,1882.139939771522,1218.873379771522,-27.399999999999977,37.78,"(1200, 1220]",1220.0,72.05,Training,,,DVN,,0.0590573770491803,,0.0590573770491803,0.0488248029824474,1211.579961229441,21.554125000000003,42.22222222222222,29.2979,,26.91438153476535,30.90325592584245,26.05051223862194,0.1729342352967029,0.0649760607119021,64.53872157404851,0.0543607946980799,230282.9027800045,-944383.3056325032,320077.4869440584,9.989958369307978,72.05,-1.2287258455247403,3.085958592146098,32.59,Cluster 1
237,237,237,237,100103505903W500,667.4729380000001,54.146702,-114.336681,2513.9903195523098,1846.5173815523096,221.29999999999995,32.22,"(1840, 1860]",,,Training,,,DVN,,,,,0.0488248029824474,1836.4199412345624,38.58385,40.22222222222222,19.52465,,41.51145041641825,34.72012456791358,55.641664045139024,0.1191792895444653,0.068180229965384,56.99160478683756,0.0399620592090949,54114.27067339941,-5716824.937561572,-61887.34605098515,26.873958409075065,,,3.2663534000870387,38.8,Cluster 3
238,238,238,238,100121806005W500,683.3840200000001,54.190322,-114.748625,2181.1487302032406,1497.7647102032406,311.80000000000007,33.89,"(1480, 1500]",1500.0,79.2,Training,,,DVN,,0.0528,,0.0528,0.0488248029824474,1485.8999524512017,11.701975,42.22222222222222,40.147075,,37.8320392276932,36.51560355328819,91.65515123522282,0.1038941951977787,0.0660761246459746,63.69890493119239,0.0406211680598325,106509.88123853512,-5320186.995953962,176227.25834338405,33.70231356827694,79.2,-1.2773660774661877,3.175443593679677,41.52,Cluster 3
239,239,239,239,100162005425W400,691.3090800000001,53.685307,-113.642736,1941.8807378598165,1250.5716578598162,488.60000000000014,37.78,"(1240, 1260]",1260.0,74.8,Training,,,DVN,,0.0593650793650793,,0.0593650793650793,0.0773229635693818,1242.0599602540815,1.099075,28.222222222222225,74.36525,,42.06314213592911,33.506217601744815,24.478555743025293,0.1335882674085104,0.0757206560600607,45.28088861257569,0.0356333911598948,19914.410017982747,-5915762.712892825,-222874.9628430757,8.98696310695342,74.8,-1.226468947253102,3.097108581889376,49.67,Cluster 3
240,240,240,240,100111506802W600,692.1991252,54.888386,-118.221431,3603.955084673437,2911.755959473437,1215.6,44.44,"(2900, 2920]",2920.0,114.97,Training,,,DVN,,0.0393732876712328,,0.0393732876712328,0.0365580783152352,2910.839906853123,22.43355,,755.02735,0.0759,33.00664841847804,29.12713517010977,537.8539396924582,0.0397089205628856,-0.0033922171915503,80.42157128770116,0.0269617300227073,128489.30464876922,-4821643.299520468,-402207.1004228151,-6.077257001514695,114.97,-1.4047983200875545,3.4641549730120995,75.84,Cluster 0
241,241,241,241,100070606504W500,701.0630000000001,54.593265,-114.589434,2410.9679228490263,1709.9049228490262,347.5000000000001,39.44,"(1700, 1720]",,,Training,,,DVN,,,,,0.0488248029824474,1714.4999451360018,67.815925,52.22222222222222,5.7064,,42.55238815563047,34.650874174862665,28.56882793539767,0.1199969701505861,0.062327590656832,62.77702252209058,0.0458073709783067,106547.15062016116,-4018739.609635147,103934.36464168211,30.23320982653045,,,3.2329719626553217,45.59,Cluster 3
242,242,242,242,100010107020W500,701.093481,55.027981,-116.903553,2767.888711427561,2066.7952304275614,722.4,48.33,"(2060, 2080]",2080.0,95.32,Training,,,DVN,,0.045826923076923,,0.045826923076923,0.0669019933554817,2065.0199339193623,12.41745,43.22222222222222,141.85805,,25.262002046779635,37.54941865396622,265.68097357441513,0.0667259105730723,0.0620327448150353,71.8200072226039,0.034761960532721,522249.9462579484,-4337590.102604133,1101987.044795195,3.089458794849848,95.32,-1.3388793012883438,3.315297450647293,60.97,Cluster 2
243,243,243,243,100153607812W500,701.3678100000001,55.808285,-115.71791,1926.031138367004,1224.6633283670035,6.100000000000023,30.56,"(1220, 1240]",1240.0,72.79,Training,,,DVN,,0.0587016129032258,,0.0587016129032258,0.0488248029824474,1211.579961229441,16.4989,46.22222222222222,46.808675,0.092,17.82528904713304,31.29880484179552,72.85783276357755,0.1643316468999951,0.0777429231489212,61.7629359552189,0.0500410856812498,316101.7794333098,-2973516.4709073,474522.35503946105,5.7249699916161845,72.79,-1.2313499657822409,3.088016713411996,37.41,Cluster 1
244,244,244,244,100102906625W500,702.3889235,54.744112,-117.740061,3422.903890467076,2720.5149669670755,744.4000000000001,39.44,"(2720, 2740]",2740.0,110.38,Training,,,DVN,,0.0402846715328467,,0.0402846715328467,0.0529822675980655,2712.719913192963,13.2268,,1634.3859,0.0176,36.57588704067952,34.1138141438029,366.8105778024413,0.0497483535624204,0.0061082996761949,80.01145139970102,0.0288217902119835,307943.8734664599,912298.1373112714,425191.9176742836,-7.604180160763549,110.38,-1.3948601730911434,3.4346511195282057,57.54,Cluster 0
245,245,245,245,100152806721W500,704.3518999,54.832552,-117.138545,3000.1463039953182,2295.794404095318,1891.9,65.56,"(2280, 2300]",,,Validation_Testing,,,DVN,,,,,0.0346529943443099,2285.9999268480024,4.1863,41.22222222222222,308.1655,,30.93317969600888,37.70329183976174,281.230441538988,0.0574115111345057,0.0406568214513295,75.99065840944161,0.0327383127559806,476832.0348713694,-785782.5831891223,1047554.8665956416,-0.1106045887511256,,,3.3609329929746927,,Cluster 2
246,246,246,246,100111107812W500,705.513226,55.747495,-115.751415,2007.1079357725464,1301.594709772546,1290.8,57.22,"(1300, 1320]",,,Training,,,DVN,,,,,0.0443290982336535,1310.6399580595214,14.2905,39.22222222222222,113.8412,,18.06852257175748,32.02977592719787,76.0322978963451,0.1565163652967497,0.0791215513173097,62.44495395523818,0.0493751798308456,337093.8979273068,-3536946.090354994,539609.2701239614,7.305760137052241,,,3.11447577477725,75.35,Cluster 1
247,247,247,247,100103407020W500,705.6656310000001,55.106848,-116.959872,2762.09751161288,2056.4318806128795,2033.0,71.67,"(2040, 2060]",2060.0,93.75,Training,,,DVN,,0.045509708737864,,0.045509708737864,0.0352533202164289,2065.0199339193623,16.08195,44.22222222222222,101.1109,,23.493559135917884,36.66156446086787,285.6877138477283,0.0694626274881753,0.0663441654750008,70.10828888312106,0.0342150049713167,524528.5752442343,-5540389.717454875,1030453.5831902992,1.3156883141480802,93.75,-1.3418959439693976,3.3131143280616224,93.03,Cluster 2
248,248,248,248,100090107716W500,708.652769,55.645705,-116.333876,2289.0479267504666,1580.3951577504663,-226.79999999999995,26.67,"(1580, 1600]",,,Training,,,DVN,,,,,0.0488248029824474,1584.9599492812815,12.793,46.22222222222222,12.82835,0.0549,12.620461869336234,33.05142424034018,181.97025313692475,0.1254814480612062,0.0910403452257506,60.65200438273544,0.0415261423977682,460690.5620157366,-6636843.449209813,749747.4101293738,2.326625190034333,,,3.1987656903554766,24.83,Cluster 1
249,249,249,249,100072304811W400,710.2073,53.151338,-111.499729,1360.017556479438,649.8102564794381,-61.60000000000002,23.33,"(640, 660]",660.0,62.15,Training,,,DVN,,0.0941666666666666,,0.0941666666666666,0.0488248029824474,640.0799795174406,91.0784,67.22222222222223,3.6083,,48.67687820653407,35.664221812775395,37.33798241622158,0.0946633113822293,0.077023807209134,36.27285550327462,0.0448430832843162,-27482.424457714813,7039436.50827739,-11879.822092983217,-2.169830936765424,62.15,-1.0261028025642054,2.8127865618831875,31.92,Cluster 3
250,250,250,250,100113006919W500,710.542591,55.005927,-116.891411,2777.9471111056923,2067.4045201056924,803.6999999999999,60.0,"(2060, 2080]",2080.0,95.71,Training,,,DVN,,0.046014423076923,,0.046014423076923,0.0746547219111608,2065.0199339193623,16.821275000000004,42.22222222222222,80.63,,25.6985033124463,37.7447728425942,261.511575015582,0.0660444022754535,0.0608811324140078,72.23483027154084,0.034864406222524,521007.7471189837,-4024106.684947491,1116902.03527092,3.4772109281854173,95.71,-1.337106018733142,3.315425461465819,64.69,Cluster 2
251,251,251,251,100110905226W400,713.2554,53.478012,-113.780388,2115.007132319772,1401.7517323197717,653.4000000000001,51.67,"(1400, 1420]",1420.0,75.13,Training,,,DVN,,0.0529084507042253,,0.0529084507042253,0.0790786654423018,1409.6999548896017,17.1618,57.22222222222222,13.23735,,38.34045094753405,34.05194169432465,55.57596160075436,0.1311208308650266,0.079048973894512,47.50685245335981,0.0339244103977648,25322.23210771079,-7791529.00037931,-201608.06981204104,10.88239347946056,75.13,-1.2764749555432993,3.146671101482822,55.42,Cluster 3
252,252,252,252,100062307218W500,715.3890700000001,55.247943,-116.660887,2556.9671181770523,1841.578048177052,512.8999999999999,35.0,"(1840, 1860]",1860.0,90.86,Training,,,DVN,,0.0488494623655914,,0.0488494623655914,0.0682394228894521,1836.4199412345624,17.835974999999998,50.22222222222222,32.1071,0.041175,19.84774180243137,36.57856741159745,234.73812018951293,0.08345710215197,0.0787411593577556,67.52400835118112,0.037320791298537,530391.5454609509,-6579093.988227274,1051206.9760956294,5.019355944720879,90.86,-1.311140211739309,3.2651901294762062,56.71,Cluster 2
253,253,253,253,100070507708W500,718.74198,55.640965,-115.199419,2008.9367357140245,1290.1947557140245,-21.90000000000009,30.56,"(1280, 1300]",,,Validation_Testing,,,DVN,,,,,0.0488248029824474,1287.7799587910413,30.266500000000004,24.222222222222225,18.636650000000003,0.1296,30.38181701930293,31.42656267041009,14.843418614984438,0.1668364623535923,0.0625527553676607,65.72075729013851,0.0547349593592193,218087.92154795205,-927321.8392787444,313225.2978364277,13.314632102617871,,,3.1106552722742844,,Cluster 1
254,254,254,254,100101804316W400,719.96122,52.707158,-112.309178,1749.8567440045842,1029.8955240045843,847.4000000000001,60.0,"(1020, 1040]",1040.0,70.64,Training,,,DVN,,0.0679230769230769,,0.0679230769230769,0.0708048147274014,1036.319966837761,6.5668,64.22222222222223,2.51205,,41.505498095159055,33.39983452029826,8.379822463332273,0.1087672473123147,0.0697229451770788,44.23995685463064,0.0425947308869899,23927.286431342163,1832404.7530133224,60070.70039799894,-2.386038214026577,70.64,-1.1679826487292684,3.0127931706764017,63.96,Cluster 3
255,255,255,255,100110607324W500,721.18046,55.297159,-117.686224,3026.9687031370017,2305.7882431370017,610.7999999999998,48.33,"(2300, 2320]",2320.0,103.67,Training,,,DVN,,0.0446853448275862,,0.0446853448275862,0.0791257367387033,2308.8599261164823,16.9462,,1405.344875,,20.333202649189463,29.570045202219323,533.6351587684072,0.0615856709834336,0.0587772684610358,66.81814558955206,0.027335932204787,381116.3998727888,-10277080.77058749,161139.64089996877,-8.363421297665187,103.67,-1.3498348863554344,3.362819420452233,59.78,Cluster 2
256,256,256,256,100072907222W500,722.1863330000001,55.262529,-117.343404,2863.9007083551774,2141.7143753551773,1721.9,68.89,"(2140, 2160]",2160.0,98.6,Training,,,DVN,,0.0456481481481481,,0.0456481481481481,0.0400081305534583,2141.2199314809623,12.89085,47.22222222222222,1465.9684499999998,,20.39431441605577,32.6645097726556,415.4585757496074,0.0690329959087404,0.067709123851815,66.53999839216416,0.0300963300999145,473581.6986510382,-8574273.080491083,600711.345397597,-6.050002323318619,98.6,-1.34057683620972,3.330761551706728,85.62,Cluster 2
257,257,257,257,100101306920W500,726.97185,54.976838,-116.907629,2883.1031077407006,2156.1312577407007,676.7,48.89,"(2140, 2160]",2160.0,98.55,Training,,,DVN,,0.045625,,0.045625,0.0722476725284468,2164.079930749442,22.066450000000003,50.22222222222222,436.6257,,26.43735798964952,37.920061572391,260.0865087535325,0.0646754286553087,0.0585336323517736,72.85369827019194,0.034768730149418,517611.1920828989,-3542899.616942848,1126802.3098369355,3.539071785847454,98.55,-1.340797122535469,3.333675195650758,60.32,Cluster 2
258,258,258,258,100142906919W500,730.9038990000001,55.008675,-116.864328,2899.8671072042525,2168.9632082042526,664.5000000000001,46.11,"(2160, 2180]",2180.0,100.32,Training,,,DVN,,0.0460183486238532,,0.0460183486238532,0.0693905191873589,2164.079930749442,6.9428,42.22222222222222,62.24665,,25.59645256946298,37.87228847561389,255.78428298060248,0.0665318522165511,0.0615665569243956,72.23441607030065,0.035161055913309,522240.2855496478,-4015944.000162646,1130136.9939903351,4.087694877841009,100.32,-1.3370689701179637,3.336252185204884,60.35,Cluster 2
259,259,259,259,100021805706W500,731.5440000000001,53.920714,-114.879054,2407.9199229465626,1676.3759229465625,674.5,35.56,"(1660, 1680]",1680.0,82.24,Training,,,DVN,,0.0489523809523809,,0.0489523809523809,0.0527205337286879,1684.019946111362,28.67665000000001,51.22222222222222,112.00195,,35.302445254241455,37.27933891239626,139.0686180418763,0.0971235267292184,0.0647725422318911,65.45258812034876,0.0374089473730417,96277.10837219626,-4206010.472425859,207045.4274294845,33.094978705305785,82.24,-1.3102261800746628,3.224371414625097,54.63,Cluster 3
260,260,260,260,100101106622W500,733.67767,54.700839,-117.210498,3169.919898562563,2436.242228562563,674.5,49.44,"(2420, 2440]",2440.0,104.08,Training,,,DVN,,0.042655737704918,,0.042655737704918,0.0732987398072646,2438.3999219712027,12.1137,33.22222222222222,493.5704500000001,0.00455,34.66708622259593,37.93820587293786,269.6004069743094,0.0545767753797839,0.0259345286750246,78.8515488241252,0.032172700324486,438487.0040124712,2476986.550413622,1022938.0795503012,-1.3423538823599328,104.08,-1.3700225427852,3.386720466759735,56.42,Cluster 2
261,261,261,261,100022706625W500,736.024707,54.736136,-117.691235,3404.920691042538,2668.8959840425377,534.9000000000001,42.22,"(2660, 2680]",,,Validation_Testing,,,DVN,,,,,0.0789306412413535,2662.413915008248,34.63051626506023,68.22222222222254,197.00922650602416,,36.655969077637366,34.55672211817259,353.9873058664355,0.050394341680765,0.0074677652312446,79.97242674176945,0.0290876571540607,323053.8912528013,1325203.928283689,496807.4999099631,-7.34202097017036,,,3.4263316481836754,,Cluster 0
262,262,262,262,100111407114W500,738.2498200000001,55.151956,-116.043742,2360.066324477877,1621.8165044778775,1593.4999999999998,74.44,"(1620, 1640]",,,Validation_Testing,,,DVN,,,,,0.0467147787888296,1607.8199485497616,21.391,49.22222222222222,23.12035,0.058825,23.61353134995836,38.03522127403222,120.94490948051896,0.0940989704023567,0.0761993406648552,70.20769800975839,0.0439790512827261,456025.6014234565,-5276347.140730644,1044069.6821294188,18.877481652755648,,,3.2100017157193137,,Cluster 2
263,263,263,263,100161706919W500,740.0786800000001,54.979045,-116.852749,2805.988710208361,2065.910030208361,741.2,46.67,"(2060, 2080]",2080.0,97.62,Training,,,DVN,,0.0469326923076923,,0.0469326923076923,0.0629654614139233,2065.0199339193623,26.638175,47.22222222222222,118.4271,,26.25278883714021,38.12995248983689,250.89814227969447,0.0654490952704654,0.059731319988041,72.84304251952815,0.0352552564669495,519706.9641575485,-3543481.6243376136,1148574.5340907353,4.569795979922467,97.62,-1.3285245316422591,3.315111404194806,63.59,Cluster 2
